row_id,Facility Name,Area,Type,Contact Phone,Managed by,Cost,Apply hours,Apply Location,Eligibility,Other,Address Line1,Address Line2,City,Postal Code,Province,country
Canada-BC-31-BC-SeniorsServicesSoc-output-70,FIR PARK VILLAGE,VANCOUVER ISLAND CENTRAL,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-724-6541,Alberni Clayoquot Continuing Care Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,4411 Wallace St.,,Port Alberni,V9Y 7Y5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-71,OAK BAY KIWANIS PAVILLION,VANCOUVER ISLAND SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-598-2022,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,3034 Cedar Hill Rd.,,Victoria,V8T 3J3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-72,ST. JOSEPHS GENERAL HOSPITAL,VANCOUVER ISLAND NORTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-339-2242,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,2137 Comox Ave.,,Comox,V9M 1P2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-73,THE GATEWAY,SURREY,ASSISTED LIVING - PUBLIC (apply through health authority),604-585-2906,No Manager provided,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible; Smoking Allowed,13787 100 Ave.,,Surrey,V3T 5X7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-74,FLEETWOOD PLACE,SURREY,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-590-6860,Retirement Residences Operations LP,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,16011 83rd Ave.,,Surrey,V3S 8M2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-75,ROYAL CRESCENT GARDENS,MAPLE RIDGE,ASSISTED LIVING - PUBLIC (apply through health authority),604-463-6077,RCG Management Ltd,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,11698 226th St.,,Maple Ridge,V2X 6H1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-76,LOGAN MANOR,AGASSIZ,ASSISTED LIVING - PRIVATE (apply directly to facility),604-796-8778,Leyen Holdings Limited,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Pets Allowed; Wheelchair Accessible,7270 Elm Rd.,,Agassiz,V0M 1A2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-77,CHRISTENSON VILLAGE,COAST GARIBALDI,"ASSISTED LIVING - PUBLIC (apply through health authority)
RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)",604-886-8747,Good Samaritan Society,Assisted Living Public: 70% of net income,Call 604-741-0726 during regular office hours,Vancouver Coastal Health Authority,Age Requirement: 55+; BC Residency; Age Requirement: under 55 with disability,Wheelchair Accessible,585 Shaw Rd.,,Gibsons,V0N 1V8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-78,CLARENDON COURT,VANCOUVER SOUTH,ASSISTED LIVING - PUBLIC (apply through health authority),604-324-6230,Baptist Housing Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority; Coastal Health: http://www.vch.ca,Age Requirement: under 55 with disability; BC Residency; Age Requirement: 55+,Wheelchair Accessible,6404 Clarendon St.,,Vancouver,V5S 4X9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-79,CEDARS AT BEULAH GARDENS,VANCOUVER EAST,ASSISTED LIVING - PUBLIC (apply through health authority),604-251-4114,Beulah Gardens Homes Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: 55+,Smoking Allowed; Pets Allowed; Wheelchair Accessible,3355 E. 5th Ave.,,Vancouver,V5M 0A1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-80,HAWTHORNE TOWER,PORT COQUITLAM,ASSISTED LIVING - PUBLIC (apply through health authority),604-942-9204,Port Coquitlam Seniors Citizens Housing Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,Age Requirement: under 55 with disability; Age Requirement: 55+; BC Residency,Wheelchair Accessible,2145/2175 Hawthorne Ave.,,Port Coquitlam,V3C 1W2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-81,THE CEDARS,MISSION,ASSISTED LIVING - PUBLIC (apply through health authority),604-826-2194,Mission & District Senior Citizens Housing Soc.,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,7380 Hurd St.,,Mission,V2V 3H5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-82,GLENWOOD CARE CENTRE,AGASSIZ,"RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",604-796-9202,Fraser Health Authority,"Residential Care Private: approx. $2,500-10,000/monthResidential Care Public: 80% of net income",Regular office hours,Directly to building or local health authority,No Age Requirement,Wheelchair Accessible,1458 Glenwood Dr.,,Agassiz,V0M 1A3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-83,FLEETWOOD VILLA,SURREY,"ASSISTED LIVING - PRIVATE (apply directly to facility)
ASSISTED LIVING - PUBLIC (apply through health authority)",604-590-2889,Retirement Residences Operations LP,"Assisted Living Private: approx. $1,500-7,000/monthAssisted Living Public: 70% of net income",Regular office hours,Directly to building or local health authority,Age Requirement: 55+; Age Requirement: under 55 with disability; BC Residency,Wheelchair Accessible; Pets Allowed,16028 83rd Ave.,,Surrey,V4N 0N2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-84,TERRACES ON 7TH,VANCOUVER WEST,"ASSISTED LIVING - PUBLIC (apply through health authority)
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-738-8380,Retirement Concepts,"Assisted Living Private: approx. $1,500-7,000/monthAssisted Living Public: 70% of net income",Regular office hours,Your local health authority,BC Residency; No Age Requirement,Pets Allowed; Wheelchair Accessible,1570 W. 7th Ave.,,Vancouver,V6J 5M1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-85,WEINBERG RESIDENCE,VANCOUVER WEST,"ASSISTED LIVING - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",604-261-9622,Jewish Home for the Aged of BC,"Residential Care Private: approx. $2,500-10,000/monthAssisted Living Private: approx. $1,500-7,000/month",Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,5650 Osler St.,,Vancouver,V6M 2W9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-86,MAPLEWOOD MANOR,PORT COQUITLAM,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-941-4190,New View Society,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,"New View Society; 2050 Mary Hill Rd.; Port Coquitlam, BC; V3C 2Z8",BC Residency; No Age Requirement,N/A,2356 Whyte Ave.,,Port Coquitlam,V3C 2A4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-87,CEDAR GARDEN,NORTH VANCOUVER,ASSISTED LIVING - PUBLIC (apply through health authority),604-904-6409,Vancouver Coastal Health Authority,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority; ; http://www.vch.ca/locations-and-services/find-health-services/assisted-living/north-shore/cedar-garden/cedar-garden,BC Residency; No Age Requirement,Wheelchair Accessible,1250 Cedar Village Close,,North Vancouver,V7J 3P3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-88,HOLY FAMILY HOSPITAL,VANCOUVER SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-321-2661,Providence Health Care,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,7801 Argyle St.,,Vancouver,V5P 3L6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-89,ABBEYFIELD VANCOUVER,VANCOUVER SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-261-1180,Abbeyfield Houses of Vancouver Society,Market RateSAFER,Regular office hours to Judith Davis,Directly to building; www.abbeyfieldvancouver.com,Age Requirement: 60+,Wheelchair Accessible; Pets Allowed,1275 W 67th Ave.,,Vancouver,V6P 2T1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-90,PICS ASSISTED LIVING,SURREY,ASSISTED LIVING - PUBLIC (apply through health authority),604-596-0052,Progressive Intercultural Community Services Soc.,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,12075 75A Ave.,,Surrey,V3W 1N3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-91,EVERGREEN HEIGHTS,WHITE ROCK,ASSISTED LIVING - PUBLIC (apply through health authority),604-541-3817,Evergreen Baptist Home Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,1501 Everall St.,,White Rock,V4B 3S8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-92,MENNO TERRACE,ABBOTSFORD,"ASSISTED LIVING - PRIVATE (apply directly to facility)
ASSISTED LIVING - PUBLIC (apply through health authority)",604-851-4004,Mennonite Benevolent Society,"Assisted Living Public: 70% of net incomeAssisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building or your local health authority,BC Residency; Age Requirement: 55+,Wheelchair Accessible,2021 Primrose St. E.,,Abbotsford,V2S 2Y9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-93,KIWANIS GARDEN MANOR,COAST GARIBALDI,ASSISTED LIVING - PUBLIC (apply through health authority),604-485-5210,Powell River Kiwanis Housing Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,4923 Kiwanis Ave.,,Powell River,V8A 5H5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-94,CASTLE WOOD VILLAGE,KOOTENAY BOUNDARY,ASSISTED LIVING - PUBLIC (apply through health authority),250-365-6686,Golden Life Management,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority; ; www.goldenlife.ca,BC Residency,Pets Allowed; Wheelchair Accessible,525 Columbia Ave.,,Castlegar,V1N 1G7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-95,CAREFREE MANOR,THOMPSON CARIBOO,ASSISTED LIVING - PUBLIC (apply through health authority),250-395-4807,Carefree Development Ltd.,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,812 Cariboo Tr.,,100 Mile House,V0K 2E2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-96,JOSEPH CREEK VILLAGE,EAST KOOTENAY,ASSISTED LIVING - PUBLIC (apply through health authority),250-417-0666,Golden Life Management,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1901 Willowbrook Dr.,,Cranbrook,V1C 6S4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-97,NICOLA MEADOWS,THOMPSON CARIBOO,ASSISTED LIVING - PUBLIC (apply through health authority),250-378-4254,Insite Senior Care,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible; Pets Allowed,2670 Garcia St.,,Merritt,V1K 1B8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-98,ROSE WOOD VILLAGE,KOOTENAY BOUNDARY,ASSISTED LIVING - PUBLIC (apply through health authority),250-364-3150,Golden Life Management,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,8125 Devito Tr.,,Trail,V1R 4X9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-99,PIONEER SQUARE,OKANAGAN NORTH,ASSISTED LIVING - PUBLIC (apply through health authority),250-546-3396,Kaigo Retirement Communities,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,2865 Willowdale Dr.,,Armstrong,V0E 1B1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-100,COLUMBIA GARDEN VILLAGE,EAST KOOTENAY,ASSISTED LIVING - PUBLIC (apply through health authority),250-341-3350,Golden Life Management,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: 55+; Age Requirement: under 55 with disability,Pets Allowed; Wheelchair Accessible,800 10th Ave,,Invermere,V0A 1K0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-101,CREST VIEW VILLAGE,EAST KOOTENAY,ASSISTED LIVING - PUBLIC (apply through health authority),250-428-9986,Golden Life Management,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,800 Cavell St.,,Creston,V0B 1G4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-102,KAMLOOPS SENIORS VILLAGE,THOMPSON CARIBOO,"RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
ASSISTED LIVING - PRIVATE (apply directly to facility)
ASSISTED LIVING - PUBLIC (apply through health authority)",250-571-1800,Retirement Concepts,"Residential Care Public: 80% of net incomeResidential Care Private: approx. $2,500-10,000/monthAssisted Living Private: approx. $1,500-7,000/monthAssisted Living Public: 70% of net income",Regular office hours,Directly to building or your local health authority; ; www.retirementconcepts.com,No Age Requirement; BC Residency,Pets Allowed; Wheelchair Accessible,1220 Hugh Allen Dr.,,Kamloops,V1S 2B3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-103,FOREST GLEN,VANCOUVER ISLAND CENTRAL,ASSISTED LIVING - PUBLIC (apply through health authority),250-726-2228,Seaview Seniors Housing Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: 55+,Wheelchair Accessible,1783 St. Jacques Blvd.,,Ucluelet,V0R 3A0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-104,SHOAL CENTRE,VANCOUVER ISLAND SOUTH,ASSISTED LIVING - PUBLIC (apply through health authority),250-656-5537,No Manager provided,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,Age Requirement: 55+; BC Residency,Wheelchair Accessible,10030 Resthaven Dr.,,Sidney,V8L 3G4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-105,THE CRIDGE VILLAGE SENIORS CENTRE,VANCOUVER ISLAND SOUTH,"ASSISTED LIVING - PUBLIC (apply through health authority)
ASSISTED LIVING - PRIVATE (apply directly to facility)",250-384-8058,Cridge Centre for the Family,"Assisted Living Private: approx. $1,500-7,000/monthAssisted Living Public: 70% of net income",Regular office hours,Directly to building or your local health authority,Age Requirement: 65+,Wheelchair Accessible,1307 Hillside Ave.,,Victoria,V8T 0A2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-106,THE CEDARS,VANCOUVER ISLAND SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-477-4850,Twilight Homes Limited,Market Rate,Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible,3710 Cedar Hill Rd.,,Victoria,V8P 5V5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-107,HIGHGATE LODGE,VANCOUVER ISLAND SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-472-0077,Highgate Lodge Ltd,SAFERMarket Rate,Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible,1538 Cedar Hill Cross Rd.,,Victoria,V8P 2P1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-108,PARKDALE MANOR,OKANAGAN SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-494-1161,Parkdale Place Housing Society,Market Rate,Regular office hours,"Parkdale Place Housing Society; 100-9302 Angus St.; Summerland, BC; V0H 1Z5",BC Residency; No Age Requirement,Wheelchair Accessible,11811 Sinclair Rd.,,Summerland,V0H 1Z8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-109,HALCYON COMMUNITY HOME,KOOTENAY BOUNDARY,ASSISTED LIVING - PUBLIC (apply through health authority),250-265-3692,Arrow and Slocan Lakes Community Services,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,83 8th Ave.,,Nakusp,V0G 1R0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-110,CHARTWELL ROSS PLACE PAVILLION,VANCOUVER ISLAND SOUTH,ASSISTED LIVING - PUBLIC (apply through health authority),250-361-2150,Chartwell REIT,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Smoking Allowed; Wheelchair Accessible,2631 Douglas St.,,Victoria,V8T 5L7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-111,THE MULBERRY,BURNABY SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-526-2248,Pacific Arbour Retirement Communities,Market RateSAFER,Regular office hours,Directly to building,Age Requirement: 65+,Wheelchair Accessible; Pets Allowed,7230 Acorn Ave.,,Burnaby,V5E 2V1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-112,AMICA AT WEST VANCOUVER,WEST VANCOUVER,ASSISTED LIVING - PRIVATE (apply directly to facility),604-921-9181,Amica Mature Lifestyles Inc.,"Market RateAssisted Living Private: approx. $1,500-7,000/month",Regular office hours; or email s.sawer@amica.ca anytime,Suzanne Sawer; Building Manager; www.amica.ca,Age Requirement: 55+,Pets Allowed; Wheelchair Accessible,659 Clyde Ave.,,West Vancouver,V7T 1C8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-113,VILLA CATHAY CARE HOME,VANCOUVER EAST,"RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",604-254-5621,Villa Cathay Care Home Society,"Residential Care Public: 80% of net incomeResidential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building or your local health authority,No Age Requirement; BC Residency,N/A,970 Union St.,,Vancouver,V3A 1X3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-114,HERITAGE PLACE,GULF ISLANDS,"ASSISTED LIVING - PRIVATE (apply directly to facility)
SUPPORTIVE HOUSING - RETIREMENT HOMES",250-537-8340,No Manager provided,Market RateSAFER,Regular office hours,Directly to building,Age Requirement: 65+,Wheelchair Accessible,120 Crofton Rd.,,Salt Spring Island,V8K 2Y4,BC,Canada
