row_id,Facility Name,Address,City,Postal Code,Province,Country,Community,Licensee,Contact Phone,Total Unresolved Infractions,Approx Start Rate per Month,Beds (AC),Attributes,Link to Inspection Details,facility_type
Canada-SK-24-SK-PersonalCareHome-output-229,Judy Krysa,618 Acadia Dr,Saskatoon ,S7H 3V9,SK,Canada,Saskatoon,Judy Krysa,(306) 477-5939,0,$1200 to $1499,10,Can only admit and care for residents who can climb and descend steps independently; Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/4b70af8b-bc54-47d4-80ec-2a3b49fe479; http://personalcarehomes.saskatchewan.ca/Inspection/Details/9db3d751-d54a-448b-89d2-6eb084d405f,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-230,Maria's Care Home,10 Barnes Crescent,Humboldt ,S0K 2A0,SK,Canada,Humboldt,Maria Dumitrascu,(306) 852-0150,0,$2200 to $2799,10,Can only admit and care for residents who are able to climb and descend steps independently.  Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/76ec4d21-9508-4bf7-9547-fe4e5b00054; http://personalcarehomes.saskatchewan.ca/Inspection/Details/e517c840-dffb-4163-b1bb-0eb3878baa4; http://personalcarehomes.saskatchewan.ca/Inspection/Details/4e265c3a-508a-49d5-a467-feca415674f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/52bfdd6d-5a48-439f-9be4-88002f8d6c3,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-231,Cypress Lodge,510 Highway 21 South,Maple Creek ,S0N 1N0,SK,Canada,Maple Creek,Jeanie Culligan,,0,$2200 to $2799,50,,http://personalcarehomes.saskatchewan.ca/Inspection/Details/ede61f34-0bf8-41d1-aa87-03af74d8893,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-232,Jim Lloyd,391 Delaronde Rd,Saskatoon ,S7J 3Y5,SK,Canada,Saskatoon,Jim Lloyd,(306) 373-2928,0,$1800 to $2199,10,Cannot admit or care for residents who are at risk of wandering; Residents living in the Lower Level of the home must be able to climb and descend stairs independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/83a629ea-3f7e-4626-ae62-b3087eedae5; http://personalcarehomes.saskatchewan.ca/Inspection/Details/183a6f8f-7057-4e25-87f4-59cd76cd38f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/7efe4375-3283-43f2-a2c1-cce3e4a70cd; http://personalcarehomes.saskatchewan.ca/Inspection/Details/b90cc3ac-29dc-4b14-bb19-bc4cc11a321,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-233,Ken and Irene Ladouceur,816 Avenue F North,Saskatoon ,S7L 1W5,SK,Canada,Saskatoon,Ken and Irene Ladouceur,(306) 652-6049,0,$2200 to $2799,5,Can only admit residents to Second Level who are able to climb/descend stairs independently; Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/192d4f05-1532-424c-a837-eab6580bc0e,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-234,Selo Gardens Personal Care Home,1102 McNiven Ave,Regina ,S4S 3X3,SK,Canada,Regina,101087737 Saskatchewan  Ltd. ,(306) 790-4444,0,$2800 to $3499,20,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/8e7295ad-9a82-4133-a212-ca84aab2880,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-235,Wan-Dor Inn,427 Cameron St,Foam Lake ,S0A 1A0,SK,Canada,Foam Lake,Doreen Johnson,(306) 272-3730,2,$1800 to $2199,10,Residents admitted or cared for on the lower level must be able to climb and descend steps independently and must recognize both means of egress in order to exit.  See attached condition sheet.  Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/9d36259b-8bbc-45db-ba38-d758a43f6ba,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-236,Evangeline Kovacs,SE 10-43-25-2 RM of Hoodoo #401,Wakaw ,S0K 4P0,SK,Canada,Wakaw,Evangeline Kovacs,(306) 233-4707,0,$1200 to $1499,1,Ensure the resident living in your personal care home sleeps in the bedroom on the Main floor of the home; Condition(s) attached; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/42fe423b-82de-458a-bed5-9adc8bf7df7; http://personalcarehomes.saskatchewan.ca/Inspection/Details/07c08a04-b99a-4851-a2d1-0af97534c68,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-237,Judy Harris,2942/2944 Cumberland Ave S,Saskatoon ,S7J 2A6,SK,Canada,Saskatoon,Judy Harris,(306) 343-8541,0,$1200 to $1499,5,Cannot admit or care for residents who are at risk of wandering; Can only admit and care for residents who can climb and descend stairs independently; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/71db7436-efb1-43c4-93e2-7f10c9db21e; http://personalcarehomes.saskatchewan.ca/Inspection/Details/7611d168-42b6-4991-a721-257dba8d5e5; http://personalcarehomes.saskatchewan.ca/Inspection/Details/609f27d0-ee14-4d6f-b2d6-4a64b22d485,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-238,Victoria Park Personal Care Community,2400 Arens Rd,Regina ,S4V 3G6,SK,Canada,Regina,Regina Assisted Group  Ltd. ,(306) 522-4300,0,$4000 and up,106,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/44d4019c-a979-4539-8f07-fbbbca4a8a5; http://personalcarehomes.saskatchewan.ca/Inspection/Details/f0f8b653-846f-4db2-96f1-15fa33319c7,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-239,Nancy Bahian,115 Blackstock Cove,Saskatoon ,S7T 0H4,SK,Canada,Saskatoon,Nancy Bahian,(306) 242-0482,0,$1800 to $2199,5,residents admitted to home must be able to climb and descend stairs independently; cannot admit residents at risk of wandering; must ensure residents utilize common areas on main floor; Operation Start Date 2017 01 18,http://personalcarehomes.saskatchewan.ca/Inspection/Details/4b7d9fb8-b938-4f11-958c-a24254d2a31; http://personalcarehomes.saskatchewan.ca/Inspection/Details/47adba73-2093-435a-85fc-aa6e41deefc,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-240,Maryam Asif and Cyndy Doxtator,4238 Dewdney Ave,Regina ,S4T 1A7,SK,Canada,Regina,Maryam Asif and Cyndy Doxtator,(306) 501-8702,0,$2800 to $3499,8,Residents on second floor must be able to ascend and descend stairs independently.  Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/9cdd28b1-329b-416c-9037-9e2a4b8e72a; http://personalcarehomes.saskatchewan.ca/Inspection/Details/153cef24-78e8-47af-a4bf-1b6692dd963,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-241,LutherCare Communities,1904 Alexandra Ave,Saskatoon ,S7K 3C7,SK,Canada,Saskatoon,Lutheran Sunset Home of Saskatoon,(306) 664-0309,0,$2800 to $3499,15,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/9d0b7054-aee3-4689-a42a-55f3d3ae950,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-242,Sharon Paluck,202 Dufferin St,Govan ,S0G 1Z0,SK,Canada,Govan,Sharon Paluck,(306) 484-4533,2,$1800 to $2199,3,Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/1a57b3e5-5002-422b-81fd-0daece4aee2,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-243,Signature Manor,538/540 Wascana St,Regina ,S4R 4J2,SK,Canada,Regina,Meseret Megra & Marta Girma,(306) 791-0550,1,$1500 to $1799,8,Cannot admit or care for residents at risk of wandering; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/582903c3-07f5-487d-9dd9-b733b2800cc,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-244,Westminster Care Home Ltd.,3347 Westminster Rd,Regina ,S4V 0S3,SK,Canada,Regina,Nancy Grant,(306) 530-1865,0,$2800 to $3499,10,Initial Licence Date: 2017 08 21; Approx Monthly Range: $2800 to $3499,http://personalcarehomes.saskatchewan.ca/Inspection/Details/b6e48786-786b-4e39-b8c2-e9258d4aad1,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-245,Lakeview Lodge,SW-27-21-14-W2M Fort,Fort Qu'Appelle ,S0G 1S0,SK,Canada,Fort Qu'Appelle,Standing Buffalo Care Home  Inc. ,(306) 332-2588,13,$1500 to $1799,40,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/526539a7-42bb-4d53-a26d-c0af32aba07; http://personalcarehomes.saskatchewan.ca/Inspection/Details/35c6aa93-1a54-4e54-ab5a-12feffc36e8,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-246,Deep South Personal Care Corporation,211 Keeler St,Pangman ,S0C 2C0,SK,Canada,Pangman,Deep South Personal Care Corporation,(306) 442-2043,0,$1800 to $2199,25,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/d4436910-1261-4f59-99fa-808a412e4dd,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-247,Healthy Life Care Inc.,331/333 La Ronge Rd,Saskatoon ,S7K 4S1,SK,Canada,Saskatoon,Healthy Life Care  Inc. ,(306) 934-2031,0,$1800 to $2199,15,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/29ea752c-f799-42ba-aa71-6a64e6d5560; http://personalcarehomes.saskatchewan.ca/Inspection/Details/9a57bc48-f48b-4c99-86a4-5813f16ac16,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-248,Lori Skiftun,361 A/B 22 St W,Prince Albert ,S6V 4K5,SK,Canada,Prince Albert,Lori Skiftun,(306) 764-7125,0,$1000 to $1199,15,Cannot admit or care for residents who are at risk of wandering; Can only admit and care for residents on the lower level who can climb and descend steps independently; Can only admit and care for residents with light care needs; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/6f23395b-87d5-4d33-881a-5facec2f3fb,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-249,Cedar Gardens Personal Care Home Inc.,210 Rever Road,Saskatoon ,S7S 1G7,SK,Canada,Saskatoon,Cedar Gardens Personal Care Home  Inc.,(306) 290-4151,1,$2800 to $3499,8,Must ensure a nurse (R.N.  R.P.N. or L.P.N. is working a minimum of four hours in each home (i.e. minimum of 16 hours per week collectively) each week; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/b2ec3756-f4fd-413e-ba02-6f7de7dccb9,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-250,M Berta Personal Care Home,2905/2907 Pasqua St,Regina ,S4S 2H4,SK,Canada,Regina,Mihaly Berta,(306) 584-8841,6,$1800 to $2199,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/c014098a-3b27-4d51-8309-5232547a218; http://personalcarehomes.saskatchewan.ca/Inspection/Details/bb3af4ed-9b68-4312-8c9f-320ebe57301,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-251,Albert Park Senior Care Home,4518 Montague St,Regina ,S4S 3K7,SK,Canada,Regina,Raquel A. Barros,(306) 586-0689,0,$2200 to $2799,5,Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/40940d66-6787-450d-b506-e5fe8583d18; http://personalcarehomes.saskatchewan.ca/Inspection/Details/bbc5c519-accc-4115-8b16-ff57d897e86,Assisted Living
