row_id,name,license_num,website,contact,phone,cell,fax,email,management_company_name,management_company_phone,rents,subsidized_rent,included_utilities,safety_features,resident_parking,visitor_parking,shuttle_bus,bus_stop,year_built,number_of_floors,building_features,laundry_type,flooring_type,street_address,po_box,city,province,postal_code,country,facility_type
Canada-MB-22-SeniorHousing-22-SeniorHousing-173,Arizona Plaza,,http://www.wredevelopment.ca,,204 275-0884,,,,W.R.E. Development Ltd.,204 889-5409,Bachelor/Studio - $663 + (500 sq/ft); One Bedroom - $1022 + (900 sq/ft); Two Bedroom - $1048 - $1067+ (1300 sq/ft),FALSE,Heat; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $36/month,TRUE,,On Pembina Hwy at Manahan Ave (northbound & southbound) routes 60 & 70,1963,5,Air Conditioning; Elevator; Recycling Program; Storage Locker/Room,Smart Card,Carpet; Hardwood; Vinyl,1650 Pembina Hwy,,Winnipeg,MB,R3T 2G3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-174,Adamar  Manor,,http://www.edistonproperties.ca,,204 940-3481,,,110adamar@edisonproperties.ca,Edison Properties,401 - 10 Fort St.,One Bedroom - $762 - $983   * inquire about rent discounts; Two Bedroom - $891 - $1400  *inquire about rent discounts; Three Bedroom - $937             * inquire about rent discounts,FALSE,Heat; Hydro; Water,Key-Card Entry; Locked Building; On-Site Personnel,$36 / month (underground),FALSE,"Yes from Delta Manor to Grocer 1x / week, to St. Vital 1x / month","Routes 60, 62 on Pembina hwy",1973,12,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Pool; Recycling Program; Sauna; Beauty salon;  convenience store;  grocery store,", Laundry card system",Carpet; Vinyl,110 Adamar Rd,,Winnipeg,MB,R3T 3M3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-175,Olympic Towers,,,,204 898 -7165,,,,Towers Realty Group,204  956-2739,One Bedroom - $847 +; Two Bedroom - $986 +,FALSE,Heat; Hydro; Water,Cameras; Enterphone System; On-Site Personnel,surface lot $40/ month,FALSE,,"Route 18, & 32 on Main St.",,11,Air Conditioning; Balcony/Patio; Elevator,Smart Card,Hardwood,480 Charles St,,Winnipeg,MB,R2W 4B9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-176,Park Royal Apts.,,,,204  336 0098,,,,Sussex Realty,204 488-4444,One Bedroom - $988; Two Bedroom - $1001+,FALSE,Cable; Heat; Hydro; Water,Enterphone System; On-Site Personnel; building security,$30 per month,FALSE,No,On McGregor St route 17,,,Air Conditioning; Balcony/Patio; Elevator,"Coin Operated, on site laundry",Carpet; Vinyl,1050 McGregor St,,Winnipeg,MB,R2V 2J3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-177,Northwood Oaks,,http://www.globegeneral.ca,,204  633-2708,,,,Globe General Agencies,204 956-2233,One Bedroom - $949    with   den $1078; Two Bedroom - $1199,FALSE,Water,Enterphone System; Locked Building; On-Site Personnel,$37 surface lot,FALSE,No,"Route 34, & 17",,,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Seasonal pool;  in suite storage,Smart Card,Carpet; Vinyl,1452 Jefferson Ave,,Winnipeg,MB,R2P 0Z2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-178,Monash Manor Inc.,,http://www.sam.mb.ca,,204 942-0991,,,,SAM Management,200 - 1080 Portage Avenue   R3G 3M3,Bachelor/Studio - 28% of gross income (370 sq/ft); One Bedroom - 28% of gross income (560 sq/ft),FALSE,Heat; Hydro; Water,Enterphone System; On-Site Personnel,Aboveground $12/month,TRUE,,On Sinclair St at Jefferson Ave (northbound & southbound) route 71,1976,9,Elevator; Party Room; Recycling Program,Included In Rent,; Tile,865 Sinclair St,,Winnipeg,MB,R2V 3H3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-179,Luther Home,,http://www.lutherhome.com,,204 338-4641,,,rhardie@lutherhome.mb.ca,,,One Bedroom - $609 (650 sq/ft); Two Bedroom - $700 (750 sq/ft),FALSE,Cable; Hydro; Water,Enterphone System; Locked Building; Night Security,Aboveground $25 / month,TRUE,To grocer every Wednesday,"On Partridge Ave at Powers St (eastbound)  and on Leila Ave at Salter St (westbound) routes 18, 32 & 77",1969,3,Elevator; Recycling Program; 8 suites are wheelchair accessible /mobility suites,Smart Card,Carpet; Vinyl,1084 Powers St,,Winnipeg,MB,R2V 2G8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-180,Luther Home,,http://www.lutherhome.com,,204 336-5391,,,rhardie@lutherhome.mb.ca,,,"One Bedroom - 27% of gross income + hydro $11, cable $36 /mth",TRUE,Heat; Water,Cameras; Enterphone System; Locked Building,$25/ month,TRUE,to grocer every Wednesday,on Partridge AVe at Powers st. (estbound) and on leial aAve at Salter St. (westbound),1994,6,Air Conditioning; Elevator; all suites wheelchair accessible & liveable,Smart Card,Carpet; Vinyl,1080 Powers Street,,Winnipeg,MB,R2V 2G8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-181,Leila Square,,,,204 633-2085,,,,Sussex Realty,204 488-4444,Two Bedroom - $995+,FALSE,Water,Enterphone System; On-Site Personnel,1 stall included in rent; extra stall $30/month,FALSE,None,On Leila routes 17 & 77,,3,; Dishwasher;  wood burning fireplaces,"Included In Rent, In suite laundry",,207 211 215 Watson St,,Winnipeg,MB,R2P 2E1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-182,H.S.B.A. Gardens,,,,204 338-4671,,,,Astroid Management Ltd.,204 338-4671,Bachelor/Studio - $597,FALSE,Heat; Hydro; Water,Enterphone System; On-Site Personnel,Aboveground $27/month,TRUE,No,On Sinclair St at Kingsbury Ave (northbound & southbound) route 71,,3,Elevator; Party Room,Included In Rent,Vinyl; plank vinyl flooring,1001 Sinclair St,,Winnipeg,MB,R2V 3E7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-183,Garden Towers,,,,204 339-4687,,,,Kay Four Properties,204 339-0461,Bachelor/Studio - $753 - $785; One Bedroom - $825 - $891; Two Bedroom - $969 - $1057,FALSE,Heat; Water,Locked Building; On-Site Personnel,$35 / month,FALSE,No,Route 18 on Jefferson,,7,Air Conditioning; Elevator; Storage Locker/Room,Coin Operated,Carpet; Vinyl,611 Jefferson Ave,,Winnipeg,MB,R2V 0P4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-184,Crystallite Apartments,,http://www.crystalproperties.ca,,204 338-1137,,,,Crystal Properties Ltd,101-90 Garry St,One Bedroom - $810 (644 - 651 sq/ft); Two Bedroom - $943 (859 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,Aboveground included in rent,FALSE,None,"On Partridge Ave at Andrews St (eastbound) routes 18, 32 & 77",1976,6,Air Conditioning; Elevator; Recycling Program; In suite storage,Coin Operated,Carpet; Vinyl,445 Partridge Ave,,Winnipeg,MB,R2V 3H6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-185,D.A.L.A.C.P.T. Housing Co,,,,204 982-2000,,,,Murdoch Management,204 982-2000,One Bedroom - 28% of gross income; Two Bedroom - 28% of gross income; Three Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,,In stall included in rent,FALSE,To grocer 1x per week,On McPhillips route 18 & 71,,,; Independent entrances,", Call for more info",Carpet; Vinyl,Op 200 Watson St,,Winnipeg,MB,R2P 1Z6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-186,Winwood Gardens,,,,204 668-4700,,,,Globe General Agencies,204 956-2233,One Bedroom - $903 +   1BR  with den $1030+; Two Bedroom - $1093 +,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Surface lot included in rent,FALSE,No,"Route 43, & 44 on Munroe Ave.",,7,Air Conditioning; Balcony/Patio; Elevator; Pool; Recycling Program; Sauna; Tennis courts,Smart Card,Carpet; Vinyl,"1150, 1152 1154 Munroe Ave",,Winnipeg,MB,R2K 3S4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-187,Silverlion Apts,,,,204  663-6409,,,,Sussex Realty,204 488-4444,Bachelor/Studio - $570+; One Bedroom - $680- $700 +; Two Bedroom - $775+,FALSE,Heat; Water,Enterphone System; Locked Building; On-Site Personnel,Included in rent,FALSE,No,Route 44 on Talbot Ave.,,,; Laundry and storage on every floor,Coin Operated,Carpet; Vinyl,273 Talbot Ave,,Winnipeg,MB,R2L 0P7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-188,Beit,,,,204 338-4671,,,,Astroid Management Ltd.,204 338-4671,One Bedroom - $900; Two Bedroom - $1000,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel; securuty video camera,Aboveground $31/month,TRUE,No,On Jefferson Ave at Aikins St (eastbound & westbound) route 18,,9,Balcony/Patio; Elevator,Coin Operated,Carpet,Am B'Nay Abraham 765 Aikins St,,Winnipeg,MB,R2V 3S2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-189,Sunrise Towers,,http://www.edisonproperties.ca,,204 940-3491,,,1335henderson@edisonproperties.ca,Edison Properties,401-10 Fort St.,Bachelor/Studio - starting at  $495  (400 sq/ft); One Bedroom - starting at  $671  (700 sq/ft); Two Bedroom - starting at $808  (850 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel; On-Site Security,Underground $36/month,TRUE,To grocer three times per week,"On Henderson Hwy at Slater Ave (northbound & southbound) routes 11, 41 & 77",1966,7,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Pool; Recycling Program; Sauna,", laundry card system",Carpet; Hardwood; Vinyl,225,,Winnipeg,MB,R2G 0P1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-190,Tu,,,,204 663-0127,,,,W.R.E. Development Ltd.,204 889-5409,One Bedroom - $910+  (640 sq ft); Two Bedroom - $1012+ (850 sq ft),TRUE,Heat; Hydro; Water,,Aboveground $25 / month,FALSE,No,"On McLeod Route # 44, 77",,,Balcony/Patio; Exercise Facilities; Storage Locker/Room; Dishwasher;  high speed internet,Smart Card,Carpet,Pelo Estates 351 & 357 Tu Pelo Ave,,Winnipeg,MB,R2K 4H1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-191,Amber Meadow (Assisted Living),,http://www.ambermeadow.com,,204 633-5467,,,jeffrey.angeles@atriaretirement.ca,Atria Retirement,204 633-5467,Bachelor/Studio - call for price (341-571sq/ft); One Bedroom - call for price (647-896 sq/ft); Two Bedroom - call fo price (877-975 sq/ft),FALSE,Cable; Heat; Hydro; Water,Emergency Pull Cord; 24 hour personnel,Aboveground; included in rent,TRUE,Free shuttle 4 days a week + 1 outing day,On Pipeline Rd at Leila Ave (northbound) and at Mariner Cres (southbound) route 77,1999,3,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Housekeeping 1x per week incl. towel and linens,Included In Rent,Carpet; Vinyl,320 Pipeline Rd,,Winnipeg,MB,R2P 2X5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-192,Sarina Towers,,http://www.edisonproperties.ca,,204  940-3491,,,1335henderson@edisonproperties.ca,Edison Properties,401 - 10 fort Street,"Bachelor/Studio - starting at   $574 (400 sq/ft); One Bedroom - starting at $750 - $780 (700 sq/ft); Two Bedroom - starting at $899 - $917 (850 sq/ft); Three Bedroom - *inquire about rent discounts on BACH, 1, 2 BR",FALSE,Heat; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Underground $36 / month,TRUE,To grocer three times per week,"On Henderson Hwy at Slater Ave (northbound & southbound) route 11, 41 & 77",1969,10,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Pool; Recycling Program; Sauna,", laundry card system",Carpet; Hardwood; Vinyl,1335 Henderson Hwy,,Winnipeg,MB,R2G 1M6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-193,Carriage House North,,,,204 338-9323,,,,,,Bachelor/Studio - $520; One Bedroom - $775; Two Bedroom - $845,FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; Night Security; On-Site Personnel; On-Site Security; Caretaker on site,Aboveground $35 / month,TRUE,To grocer twice on Tuesdays,"On Leila Ave at Ambassador Row (eastbound & westbound) routes 17, 18, 32 & 77",1980,6,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Shaw TV package for extra cost,Coin Operated,Carpet; Vinyl,535 Leila Ave,,Winnipeg,MB,R2V 3N5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-194,Consulate North,,,,334-4357,,,,Laurence Management Group,204 831-9960,One Bedroom - $960-$1000 (865  1310 sq ft) with den $1000-$1180; Two Bedroom - $1135 - $1220 (970 sq/ft)  with loft $1100 - $1395,FALSE,Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $30 / month,TRUE,To grocer Tuesday afternoons,"On Leila Ave at Diplomat Dr (eastbound & westbound) routes 17, 18, 32 & 77",1987,3,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Dishwasher;  garburator;  in suite storage,"Included In Rent, In-suite",Carpet; Vinyl,595 Leila Ave,,Winnipeg,MB,R2V 3R7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-195,Ruth Gardens,,http://www.EdisonProperties.ca,,204 515-5529,,,RuthGardens@EdisonProperties.ca,Edison Properties,401- 10 Fort Street,One Bedroom - $1050 - $1350 (628-790 sq/ft); Two Bedroom - starting at $1364  (815-1200 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Key-Card Entry; Locked Building; On-Site Personnel,surface lot $50/month    underground $100 /month,,,"Rothesay & Edison routes 11,40,41,77,90  on Springfield route 85",2015,,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Pool; 2 BR suites have 2 bathrooms,", in suite laundry",Carpet; vinyl plank flooring,1167 Rothesay Street,,Winnipeg,MB,R2G 1T6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-196,Riverside Village B,,http://www.EdisonProperties.ca,,240 940-3494,,,1660henderson@edisonproperties.ca,Edison Properties,401-10 Fort Street,"Bachelor/Studio - starting at $653 - $948; One Bedroom - *ask about rent discounts for BACH, 3, 4 BR suites; Three Bedroom - $1306 (1400 sq ft)   $1880-$1948 (2240-2680 sq ft); Four Bedroom - $1978  (2700 sq. ft.)",FALSE,Water,,$40 / month,TRUE,None,On Henderson Hwy at Gilmore Ave (northbound & southbound) routes 11 & 41,1972,1,Air Conditioning; Balcony/Patio,"Included In Rent, In suite",Carpet; Vinyl,1650 Henderson Hwy,,Winnipeg,MB,R2G 1N7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-197,Riverside Plaza,,http://www.EdisonProperties.ca,,204  940-3494,,,1660henderson@edisonproperties.ca,Edison Properties,401-10 Fort Street,"One Bedroom - starting at  $990 - $1189 (700 sq/ft); Two Bedroom - starting at $1158 - $1300  (800 sq/ft); Three Bedroom - starting at  $1219  (900 sq/ft); Four Bedroom - *ask about rent discounts for 1,2,3 BR suites",FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Underground $40 / month,TRUE,To grocer three times per week,On Henderson Hwy at Gilmore Ave (northbound & southbound) routes 11 & 41,1971,12,Air Conditioning; Balcony/Patio; Elevator; Party Room; Pool; Recycling Program; Sauna,", laundry card system",Carpet; Vinyl,1660 Henderson Hwy,,Winnipeg,MB,R2G 1H7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-198,Parkwood Square,,http://www.rentcanada.com,,204 654-4672,,,,Quality Management Ltd,204 452-0110,Bachelor/Studio - $722 (420 sq/ft); One Bedroom - $855 + (760-860 & 1060 sq/ft); Two Bedroom - $955 +  (1080 sq/ft); Three Bedroom - $1288 (1300 sq/ft),FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; Night Security; On-Site Personnel,Aboveground $57 & Underground $60,TRUE,To grocer every Friday,On Watt St at Thames Ave (northbound & southbound) route 43,,5,Balcony/Patio; Elevator; Exercise Facilities; Party Room; Sauna,Coin Operated,Carpet; Vinyl,170 & 190 Watt Ave,,Winnipeg,MB,R2L 2B7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-199,Parkside Plaza,,http://www.EdisonProperties.ca,,230 940-3493,,,1630henderson@edisonproperties.ca,Edison Properties,401-10 Fort Street,"One Bedroom - starting at  $931 - $1189 (700 sq/ft); Two Bedroom - starting at  $1088 - $1426 (800 sq/ft); Three Bedroom - starting at  $1146  (900 sq/ft); Four Bedroom - *ask about rent discounts for 1, 2, & 3 BR suites",FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Underground $40 / month,TRUE,To grocer three times per week,On Henderson Hwy at Gilmore Ave (northbound & southbound) routes 11 & 41,1973,14,Air Conditioning; Balcony/Patio; Elevator; Party Room; Pool; Recycling Program; Sauna,", laundry card system",Carpet,1630 Henderson Hwy,,Winnipeg,MB,R2G 2B9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-200,Park Glen Manor,,http://www.wredevelopment.ca,,204 667-2342,,,,WRE Developments,200-28 Queen ElizabethWay R3L 2R1,One Bedroom - $793 +; Two Bedroom - $926 +,FALSE,Heat; Hydro; Water,Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Surface lot $36/mth,FALSE,No,"Route 43, 44, & 45 on Prevette St.",,5,Air Conditioning; Elevator; Pool; Storage Locker/Room; Window coverings;  outdoor pool,Smart Card,Carpet; Vinyl,120 Prevette St,,Winnipeg,MB,R2K 3L4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-201,L & B Towers,,http://www.edisonproperties.ca,,204 940-3487,,,415edison@edisonproperties.ca,Edison Properties,401 - 10 Fort St.,"Bachelor/Studio - starting at $797     lge  $920+; One Bedroom - starting at $1161; Two Bedroom - starting at $1345  lge $1370; Three Bedroom - starting at $1481; Four Bedroom - *Inquire about rent discount for BACH, 1,2,3 BR",FALSE,Heat; Hydro; Water,Locked Building; On-Site Personnel,Underground $50 / month,FALSE,No,"Route 11, 40, 90, and 77 on Edison Ave.",,12,Air Conditioning; Balcony/Patio; Elevator; Pool; Sauna; A/C included,", laundry card system",,415 Edison Ave,,Winnipeg,MB,R2G 0M3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-202,Oakland Gardens I & II,,http://www.EdisonProperties.ca,,240 940-3484,,,210oakland@edisonproperties.ca,Edison Properties,401-10 Fort Street,Bachelor/Studio - starting at $552         *ask about rent discounts; One Bedroom - starting at $689 - $723  *ask about rent discounts; Two Bedroom - starting at $906 - $1212 *ask aobut rent discounts,FALSE,Water,Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Underground $40 / month,TRUE,To grocer,"On Henderson Hwy at McLeod Ave (northbound) routes 11 & 90 and at Rowandale Ave (southbound) routes 11, 40, 41 & 90",1978,12,Air Conditioning; Balcony/Patio; Elevator; Party Room; Pool; Recycling Program,", laundry card system",Carpet,210 220 Oakland Ave,,Winnipeg,MB,R2G 3C6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-203,Kiwanis Homes of East Kildonan,,,,2004 668-0076,,,,,,Bachelor/Studio - $345; One Bedroom - $385,FALSE,Heat; Water,Alarm System; Locked Building,Aboveground $25/month,FALSE,None,On Kimberly Ave at Golspie St (eastbound & westbound) route 90,1963,1,Party Room; Recycling Program,Coin Operated,Carpet; Vinyl,"821, 735 749 Golspie Ave",,Winnipeg,MB,R2K 2V5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-204,Norway House,,http://www.EdisonProperties.ca,,204  940-3490,,,1301rothsay@edisonproperties.ca,Edison Properties,401-10 Fort Street,"Bachelor/Studio -  $776 (536 sq/ft); One Bedroom - starting at  $989 (680 sq/ft); Two Bedroom - starting at $1142 - $1170  (880-910 sq/ft); Three Bedroom - starting at $1220 (1000 sq/ft); Four Bedroom - * Inquire about rent discounts for BACH, 1,2,3 BR",FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Underground $50/month,TRUE,To grocer three times per week,On Springfield Rd at Rothesay St (eastbound & westbound) route 90,1967,6,Air Conditioning; Balcony/Patio; Elevator; Party Room; Pool; Recycling Program; Sauna; Storage Locker/Room,", laundry card system",Carpet; Hardwood; Vinyl,1301 Rothesay St,,Winnipeg,MB,R2G 1T9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-205,KingsfordHaus Co,,,,204 663-2233,,,,The Bethania Group,204 667-0795,One Bedroom - $665 (625 sq/ft) plus co-op share $1000; Two Bedroom - $825 (825 sq/ft) plus co-op share $1000,TRUE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $25/month,TRUE,To grocer two times per week (Tuesday & Friday),"On Edison Ave at Rothesay St (eastbound & westbound) routes 11, 40 & 90",1968,3,Air Conditioning; Elevator; Exercise Facilities; Party Room; Recycling Program; Storage Locker/Room,,Carpet; Vinyl,op Ltd 426 Kingsford Ave,,Winnipeg,MB,R2G 0J8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-206,Kimberly Gardens,,http://www.homebase.ca,,204 668-5549,,,,Crystal Properties Ltd.,101-90 Garry St,One Bedroom - $795 + (718 sq/ft); Two Bedroom - $902 + (858 sq/ft),FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Aboveground; included in rent,TRUE,None,On Gateway Rd at Kimberly Ave (northbound) and at Bronx Ave (southbound) route 90,1976,3,Air Conditioning; Balcony/Patio; Recycling Program; Storage Locker/Room,Coin Operated,Carpet; Vinyl,710 & 720 Grey St,,Winnipeg,MB,R2K 3W9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-207,Kildonan Manor,,,,204 334-9537,,,,Marwest Management Canada Ltd,300-360 Main St,One Bedroom - Rent geared to income (600 sq/ft),FALSE,Heat; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $12/month,TRUE,To grocer weekly,On Henderson Hwy at Douglas Ave (northbound) & at Valhalla Dr (southbound) routes 11 & 41,1993,,Air Conditioning; Balcony/Patio; Elevator,Coin Operated,Carpet; Vinyl,1607 Henderson Hwy,,Winnipeg,MB,R2G 4B7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-208,Kildonan House (Assisted Living),,http://www.homesteadkildonanhouse.ca,,204 338-8182,,,info@homesteadkildonanhouse.ca,Homestead Manitoba Ltd,204 338-0170,One Bedroom - $2200 - $ 2360 + (598-622 sq/ft ) *2nd person+$325; Two Bedroom - $2700+ (865sq/ft)      *2nd person + $325,FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building,Aboveground $50/month,TRUE,To grocer 3 times per week,"On Henderson Hwy at Edison Ave (northbound) routes 11, 40, 41, 77 & 90 (southbound) routes 11, 41 & 77",2002,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Guest room $60.00 per night,Included In Rent,Carpet; Vinyl,216 Edison Ave,,Winnipeg,MB,R2G 4H7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-209,Kildonan Horizons,,,,204  669-0754,,,,Kildonan Horizons,204 771-3806,Bachelor/Studio - 28% of Gross income; One Bedroom - 28% of Gross income,TRUE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,$24 / month,FALSE,To grocer,"ON Watt St route 20, on Munroe route 43",,15,Elevator; Common room,Included In Rent,Tile,505 Munroe Ave,,Winnipeg,MB,R2K 3Z2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-210,Granite House,,http://www.edisonproperties.ca,,204 940-3489,,,1100henderson@edisonproperties.ca,Edison Properties,401 - 10 Fort St.,Bachelor/Studio -  *inquire about rent discounts; One Bedroom - rent starting at $834 - $942,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Underground $40 / month,TRUE,To grocer two times per week,"On Henderson Hwy at Devon Ave (northbound) & at Cheriton Ave (southbound) routes 11, 77 & 90",1970,10,Air Conditioning; Balcony/Patio; Elevator; Whirlpool,", Laundry card system",,1100 Henderson Hwy,,Winnipeg,MB,R2G 1L2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-211,Gable Arms,,http://www.edisonproperties.ca,,204  940-3492,,,1590henderson@edisonproperties.ca,Edison Properties,401- 10 Fort St.,Bachelor/Studio -  **inquire about rent discounts for 1 BR suites; One Bedroom - starting at $625-$775      renovated  $937 - $1086,FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; Night Security; On-Site Personnel; On-Site Security,Underground $40 / month,TRUE,To grocer three times per week,On Henderson Hwy at Douglas Ave (northbound) & at Valhalla Dr (southbound) routes 11 & 41,1972,12,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Pool; Recycling Program,", Laundry card system",Carpet; Vinyl; Tile,1590 Henderson Hwy,,Winnipeg,MB,R2G 2B8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-212,Fort Agassiz,,http://www.edisonproperties.ca,,204  940-3488,,,1080henderson@edisonproperties.ca,Edison Properties,401-10 Fort St.,One Bedroom - starting at $890; Two Bedroom - starting at $989   (newly renovated),FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Underground $37/month,TRUE,To grocer three times per week,"On Henderson Hwy at McLeod Ave (northbound) & at Rowandale Ave (southbound) routes 11, 40, 41 & 90",1971,12,Air Conditioning; Elevator; Whirlpool,", Laundry card system",Carpet; Tile,1080 Henderson Hwy,,Winnipeg,MB,R2G 1H3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-213,Edgewood Estates,,,,204 339-9286,,,edgewood@devonshire-inc.com,,,Bachelor/Studio - $617- $620 (400 sqft); One Bedroom - $1025 - $1080 (666 - 700 sqft); Two Bedroom - $1280 - $1500  (806 - 1000 sqft); Three Bedroom - $1500 + (1175 sqft),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Night Security; maintenance staff on site,underground $52 / mth,FALSE,to grocer consistently Monday to Friday morning and afternoon,,1977,17 & 12,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Pool; Sauna; a/c  included in rent;  riverview park setting,Smart Card,Carpet; Vinyl,60 Whellams Lane,,Winnipeg,MB,R2G 2G7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-214,East Concordia Manor,,,,204 415-3600,,,eastconcordia@broadstreet.ca,Broadstreet Properties Ltd,204 415-3004,Two Bedroom - $1198 (852-922 sq/ft)  2BR $1218 (923-943 sq/ft); Four Bedroom - **reduced security deposit for seniors,FALSE,Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel,inquire about  cost of parking,FALSE,No,Route # 85 & 90,2009,4,Air Conditioning; recreation room,"Included In Rent, In suite laundry",Carpet; Vinyl,1350 Concordia Ave,,Winnipeg,MB,R3W 0C8,Canada,Senior Housing
