Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
La Maison des Aînés Carré Nérée (1178),"1213, avenue du Rocher",Normandin,G8M 3X4,418-274-6373,QC,Canada,La Maison des Aînés Carré Nérée,50,42,Organisme à but non lucratif (OBNL ou OSBL),1995,9/5/2005,3/14/2017,Réseau des offices municipaux díhabitation du Québec; FROH,5/26/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1178,Assisted Living
Villa de la Gaieté (1180),"98, rue Industrielle",Albanel,G8M 3H5,418-279-5975,QC,Canada,"Madame Fernande Tremblay; Simard, Lav",23,23,Résidence à but lucratif,1993,1/2/2005,4/19/2017,Aucune,12/12/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1180,Assisted Living
La Villa Chez-Nous (1183),"19, avenue Brisson",Dolbeau-Mistassini,G8L 4X5,418-239-0142,QC,Canada,Madame Julie Goulet,18,18,Résidence à but lucratif,2003,5/1/2003,3/14/2017,Aucune,4/29/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1183,Assisted Living
Résidence Saint-Michel (1184),"180, De Quen",Dolbeau-Mistassini,G8L 0G7,418-276-4121,QC,Canada,2967-0049 Québec inc.,74,74,Résidence à but lucratif,1990,1/2/1999,5/5/2017,Aucune,6/22/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1184,Assisted Living
Les Jardins du Monastère (1187),"205, boulevard des Pères",Dolbeau-Mistassini,G8L 5C3,418-276-1234,QC,Canada,Fondation de l'hôpital de Dolbeau inc.,51,51,Organisme à but non lucratif (OBNL ou OSBL),1990,2/28/2017,5/2/2017,Aucune,2/27/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1187,Assisted Living
Corporation Colombienne Jean-Dolbeau inc. (1188),"2020, Provencher",Dolbeau-Mistassini,G8L 3E6,418-276-1866,QC,Canada,Corporation Colombienne Jean-Dolbeau inc. (Maison du Bel-âge) (organisation),53,53,Organisme à but non lucratif (OBNL ou OSBL),1981,1/11/1981,7/12/2017,RQOH-Réseau québécois des osbl díhabitation; FROH Fédération régionale des OSBL d'habitation,11/16/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1188,Assisted Living
Villa des Pins (1190),"1381, rue des Pins",Dolbeau-Mistassini,G8L 1M4,418-276-7618,QC,Canada,9085-3672 Québec inc. (Villa des Pins),42,42,Résidence à but lucratif,1990,1/11/1989,7/17/2017,FCEI,9/25/2013,Repas; Assistance personnelle; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1190,Assisted Living
Résidence de la Retraite en Or inc. (1192),"615, de la Fabrique",Girardville,G0W 1R0,418-258-3845,QC,Canada,Résidence de la retraite en or inc. (organisation),17,17,Organisme à but non lucratif (OBNL ou OSBL),1978,1/1/1978,3/14/2017,RQOH-Réseau québécois des osbl díhabitation; FROH,6/23/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1192,Assisted Living
Résidence des Blés d'Or Inc. (1193),"15, avenue du Moulin",Saint-Thomas-Didyme,G0W 1P0,418-274-3638,QC,Canada,Résidence des Blés d'Or Inc.,12,12,Organisme à but non lucratif (OBNL ou OSBL),1981,9/1/1981,8/18/2017,RQOH-Réseau québécois des osbl díhabitation,12/17/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1193,Assisted Living
Résidence Zahava (1198),"7024, chemin Kildare",Côte-Saint-Luc,H4W 1B9,514-489-6844,QC,Canada,Zarie Friedland,9,9,Résidence à but lucratif,1986,1/1/1983,8/21/2017,Aucune,8/21/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1198,Assisted Living
Résidence de la Grande-Baie (1200),"3093, Prince-Albert",Saguenay,G7B 1A4,418-544-4866,QC,Canada,Résidence de la Grande-Baie,11,6,Résidence à but lucratif,2005,1/2/2005,3/14/2017,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,3/26/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1200,Assisted Living
Domaine du Cap (1206),"885, rue Victoria",Saguenay,G7B 3M9,418-544-0102,QC,Canada,S.E.C. Domaine du Cap Ville de La Baie,54,54,Résidence à but lucratif,1992,1/9/1992,5/11/2017,Aucune,10/1/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1206,Assisted Living
Maison Soleil (120),"101, rue Juteau",Sainte-Thérèse,J7E 1W6,450-979-1945,QC,Canada,Lamothe Nicole,6,6,Résidence à but lucratif,1996,1/4/1996,9/13/2016,Aucune,4/30/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=120,Assisted Living
Les Appartements de la Rive (1214),"4605, boulevard Sainte-Rose",Laval,H7R 5S9,450-627-7474,QC,Canada,Les investissements Gagné inc.,335,335,Résidence à but lucratif,1992,1/1/1992,2/22/2017,Réseau des offices municipaux díhabitation du Québec,3/12/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1214,Assisted Living
Providence Saint-Dominique (1215),"95, boulevard St-Joseph Est",Montréal,H2T 1H2,514-274-7611,QC,Canada,Phare Providence,173,173,Organisme à but non lucratif (OBNL ou OSBL),1980,1/1/1980,10/14/2016,Programme Qualité Logi-être,6/17/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1215,Assisted Living
Villa des Moulins de Terrebonne (1219),"1425, chemin Gascon",Terrebonne,J6X 2Z7,450-964-8364,QC,Canada,Villa des Moulins de Terrebonne inc.,68,68,Résidence à but lucratif,1995,10/15/1995,5/12/2016,Aucune,11/12/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1219,Assisted Living
Manoir du Boisé Gagnon (121),"242, rue Adrien Éthier",Bois-des-Filion,J6Z 4M1,450-621-1961,QC,Canada,9085-0322 Québec inc.,83,83,Résidence à but lucratif,1988,1/1/1989,5/3/2016,RQRA- Regroupement québecois des résidences pour aînés,6/25/2011,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=121,Assisted Living
Résidence Au Quotidien (1224),"371, rue Du Collège",Saint-Donat,J0T 2C0,819-424-2865,QC,Canada,9144-1279 Québec inc.,9,9,Résidence à but lucratif,1999,1/4/1999,8/11/2017,Aucune,3/20/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1224,Assisted Living
"Résidence aux 4 Vents, S.E.N.C. (1225)","4155, rue Queen",Rawdon,J0K 1S0,450-834-3731,QC,Canada,"Résidence Aux 4 Vents, S.E.N.C.",12,12,Résidence à but lucratif,1989,3/27/2014,4/18/2016,Aucune,6/12/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1225,Assisted Living
Résidence de l'Amitié (1226),"116, rue Principale",Saint-Jean-de-Matha,J0K 2S0,450-886-0303,QC,Canada,Auger Marcel,9,9,Résidence à but lucratif,1996,5/29/2016,8/22/2017,Aucune,2/18/2014,Repas; Assistance personnelle; Aide domestique,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1226,Assisted Living
Résidences Le Grand Manoir (2005) inc. (1228),"207, rue Sainte-Louise",Saint-Jean-de-Matha,J0K 2S0,450-886-5486,QC,Canada,Résidences Le Grand Manoir (2005) inc.,126,82,Résidence à but lucratif,1986,1/8/1986,7/31/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,2/24/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1228,Assisted Living
Résidence Nouvelle Aurore (122),"243, rue Pelletier",Boisbriand,J7G 1G5,450-430-1344,QC,Canada,Rose-Andrée Éloi,20,20,Résidence à but lucratif,1982,1/1/1986,11/1/2016,Aucune,10/21/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=122,Assisted Living
Résidence Ste-Anne (1233),"3766, rue Queen",Rawdon,J0K 1S0,450-834-6450,QC,Canada,9185-2483 Québec inc.,164,164,Résidence à but lucratif,1991,1/1/1997,5/16/2016,Aucune,4/8/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1233,Assisted Living
Résidence Marie-Claire enr. (1235),"1552, rue Albert",Sainte-Julienne,J0K 2T0,450-831-3626,QC,Canada,Dubord Nicole,14,14,Résidence à but lucratif,1991,1/7/1991,5/10/2016,Aucune,2/18/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1235,Assisted Living
Les Résidences Majeau (1240),"100, rue Pelletier",Saint-Charles-Borromée,J6E 8X4,450-759-8788,QC,Canada,Villa Majeau inc.,82,82,Résidence à but lucratif,1998,3/1/1998,3/28/2017,Aucune,6/22/2015,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1240,Assisted Living
Villa Majeau inc. (1241),"78, rue Pelletier",Saint-Charles-Borromée,J6E 7C2,450-759-8788,QC,Canada,Villa Majeau inc.,45,45,Résidence à but lucratif,1987,1/11/1987,3/28/2017,Aucune,6/22/2015,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1241,Assisted Living
Résidence Lafond Inc. (1244),"159, rue Maskinongé",Saint-Gabriel,J0K 2N0,450-835-3146,QC,Canada,Résidence Lafond Inc.,76,76,Résidence à but lucratif,1992,6/4/1992,3/31/2016,Programme Qualité Logi-être,7/2/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1244,Assisted Living
Résidence Angelica Inc. (1248),"3435, boulevard Gouin Est",Montréal,H1H 1B1,514-324-6110,QC,Canada,Résidence Angelica inc.,90,90,Organisme à but non lucratif (OBNL ou OSBL),1968,12/27/1968,8/23/2017,Aucune,3/29/2015,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1248,Assisted Living
Manoir Joie de Vivre (124),"5, rue Tassé",Sainte-Thérèse,J7E 1V4,450-434-6177,QC,Canada,9304-1754 Québec inc.,65,11,Résidence à but lucratif,1996,1/4/1996,3/6/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,10/28/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=124,Assisted Living
Résidence Anne Gabriel (125),"210, rue Ste-Marie",Sainte-Anne-des-Plaines,J0N 1H0,450-478-6575,QC,Canada,9017-4442 Québec inc.,37,37,Résidence à but lucratif,1986,1/1/1986,9/13/2016,RQRA- Regroupement québecois des résidences pour aînés; Programme Qualité Logi-être,12/9/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=125,Assisted Living
Résidence de la Montagne (1261),"290, rue Napoléon",Saint-Tite,G0X 3H0,418-507-7222,QC,Canada,Lacoursière Serge,10,10,Résidence à but lucratif,1992,6/1/2015,8/15/2017,Aucune,2/27/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1261,Assisted Living
Villa Notre-Dame (1263),"130, rue Baillargeon",Saint-Adelphe,G0X 2G0,418-322-5458,QC,Canada,Charest Lucie,14,14,Résidence à but lucratif,1981,11/1/1981,5/24/2016,Aucune,5/13/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1263,Assisted Living
Résidence Le Wellesley (1265),"230, boulevard Hymus",Pointe-Claire,H9R 5P5,514-697-7331,QC,Canada,CSH-HCN Lessee (Wellesley) LP,159,157,Résidence à but lucratif,1989,11/1/1989,9/5/2017,RQRA- Regroupement québecois des résidences pour aînés,10/2/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1265,Assisted Living
Résidence Sigma (1280),"210, avenue Centrale",Val-d'Or,J9P 1P1,819-825-8484,QC,Canada,9183-9613 QUÉBEC INC.,49,49,Résidence à but lucratif,1997,10/1/1997,1/16/2017,Aucune,12/5/2014,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1280,Assisted Living
Mont-Carmel (1294),"955, boulevard René-Lévesque Est",Montréal,H2L 4R2,514-842-4184,QC,Canada,Résidence Mont-Carmel,216,216,Résidence à but lucratif,1978,8/1/1978,6/22/2016,Aucune,12/8/2015,Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1294,Assisted Living
Le Manoir Champlain (1307),"325, rue Jacques-Cartier Est",Saguenay,G7H 0H3,418-543-9003,QC,Canada,Le Manoir Champlain inc. (organisation),404,342,Résidence à but lucratif,1992,7/1/1992,3/17/2017,Aucune,7/8/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1307,Assisted Living
Résidence du Fjord (1308),"838, Jacques-Cartier Est",Saguenay,G7H 2A8,418-696-3172,QC,Canada,Résidence du Fjord inc.,81,43,Résidence à but lucratif,1989,5/1/2004,3/17/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,11/1/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1308,Assisted Living
Société en commandite RDM (130),"25, rue du Marché",Sainte-Thérèse,J7E 5T2,450-433-6544,QC,Canada,Société en commandite RDM,242,242,Résidence à but lucratif,2000,1/9/2000,6/23/2016,RQRA- Regroupement québecois des résidences pour aînés; AQESS,7/1/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=130,Assisted Living
Manoir Notre-Dame de Grâce (1312),"584, boulevard Talbot",Saguenay,G7H 4A6,418-690-0610,QC,Canada,Manoir Notre-Dame de Grâce inc. (organisation),52,30,Résidence à but lucratif,1993,2/29/2000,6/8/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,12/11/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1312,Assisted Living
Château Dubuc (1318),"306, Lafontaine",Saguenay,G7H 4T8,418-696-4150,QC,Canada,Immeubles Murdock inc.,53,53,Résidence à but lucratif,1991,1/15/1999,6/1/2017,RQRA- Regroupement québecois des résidences pour aînés,11/6/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1318,Assisted Living
Résidences Le 54 Centre-ville inc. (1320),"54, rue Racine Est",Saguenay,G7H 1P7,418-545-9533,QC,Canada,Résidences Le 54 centre-ville inc. (organisation),57,57,Résidence à but lucratif,1996,7/9/1996,4/24/2017,Aucune,5/12/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1320,Assisted Living
Villa Chicoutimi (1324),"220, rue Don Bosco",Saguenay,G7H 7P6,418-690-2233,QC,Canada,CSH-HCN LEESE (Chicoutimi) LP,195,195,Résidence à but lucratif,1991,1/7/1991,5/31/2017,RQRA- Regroupement québecois des résidences pour aînés,6/5/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1324,Assisted Living
Villa Saguenay (1325),"1901, des Roitelets",Saguenay,G7H 7L7,418-693-1212,QC,Canada,CSH-HCN LESSEE (Saguenay) LP représenté par CSH-HCN (saguenay) GP inc.,235,235,Résidence à but lucratif,1990,1/1/1990,5/31/2017,RQRA- Regroupement québecois des résidences pour aînés,6/4/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1325,Assisted Living
Le 121 Côte Terre Forte (1330),"121, Côte Terre Forte",Saguenay,G7H 6A6,418-549-2424,QC,Canada,Madame Sylvie Simard,7,7,Résidence à but lucratif,2001,1/1/2001,3/17/2017,Aucune,11/23/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1330,Assisted Living
Résidence Frigon Ginette et Girard Michel (1358),"542, avenue Brochu",Val-d'Or,J9P 1A4,819-825-3824,QC,Canada,"Frigon, Ginette; Girard, Mich",9,9,Résidence à but lucratif,1997,1/3/1997,3/2/2017,Aucune,10/21/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1358,Assisted Living
Résidence Le Filon Dort (1360),"1311, rue Royale  C.P. 927",Malartic,J0Y 1Z0,819-757-4541,QC,Canada,VEZEAU ET FRÈRES INC.,22,11,Résidence à but lucratif,1994,1/1/1994,6/20/2016,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,9/24/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1360,Assisted Living
Résidence Les Cascades inc. (1365),"3461, boulevard Gouin Est",Montréal,H1H 1B2,514-321-4410,QC,Canada,Résidence Les Cascades inc.,321,321,Résidence à but lucratif,1972,4/1/1972,8/28/2017,Aucune,10/14/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1365,Assisted Living
Pavillon de l'Oasis (1369),"256 A, avenue du Bord de l'Eau Ouest",La Sarre,J9Z 1W2,819-333-3119,QC,Canada,"Castonguay, Carole",10,10,Résidence à but lucratif,1995,9/22/2014,3/2/2017,Aucune,1/21/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1369,Assisted Living
Résidence Andréa (1370),"30, 4e Avenue Ouest",La Sarre,J9Z 1J3,819-333-6121,QC,Canada,9050-4507 QUÉBEC INC.,18,18,Résidence à but lucratif,1991,6/2/1997,7/6/2016,Aucune,2/22/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1370,Assisted Living
La Maison des aînés (1371),"37, 1re avenue est",Macamic,J0Z 2S0,819-782-9028,QC,Canada,"Morin, Ronald; Simard, Suzan",8,8,Résidence à but lucratif,1998,1/7/1998,6/1/2016,Aucune,1/27/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1371,Assisted Living
