row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,mailing_street_address,mailing_po_box,mailing_city,mailing_province,mailing_postal_code,mailing_country,street_address,city,province,postal_code,country
USA-LA-96-All-96-All-242,"St Francisville Country Manor, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12149/catid/173,"James P Imhoff, Jr.",(225)635-3346,,(225)635-9565,jimhoff@countrymanor.us,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15243 Hwy. 10 East,,Saint Francisville,LA,70775,,15243 Hwy. 10 East,Saint Francisville,LA,70775,USA
USA-LA-96-All-96-All-243,St Helena Parish Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12150/catid/173,Sharon  Birch,(225)222-4102,,(225)222-6149,sbirch@shhosp.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 North Second Street,,Greensburg,LA,70441,,32 North 2nd St.,Greensburg,LA,70441,USA
USA-LA-96-All-96-All-244,St Joseph of Harahan,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12152/catid/173,Richard K Barber,(504)738-7676,,(504)602-0012,Rbarber@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405 Folse Dr.,,Harahan,LA,70123,,405 Folse Dr.,Harahan,LA,70123,USA
USA-LA-96-All-96-All-245,St James Place Nursing Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12151/catid/173,Felix  Burch,(225)490-3466,,(225)490-3241,fburch@stjamesplace.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333 Lee Drive,,Baton Rouge,LA,70808,,333 Lee Drive,Baton Rouge,LA,70808,USA
USA-LA-96-All-96-All-246,St Luke's Living Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12153/catid/173,Alex  Lundberg,(504)378-5050,,(504)378-5051,alundberg@stmargaretsno.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201 Woodland Drive,,New Orleans,LA,70131,,4201 Woodland Drive,New Orleans,LA,70131,USA
USA-LA-96-All-96-All-247,Summit (The),,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12157/catid/173,Meghin Manuel,(318)445-4300,,(318)445-1595,TheSummit@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200 Memorial Drive,,Alexandria,LA,71301,,2200 Memorial Drive,Alexandria,LA,71301,USA
USA-LA-96-All-96-All-248,Sterling Place,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12156/catid/173,Terry  Anderson,(225)344-3551,,(225)344-1088,TWanderson@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888 North Blvd.,,Baton Rouge,LA,70806,,3888 North Blvd.,Baton Rouge,LA,70806,USA
USA-LA-96-All-96-All-249,St Martin De Porres Multi-Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12155/catid/173,Pam  Kennedy,(337)439-5761,,(337)433-4788,stmartinadmin@trustcaremanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 16956,Lake Charles,LA,70615,,200 Teal Street,Lake Charles,LA,70615,USA
USA-LA-96-All-96-All-250,Tangi Pines Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12158/catid/173,Kaley  Hill,(985)748-9464,,(985)748-5349,kaley@hometownhc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709 E. North Place,,Amite,LA,70422,,709 E. North Place,Amite,LA,70422,USA
USA-LA-96-All-96-All-251,Town & Country Health & Rehab,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12163/catid/173,Edward A. Forrest,(318)377-5148,,(318)377-3959,buddy@townandcountryhealth.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 892,Minden,LA,71058,,614 Weston Street,Minden,LA,71055,USA
USA-LA-96-All-96-All-252,Thibodaux Healthcare Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12160/catid/173,Bradley  Barbera,(985)446-1332,,(985)446-3974,thibodaux.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 Lafourche Drive,,Thibodaux,LA,70301,,1300 Lafourche Drive,Thibodaux,LA,70301,USA
USA-LA-96-All-96-All-253,Tri-Community Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12164/catid/173,Mr Kaye  Bordelon,(337)623-4227,,(337)623-5602,tcnckaye@gmail.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 112,Palmetto,LA,71358,,7014 Hwy. 71,Palmetto,LA,71358,USA
USA-LA-96-All-96-All-254,Tioga Community Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12161/catid/173,Jaime  Lucas,(318)640-3014,,(318)640-4927,jlucas@commcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5201 Shreveport Hwy,,Pineville,LA,71360,,5201 Shreveport Hwy.,Pineville,LA,71360,USA
USA-LA-96-All-96-All-255,Toledo Retirement and Rehabilitation Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12162/catid/173,Ms Sue L Pilkington,(318)645-2800,,(318)645-2645,toledoadmin@managementseven.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. O. Box 1009,Zwolle,LA,71486,,1009 N. Obrie Street,Zwolle,LA,71486,USA
USA-LA-96-All-96-All-256,Terrebonne General Medical Center - SNF,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12159/catid/173,Ms. Phyllis  Peoples,(985)873-4601,,(985)873-4640,phyllis.peoples@tgmc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. O. Box 6037,Houma,LA,70360,,8166 Main Street,Houma,LA,70360,USA
USA-LA-96-All-96-All-257,Twin Oaks Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12166/catid/173,Karen  Connor,(985)652-9538,,(985)651-0222,kconnor@twinoaksnh.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506 West 5Th Street,,Laplace,LA,70068,,506 West 5th Street,Laplace,LA,70068,USA
USA-LA-96-All-96-All-258,Trinity Neurologic Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12165/catid/173,Charles  Killion,(985)641-4985,,(985)646-0793,CKillion@trinityrehab.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 Lindberg Drive,,Slidell,LA,70458,,1400 Lindberg Drive,Slidell,LA,70458,USA
USA-LA-96-All-96-All-259,Unity Nursing and Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12167/catid/173,La Dane  Washington,(504)895-3953,,(504)895-3956,edunity@nursingrehab.net,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539 Delachaise St.,,New Orleans,LA,70115,,1539 Delachaise St.,New Orleans,LA,70115,USA
USA-LA-96-All-96-All-260,Uptown Healthcare Center LLC,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12168/catid/173,Cleveland Obey,(504)895-7755,,(504)355-4876,cobey@uptown-hc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420 General Taylor Street,,New Orleans,LA,70115,,1420 General Taylor Street,New Orleans,LA,70115,USA
USA-LA-96-All-96-All-261,"West Carroll Care Center, Inc.",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12175/catid/173,Ms. Dewana F. Little,(318)428-9612,,(318)428-9289,dlittle@wchsystems.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706 Ross Street,,Oak Grove,LA,71263,,706 Ross Street,Oak Grove,LA,71263,USA
USA-LA-96-All-96-All-262,Waldon Health Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12174/catid/173,Patricia Taylor,(504)466-0222,,(504)466-0228,ptaylor@waldonhc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401 Idaho Street,,Kenner,LA,70062,,2401 Idaho Street,Kenner,LA,70062,USA
USA-LA-96-All-96-All-263,Villa Feliciana Chronic Disease Hosp & Rehab - SNF,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12171/catid/173,Mr Mark  Anders,(225)634-4000,,(225)634-4191,mark.anders@la.gov,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. O. Box 438,Jackson,LA,70748,,5002 Highway 10,Jackson,LA,70748,USA
USA-LA-96-All-96-All-264,Village Health Care at The Glen,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12172/catid/173,Michelle  Greer,(318)213-3500,,(318)798-7730,michelle@theglensystem.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403 E. Flournoy Lucas Road,,Shreveport,LA,71115,,403 E. Flournoy Lucas Road,Shreveport,LA,71115,USA
USA-LA-96-All-96-All-265,Whispering Pines Community Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12178/catid/173,Rhonda  Burlison,(318)326-4259,,(318)326-5883,rburlison@commcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 129,Plain Dealing,LA,71064,,309 S. Louisiana St.,Plain Dealing,LA,71064,USA
USA-LA-96-All-96-All-266,Vermilion Health Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12170/catid/173,Mr Gary  Green,(337)643-1949,,(337)643-3656,gng5612@gmail.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14008 Cheneau Rd.,,Kaplan,LA,70548,,14008 Cheneau Road,Kaplan,LA,70548,USA
USA-LA-96-All-96-All-267,Vivian Healthcare Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12173/catid/173,Ms. Martha Riner,(318)375-2203,,(318)375-2866,vivian.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912 S. Pecan Street,,Vivian,LA,71082,,912 S. Pecan Street,Vivian,LA,71082,USA
USA-LA-96-All-96-All-268,"Westwood Manor Nursing Home, Inc.",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12177/catid/173,Ryan  Greer,(337)463-6293,,(337)462-2094,westwoodadmin@managementseven.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Drawer 340,Deridder,LA,70634,,714 High School Drive,Deridder,LA,70634,USA
USA-LA-96-All-96-All-269,Valley View Health Care Facility,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12169/catid/173,Mr Jeffrey  Caubarreaux,(318)253-6553,,(318)253-4946,vvhcf@yahoo.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 629,Marksville,LA,71351,,7119 Hwy. 1 South,Marksville,LA,71351,USA
USA-LA-96-All-96-All-270,West Jefferson Health Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12176/catid/173,Tamara  White,(504)362-2020,,(504)367-9574,twhite@westjeffcaring.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020 Manhattan Blvd.,,Harvey,LA,70058,,1020 Manhattan Blvd.,Harvey,LA,70058,USA
USA-LA-96-All-96-All-271,"Wyatt Manor Nursing & Rehab. Ctr., Inc.",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12185/catid/173,Mr Ronald G Frazier,(318)259-3290,,(318)259-8439,wyattadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 279,Jonesboro,LA,71251,,4659 HWY. 505,Jonesboro,LA,71251,USA
USA-LA-96-All-96-All-272,Wynhoven Health Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12186/catid/173,Michelle  Matthew,(504)347-0777,,(504)341-7240,mmatthew@arch-no.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050 Medical Center Blvd.,,Marrero,LA,70072,,1050 Medical Center Blvd.,Marrero,LA,70072,USA
USA-LA-96-All-96-All-273,"Woodlands Healthcare Center, LLC (The)",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12183/catid/173,Mr Jeffery  Johnson,(337)239-6578,,(337)238-2723,JJohnson@thewoodlandshealthcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8422 Kurthwood Road,,Leesville,LA,71446,,8422 Kurthwood Road,Leesville,LA,71446,USA
USA-LA-96-All-96-All-274,"Winnfield Nursing and Rehabilitation Center, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12182/catid/173,Margaret  Mcdaniel,(318)628-3533,,(318)628-7600,85mmcdaniel@tarahc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Drawer 1353,Winnfield,LA,71483,,915 1st Street,Winnfield,LA,71483,USA
USA-LA-96-All-96-All-275,Woods Haven Senior Citizens Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12184/catid/173,Ms Debra  Nugent,(318)765-3557,,(318)765-9862,whsch@bellsouth.net,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. O. Box 159,Pollock,LA,71467,,8275 Hwy. 165,Pollock,LA,71467,USA
USA-LA-96-All-96-All-276,Willow Wood at Woldenberg Village,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12181/catid/173,Mr. Joe Townsend,(504)367-5640,,(504)367-5643,joe.townsend@lcmchealth.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701 Behrman Place,,New Orleans,LA,70114,,3701 Behrman Place,New Orleans,LA,70114,USA
USA-LA-96-All-96-All-277,Willis-Knighton Extended Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12179/catid/173,Mr. Jerry A. Fielder,(318)212-4000,,(318)212-4064,jfielder@wkhs.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 32600,Shreveport,LA,71103,,2550 Kings Hwy,Shreveport,LA,71103,USA
USA-LA-96-All-96-All-278,Zachary Manor Nursing & Rehab. Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12187/catid/173,Courtney L Frey,(225)654-6893,,(225)654-6369,zacharyadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 340,Zachary,LA,70791,,6161 Main Street,Zachary,LA,70791,USA
USA-LA-96-All-96-All-279,Willow Ridge Nursing & Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12180/catid/173,Betty Hughes,(318)263-2025,,(318)263-2821,87Bhughes@tarahc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. O. Box 726,Arcadia,LA,71001,,660 Factory Outlet Mall Drive,Arcadia,LA,71001,USA
