Facility Name,Facility Type,Address1,Address2,City,Zip,State,Country,Phone,Latitude,Longitude
HORIZONS UNLIMITED,RCF/ID,2201 21st St,,Emmetsburg,50536,IA, USA,Palo Alto (74),43.101396,-94.67948000000001
MASON CITY GROUP HOME,RCF/ID,695 S Illinois Ave,,Mason City,50401,IA, USA,Cerro Gordo (17),43.14420430000001,-93.1704468
MEADOWS GROUP HOME,RCF/ID,420 8th Ave SW,,Hampton,50441,IA, USA,Franklin (35),42.7340603,-93.2130688
NEW HAMPTON GROUP HOME,RCF/ID,841 W Main St,,New Hampton,50659,IA, USA,Chickasaw (19),43.0606917,-92.3279922
NINTH STREET GROUP HOME,RCF/ID,310 9th St,,Charles City,50616,IA, USA,Floyd (34),43.05518590000001,-92.67664239999999
NORTHSIDE COURT,RCF/ID,1111 7th St,,Hull,51239,IA, USA,Sioux (84),43.1952036,-96.1319652
O'BRIANT HOUSE,RCF/ID,501 E Cross St,,Centerville,52544,IA, USA,Appanoose (04),40.7408449,-92.8674674
OAK STREET GROUP HOME,RCF/ID,100 E Oak St,,Red Oak,51566,IA, USA,Montgomery (69),41.0167013,-95.23146299999999
OPPORTUNITY VILLAGE - RALPH SCHROEDER GROUP HOME,RCF/ID,1020 Buddy Holly Pl,,Clear Lake,50428,IA, USA,Cerro Gordo (17),43.14507510000001,-93.3881653
OSAGE GROUP HOME,RCF/ID,818 N 7th St,,Osage,50461,IA, USA,Mitchell (66),43.29158829999999,-92.8111649
PAIGE GROUP HOME,RCF/ID,3845 Paige Dr,,Waterloo,50702,IA, USA,Blackhawk (07),42.4595534,-92.3395398
PALMER HOUSE,RCF/ID,1501 Palmer St,,Emmetsburg,50536,IA, USA,Palo Alto (74),43.1062137,-94.6818321
PLEASANT HOUSE,RCF/ID,1901 Pleasant St,,Emmetsburg,50536,IA, USA,Palo Alto (74),43.10269199999999,-94.6754524
REDWOOD COURT,RCF/ID,1705 19th St,,Rock Valley,51247,IA, USA,Sioux (84),43.2091752,-96.29347779999999
RINGGOLD COUNTY GROUP HOME,RCF/ID,111 Ringgold St,,Mt Ayr,50854,IA, USA,Ringgold (80),40.713212,-94.24856899999999
RISE LIMITED GROUP HOME,RCF/ID,107 Maxie Ave,,Elkader,52043,IA, USA,Clayton (22),42.86038990000001,-91.3980455
SYSTEMS UNLIMITED #11,RCF/ID,1801 High St,,Iowa City,52245,IA, USA,Johnson (52),41.65761,-91.51055590000001
WALTON GROUP HOME,RCF/ID,2101 Northern Dr,,Burlington,52601,IA, USA,Des Moines (29),40.83100020000001,-91.14840699999999
WEST 4TH STREET GROUP HOME,RCF/ID,3341 W 4th St,,Waterloo,50701,IA, USA,Blackhawk (07),42.4706792,-92.37994049999999
EYERLY BALL RESIDENTIAL - CUMMINS HOUSE,RCF/PMI,940 Cummins Pkwy,,Des Moines,50312,IA, USA,Polk (77),41.5949966,-93.70246979999999
EYERLY BALL RESIDENTIAL - FRANCIS HOUSE,RCF/PMI,5631 Francis Ave,,Des Moines,50310,IA, USA,Polk (77),41.6140835,-93.69582249999999
FREMONT GROUP HOME,RCF/PMI,704 Fremont St,,Des Moines,50316,IA, USA,Polk (77),41.5988111,-93.60967459999999
HILLCREST FAMILY SERVICES - RCF/PMI,RCF/PMI,1160 Seippel Rd,,Dubuque,52002,IA, USA,Dubuque (31),42.4861985,-90.7784657
"IMAGINE THE POSSIBILITIES, INC - ANDREW JACKSON CARE",RCF/PMI,18720 250th Ave,,Bellevue,52031,IA, USA,Jackson (49),42.1983425,-90.61224279999999
NORTH IOWA TRANSITION CENTER,RCF/PMI,408 1st St NW,,Mason City,50401,IA, USA,Cerro Gordo (17),43.15286950000001,-93.207763
OAKLAND HOUSE,RCF/PMI,1812 Oakland Ave,,Des Moines,50314,IA, USA,Polk (77),41.6105762,-93.62432580000001
PARK PLACE,RCF/PMI,1307 Sunnyside Ln,,Atlantic,50022,IA, USA,Cass (15),41.3976984,-95.029815
VERA FRENCH PINE MEADOWS,RCF/PMI,4656 W Kimberly Rd,,Davenport,52806,IA, USA,Scott (82),41.569956,-90.64018399999999
BREES REST HOME,RCF,210 Washington Ave E,,Albia,52531,IA, USA,Monroe (68),41.0260093,-92.80531700000002
BROOKDALE SIOUX CITY,RCF,2562 Pierce St,,Sioux City,51104,IA, USA,Woodbury (97),42.5166776,-96.40442689999999
CALHOUN HOUSE,RCF,3911 Calhoun Ave,,Ames,50010,IA, USA,Story (85),42.0592143,-93.62438019999999
CARE UNIT A,RCF,500 Opal St,,Afton,50830,IA, USA,Union (88),41.03555799999999,-94.2014535
CARE UNIT B,RCF,500 Opal St,,Afton,50830,IA, USA,Union (88),41.03555799999999,-94.2014535
CEDAR VALLEY RANCH,RCF,2591 61st St Ln,,Vinton,52349,IA, USA,Benton (06),42.1520284,-91.99152079999999
CENTER VILLAGE OF TENCO,RCF,19248 Maple Ave,,Keosauqua,52565,IA, USA,Van Buren (89),40.75920310000001,-91.9485196
CHATHAM OAKS,RCF,4515 Melrose Ave,,Iowa City,52246,IA, USA,Johnson (52),41.65637109999999,-91.6021507
COTTONWOOD RESIDENTIAL CARE FACILITY,RCF,910 Cottonwood Ct,SUITE 1002,Burlington,52601,IA, USA,Des Moines (29),40.82183189999999,-91.13674689999999
COUNTRY CARE CENTER,RCF,725 US-59,,Harlan,51537,IA, USA,Shelby (83),41.607936,-95.33226599999999
COUNTRYSIDE HEALTH CARE CENTER,RCF,6120 Morningside Ave,,Sioux City,51106,IA, USA,Woodbury (97),42.4602938,-96.3277306
DEERFIELD RETIREMENT COMMUNITY,RCF,13731 Hickman Rd,,Urbandale,50323,IA, USA,Polk (77),41.61689399999999,-93.808145
DIAMOND LIFE HEALTH CARE,RCF,4912 Barnes City Rd,BOX 820,Montezuma,50171,IA, USA,Poweshiek (79),41.572468,-92.52072240000001
DULUTH HOUSE,RCF,620 Duluth Driveway,,Ames,50010,IA, USA,Story (85),41.98717919999999,-93.6030328
EASTERN STAR MASONIC HOME,RCF,715 W 3rd St,,Boone,50036,IA, USA,Boone (08),42.059323,-93.90193889999999
EPIC HOUSE,RCF,1210 Idaho St,,Waterloo,50703,IA, USA,Blackhawk (07),42.4996314,-92.3074098
EVERGREEN ESTATES I,RCF,3410 12th Ave SW,,Cedar Rapids,52404,IA, USA,Linn (57),41.9659305,-91.7166737
EVERGREEN ESTATES II,RCF,307 Edgewood Rd SW,,Cedar Rapids,52404,IA, USA,Linn (57),41.966149,-91.71555699999999
EVERGREEN ESTATES III,RCF,2204 Johnson Ave NW,,Cedar Rapids,52405,IA, USA,Linn (57),41.97508000000001,-91.70393399999999
HAZEL HOUSE,RCF,124 S Hazel Ave,,Ames,50010,IA, USA,Story (85),42.02183649999999,-93.6264216
HERITAGE RESIDENCE,RCF,2275 S Linn Ave,,New Hampton,50659,IA, USA,Chickasaw (19),43.0258906,-92.318598
HIGLEY MANSION CARE CENTER,RCF,860 17th St SE,,Cedar Rapids,52403,IA, USA,Linn (57),41.97769780000001,-91.6456303
HILLCREST FAMILY SERVICES - RCF,RCF,1160 Seippel Rd,,Dubuque,52002,IA, USA,Dubuque (31),42.4861985,-90.7784657
IOWA VETERANS HOME,RCF,1301 Summit St,,Marshalltown,50158,IA, USA,Marshall (64),42.05478909999999,-92.93333
KATHLEENS RESIDENTIAL CARE,RCF,1505 5th St,,Emmetsburg,50536,IA, USA,Palo Alto (74),43.1162566,-94.6708251
"KNOXVILLE RESIDENTIAL, LLC",RCF,205 N Iowa St,,Knoxville,50138,IA, USA,Marion (63),41.3201396,-93.105554
LEGACY HOUSE,RCF,207 E Salem Ave,,Indianola,50125,IA, USA,Warren (91),41.3600301,-93.5590849
LONGHOUSE-NORTHSHIRE LTD,RCF,711 W 11th St,,Spencer,51301,IA, USA,Clay (21),43.1491664,-95.1560346
MARION COUNTY CARE FACILITY OF TENCO,RCF,1111 Newbold St,,Knoxville,50138,IA, USA,Marion (63),41.3003335,-93.1351045
MAYFLOWER HOME,RCF,616 Broad St,,Grinnell,50112,IA, USA,Poweshiek (79),41.73959989999999,-92.7232884
MAYVIL,RCF,136 36th Ave SW,,Cedar Rapids,52404,IA, USA,Linn (57),41.94318019999999,-91.6649245
MEDIAPOLIS CARE FACILITY,RCF,142 N Orchard St,,Mediapolis,52637,IA, USA,Des Moines (29),41.0085541,-91.16377419999999
PARKVIEW HOME,RCF,102 N Jackson St,,Wayland,52654,IA, USA,Henry (44),41.1471771,-91.6664864
PENN CENTER,RCF,2237 245th St,,Delhi,52223,IA, USA,Delaware (28),42.4347257,-91.3568952
PINICON PLACE,RCF,1615 Breca Ridge Dr,,Anamosa,52205,IA, USA,Jones (53),42.106549,-91.2611847
PLEASANT HILL RESIDENTIAL,RCF,4755 Parkridge Ave,,Pleasant Hill,50327,IA, USA,Polk (77),41.5811866,-93.5210077
PLEASANTVIEW HOME RCF,RCF,811 3rd St,,Kalona,52247,IA, USA,Washington (92),41.4904403,-91.7110581
PRAIRIE VIEW,RCF,18569 Lane Rd,,Fayette,52142,IA, USA,Fayette (33),42.8976714,-91.8317593
PRIDE GROUP @ 12TH STREET,RCF,200 12th St SE,,Le Mars,51031,IA, USA,Plymouth (75),42.7787339,-96.163256
PRIDE GROUP @ 6TH AVENUE,RCF,115 6th Ave SW,,Le Mars,51031,IA, USA,Plymouth (75),42.7913367,-96.1755324
PRIDE GROUP @ LINCOLN STREET,RCF,1240 Lincoln St NE,,Le Mars,51031,IA, USA,Plymouth (75),42.800566,-96.1476024
PRIDE GROUP @ PRIMGHAR,RCF,6059 390th St,,Primghar,51245,IA, USA,O'Brien (71),43.0844314,-95.5933065
PROFFITTS RESIDENTIAL CARE FACILITY,RCF,615 W Washington St,,Centerville,52544,IA, USA,Appanoose (04),40.73620359999999,-92.8794226
RAMSEY VILLAGE,RCF,1611 27th St,,Des Moines,50310,IA, USA,Polk (77),41.60889309999999,-93.65272499999999
RISEN SON CHRISTIAN VILLAGE,RCF,3000 Risen Son Blvd,,Council Bluffs,51503,IA, USA,Pottawattamie (78),41.23059140000001,-95.8011642
ROCK RIDGE RESIDENTIAL CARE CENTER,RCF,401 Canton St NW,,Shellsburg,52332,IA, USA,Benton (06),42.098912,-91.872787
ROSE HAVEN NURSING HOME,RCF,1500 Franklyn Ave,,Marengo,52301,IA, USA,Iowa (48),41.80413900000001,-92.071761
ROTARY SENIOR LIVING,RCF,620 SE 5th St,,Eagle Grove,50533,IA, USA,Wright (99),42.6589499,-93.8944289
SCENIC ACRES,RCF,23105 Granite Ave,,St Olaf,52072,IA, USA,Clayton (22),42.8917043,-91.3487129
SCOTTISH RITE PARK HEALTH CARE CENTER RCF,RCF,2909 Woodland Ave,,Des Moines,50312,IA, USA,Polk (77),41.5888092,-93.65560099999999
SENIOR SUITES OF URBANDALE,RCF,4700 84th St,,Urbandale,50322,IA, USA,Polk (77),41.6456781,-93.7341149
SHIRLEES RETIREMENT HOME,RCF,1302 E 2nd Ave,,Indianola,50125,IA, USA,Warren (91),41.358217,-93.5454929
SPURGEON MANOR,RCF,1204 Linden St,,Dallas Center,50063,IA, USA,Dallas (25),41.679747,-93.95890999999999
STACYVILLE COMMUNITY NURSING HOME,RCF,413 S Broad St,,Stacyville,50476,IA, USA,Mitchell (66),43.43344949999999,-92.7822984
SunnyBrook Living Care Center,RCF,400 Highland St,,Fairfield,52556,IA, USA,Jefferson (51),41.0037717,-91.9529993
TERRACE VIEW RESIDENTIAL,RCF,1020 W State St,,Clarinda,51632,IA, USA,Page (73),40.7417221,-95.0510103
TWILIGHT ACRES,RCF,600 W 6th St,,Wall Lake,51466,IA, USA,Sac (81),42.2761429,-95.0974066
VILLAGE NORTHWEST UNLIMITED,RCF,330 Village Cir,,Sheldon,51201,IA, USA,O'Brien (71),43.1897255,-95.8360944
VITA HEALTH SERVICES,RCF,1725 6th Ave,,Des Moines,50314,IA, USA,Polk (77),41.6099798,-93.62518419999999
WELLINGTON PLACE,RCF,2479 River Rd,,Decorah,52101,IA, USA,Winneshiek (96),43.300197,-91.746498
WESLEY ACRES RCF,RCF,3520 Grand Ave,,Des Moines,50312,IA, USA,Polk (77),41.58339549999999,-93.66457609999999
WEST BRIDGE CARE & REHABILITATION RCF,RCF,1015 W Summit St,,Winterset,50273,IA, USA,Madison (61),41.33027379999999,-94.0255901
ARBOR SPRINGS OF WEST DES MOINES L L C,Free Standing SNF,7951 Ep True Pkwy,,West Des Moines,50266,IA, USA,Dallas (25),41.57537879999999,-93.8164987
COTTAGE GROVE PLACE-THE CLUB,Free Standing SNF,2115 1st Ave SE,,Cedar Rapids,52402,IA, USA,Linn (57),41.9958922,-91.6363803
DEERFIELD RETIREMENT COMMUNITY INC,Free Standing SNF,13731 Hickman Rd,,Urbandale,50323,IA, USA,Polk (77),41.61689399999999,-93.808145
