row_id,AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address,type,country
USA-FL-60-FL-HealthFinder-output-62,11965189,9693,9/26/2015,9/25/2017,Assisted Living Facility,HOGAR CRISTIANO LA ROCA,4183 E 8TH CT,,HIALEAH,FL,33013-2401,Miami-Dade,(305) 409-6992,4183 E 8TH CT,,HIALEAH,FL,33013-2401,Miami-Dade,LICENSED,HOGAR CRISTIANO LA ROCA,7/23/2001,IRIS RUBIO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-63,11967248,11358,6/25/2016,6/24/2018,Assisted Living Facility,HOGAR DE ABUELOS  INC.,3240 NW 18TH STREET,,MIAMI,FL,33125,Miami-Dade,(305) 846-9210,3240 NW 18TH STREET,,MIAMI,FL,33125,Miami-Dade,LICENSED,HOGAR DE ABUELOS INC,2/28/2008,ARNALDO QUINTERO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-64,11963738,8745,8/6/2016,8/5/2018,Assisted Living Facility,HOGAR DE AMABLE CONSUELO CORP,134 WEST 59 STREET,,HIALEAH,FL,33012,Miami-Dade,(305) 822-5752,15341 SW 20 STREET,,MIRAMAR,FL,33027,Broward,LICENSED,HOGAR DE AMABLE CONSUELO CORPORATION,5/15/2002,REBECCA CAIRO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-65,11967975,11937,1/5/2017,1/4/2019,Assisted Living Facility,HOGAR DULCE HOGAR,5597 WENDY LN,,NAPLES,FL,34112-2300,Collier,(239) 692-9625,5597 WENDY LN,,NAPLES,FL,34112-2300,Collier,LICENSED,CASTELLON DEL SOL CORPORATION,10/25/2010,JULIO M DEL SOL GARCIA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-66,11966881,11003,4/20/2017,4/19/2019,Assisted Living Facility,HOLLYWOOD MANOR ASSISTED LIVING  INC.,1928 WASHINGTON ST,,HOLLYWOOD,FL,33020-6046,Broward,(954) 929-7487,1928 WASHINGTON ST,,HOLLYWOOD,FL,33020-6046,Broward,LICENSED,HOLLYWOOD MANOR ASSISTED LIVING  INC.,2/5/2007,RONALD FRANCOIS,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-67,11968378,12282,11/13/2016,11/12/2018,Assisted Living Facility,HOLY FAMILY GROUP HOME ALF INC,920 SW 93 AVENUE,,MIAMI,FL,33174,Miami-Dade,(305) 551-8244,920 SW 93 AVENUE,,MIAMI,FL,33174,Miami-Dade,LICENSED,HOLY FAMILY GROUP HOME ALF INC,8/9/2012,PEDRO HERNANDEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-68,11968178,12110,12/16/2015,12/15/2017,Assisted Living Facility,HOLY GARDEN ALF  INC.,2904 NORTH 36TH AVENUE,,HOLLYWOOD,FL,33021,Broward,(954) 961-6005,2904 NORTH 36TH AVENUE,,HOLLYWOOD,FL,33021,Broward,LICENSED,HOLY GARDEN ALF  INC.,9/23/2011,MARIA LUPULESCU,6,For-Profit,www.holygardenalf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-69,11966812,10941,12/21/2016,12/20/2018,Assisted Living Facility,HOME AWAY FROM HOME,3548 STONEFIELD DR,,ORLANDO,FL,32826-4285,Orange,(407) 275-7653,16345 TUDOR LAKE CT,,ORLANDO,FL,32828,Orange,LICENSED,H.A.F.H.  INC,10/25/2006,NADEGE TROTTER,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-70,11967918,11913,11/8/2016,11/7/2018,Assisted Living Facility,HOME AWAY FROM HOME,324 LYMAN PLACE,,WEST PALM BEACH,FL,33409,Palm Beach,(561) 682-1209,324 LYMAN PLACE,,WEST PALM BEACH,FL,33409,Palm Beach,LICENSED,TRINETTA C TAYLOR,7/28/2010,TRINETTA C TAYLOR,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-71,11968956,12803,3/15/2016,3/14/2018,Assisted Living Facility,HOME CARE ASSISTED LIVING LLC,1906 BELHAVEN DR,,ORANGE PARK,FL,32065,Clay,(904) 375-2718,1906 BELHAVEN DR,,ORANGE PARK,FL,32065,Clay,LICENSED,Home Care Assisted Living LLC,12/8/2015,DORINDA JENIPHER WILEY,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-72,11967147,11223,2/1/2016,1/31/2018,Assisted Living Facility,HOME CARE FOR ELDERLY  INC,4730 NW 178TH TER,,MIAMI GARDENS,FL,33055-3232,Miami-Dade,(305) 474-9137,4730 NW 178TH TER,,MIAMI GARDENS,FL,33055-3232,Miami-Dade,LICENSED,HOME CARE FOR ELDERLY  INC,11/15/2007,DAYLIN MILIAN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-73,11965248,9648,4/7/2017,4/6/2019,Assisted Living Facility,HOME FOR ALL THE ANGELS  CORP,9270 S.W. 42 TERRACE,,MIAMI,FL,33165,Miami-Dade,(305) 525-1091,9270 S.W. 42 TERRACE,,MIAMI,FL,33165,Miami-Dade,LICENSED,HOME FOR ALL THE ANGELS  CORP,4/7/2011,YAIMA HERRERA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-74,11968481,12373,6/28/2017,6/27/2019,Assisted Living Facility,HOME FOR ME,7655 COLLINS RIDGE BLVD,,JACKSONVILLE,FL,32244,Duval,(904) 716-7106,7655 COLLINS RIDGE BLVD,,JACKSONVILLE,FL,32244,Duval,LICENSED,A1 CARE SYSTEMS INC,4/4/2013,NONYE JOE NDUKA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-75,11965974,10236,3/20/2017,3/19/2019,Assisted Living Facility,HOME LOVING CARE INC,4321 SW 133RD AVE,,MIAMI,FL,33175-3924,Miami-Dade,(786) 452-7849,4321 SW 133RD AVE,,MIAMI,FL,33175-3924,Miami-Dade,LICENSED,HOME LOVING CARE INC,9/15/2010,RITA M CONCEPCION,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-76,11911679,7750,2/9/2016,2/8/2018,Assisted Living Facility,HOME MERCEDES  INC,6355 S.W. 2ND STREET,,MIAMI,FL,33144-3164,Miami-Dade,(305) 265-9373,6355 SW 2ND ST,,MIAMI,FL,33144-3164,Miami-Dade,LICENSED,HOME MERCEDES INC,2/9/2016,ROGEL ALMEIDA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-77,11966579,10769,12/19/2015,12/18/2017,Assisted Living Facility,HOME OF HOPE,104 DOGWOOD DRIVE,,PENSACOLA,FL,32505,Escambia,(850) 453-7177,104 DOGWOOD DRIVE,,PENSACOLA,FL,32505,Escambia,LICENSED,JURENDA MCLAMB,10/13/2005,JURENDA MCLAMB,10,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-78,11969192,13004,5/9/2017,5/8/2019,Assisted Living Facility,HOME SUITE HOME,9286 BIRMINGHAM DR,,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 379-6433,18629 LOCHPOINT CT,,JUPITER,FL,33458,Palm Beach,LICENSED,HOME SUITE HOME LLC,3/17/2017,DAVID WHELIHAN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-79,11968678,12572,10/7/2016,10/6/2018,Assisted Living Facility,HOME SWEET HOME A.L.F.,1613 MONROE SHEFFIELD RD,,CHIPLEY,FL,32428,Washington,(850) 867-0802,1613 MONROE SHEFFIELD RD,,CHIPLEY,FL,32428,Washington,LICENSED,FLEDA BROWN,8/18/2014,FLEDA BROWN,9,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-80,11967505,11556,2/4/2017,2/3/2019,Assisted Living Facility,HOME SWEET HOME ASSISTED LIVING FACILITY CORP,5700 SW 46TH TERRACE,,MIAMI,FL,33155,Miami-Dade,(305) 740-0664,5700 SW 46TH TERRACE,,MIAMI,FL,33155,Miami-Dade,LICENSED,HOME SWEET HOME ASSISTED LIVING FACILITY CORP,12/4/2008,GIANNI GUGLIATTO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-81,11967243,11301,4/18/2016,4/17/2018,Assisted Living Facility,HOME SWEET HOME ASSISTED LIVING INC,6981 COOLIDGE STREET,,HOLLYWOOD,FL,33024,Broward,(954) 981-9602,6981 COOLIDGE STREET,,HOLLYWOOD,FL,33024,Broward,LICENSED,HOME SWEET HOME ASSISTED LIVING  INC.,2/21/2008,JOAN MARSH SIMPSON,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-82,11965328,9695,7/7/2016,7/6/2018,Assisted Living Facility,HOME SWEET HOME ASSISTED LIVING OF NEW PORT RICHEY,5237 TROUBLE CREEK RD,,NEW PRT RCHY,FL,34652-4949,Pasco,(727) 834-9393,5237 TROUBLE CREEK RD,,NEW PORT RICHEY,FL,34652-4949,Pasco,LICENSED,PANIS-SOLIS LLC,7/23/2014,EDWARD GERINGER SOLIS,12,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-83,11965500,9862,6/20/2016,6/19/2018,Assisted Living Facility,HOME SWEET HOME CARE FACILITY CORP,5341 EAST 5 AVENUE,,HIALEAH,FL,33013,Miami-Dade,(305) 953-1649,5341 EAST 5 AVENUE,,HIALEAH,FL,33013,Miami-Dade,LICENSED,HOME SWEET HOME CARE FACILITY CORP,4/19/2000,ZAIRYS GARIT,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-84,11967928,11923,12/3/2016,12/2/2018,Assisted Living Facility,HOME SWEET HOME OF BISCAYNE LLC,931 NE 82 STREET,,MIAMI,FL,33138,Miami-Dade,(305) 796-5840,931 NE 82 STREET,,MIAMI,FL,33138,Miami-Dade,LICENSED,HOME SWEET HOME OF BISCAYNE  LLC.,8/3/2010,AILIUJ HERNANDEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-85,11966414,10614,4/19/2017,4/18/2019,Assisted Living Facility,HOME SWEET HOME OF PALM COAST  INC.,6 EMERSON DR,,PALM COAST,FL,32164,Flagler,(386) 437-1240,6 EMERSON DR,,PALM COAST,FL,32164,Flagler,LICENSED,HOME SWEET HOME OF PALM COAST  INC.,2/14/2005,JOYCE AITKENS,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-86,11967666,11731,1/19/2016,1/18/2018,Assisted Living Facility,HOME SWEET HOME OF THE TREASURE COAST  INC,3120 AVENUE Q,,FORT PIERCE,FL,34947-2034,St. Lucie,(772) 242-7648,PO BOX 1602,,FORT PIERCE,FL,34954-1602,St. Lucie,LICENSED,HOME SWEET HOME OF THE TREASURE COAST,7/20/2009,DIANE F. REYNOLDS,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-87,11966754,10898,10/9/2016,10/8/2018,Assisted Living Facility,HOMECARE VILLA  INC.,9039 NW 20TH MANOR,,CORAL SPRINGS,FL,33071,Broward,(954) 344-0063,9039 NW 20TH MANOR,,CORAL SPRINGS,FL,33071,Broward,LICENSED,HOMECARE VILLA  INC.,7/19/2006,MERLE JOAN ARTHUR,6,For-Profit,http://www.homecarevilla.vpweb.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-88,32960416,8679,9/7/2017,9/6/2019,Residential Treatment Facility,HONEY LAKE CLINIC,1290 NW HONEY LAKE RD,,GREENVILLE,FL,32331,Madison,(855) 981-6060,P O BOX 551213,,JACKSONVILLE,FL,32255,Duval,LICENSED,HONEY LAKE CLINIC  LLC,6/30/2017,ELIZABETH FULFORD,10,Not-For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-89,11968540,12421,10/3/2015,10/2/2017,Assisted Living Facility,HONOR HOUSE ASSISTED LIVING FACILITY,1912 DOVE FIELD PL,,BRANDON,FL,33510,Hillsborough,(813) 210-7462,1912 DOVE FIELD PL,,BRANDON,FL,33510,Hillsborough,LICENSED,HONOR HOUSE ASSISTED LIVING FACILITY,8/9/2013,RUSTY ALAN LUDLOW,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-90,11967933,13040,8/8/2017,8/7/2019,Assisted Living Facility,HOPE ASSISTED LIVING FACILITY,1401 DIXIE WAY,,SANFORD,FL,32771,Seminole,(407) 878-5298,1401 DIXIE WAY,,SANFORD,FL,32771,Seminole,LICENSED,HOPE ASSISTED LIVING FACILITY INC.,3/13/2017,PETER M. ETOH,14,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-91,11965117,9550,5/27/2017,5/26/2019,Assisted Living Facility,HOPE ENTERPRISES OF AMERICA  INC.,1629 GULF ROAD,,TARPON SPRINGS,FL,34689,Pinellas,(727) 934-1524,1629 GULF ROAD,,TARPON SPRINGS,FL,34689,Pinellas,LICENSED,HOPE ENTERPRISES OF AMERICA  INC.,3/1/2005,ALEXANDER CASATELLI,10,Not-For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-92,11953640,8658,7/19/2016,7/18/2018,Assisted Living Facility,HOPE GARDEN ASSISTED LIVING AND ECC INC.,2011 NW 59TH WAY,,LAUDERHILL,FL,33313,Broward,(954) 514-7108,2011 NW 59TH WAY,,LAUDERHILL,FL,33313,Broward,LICENSED,HOPE GARDEN ASSISTED LIVING AND ECC INC.,7/19/2004,CLINTON ALBERT THOMPSON,12,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-93,52961654,6905585,12/5/2015,12/4/2017,Adult Family Care Home,HOPKINS  EDITH LOUISE,7425 HACKAMORE RD,,ZEPHYRHILLS,FL,33541-9207,Pasco,(813) 779-8831,7425 HACKAMORE RD,,ZEPHYRHILLS,FL,33541-9207,Pasco,LICENSED,EDITH HOPKINS,10/11/2002,EDITH HOPKINS,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-94,11967613,11605,11/5/2015,11/4/2017,Assisted Living Facility,HORIZON HOUSE,119 W SUWANNEE LANE,,COCOA BEACH,FL,32931,Brevard,(321) 626-2671,P O BOX 541421,,MERRITT ISLAND,FL,32954,Brevard,LICENSED,HORIZON HOUSE ASSISTED LIVING  INC,5/4/2009,CHARLES GEORGES,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-95,11967407,11470,10/27/2016,10/26/2018,Assisted Living Facility,HOSTAL NOSTALGIA ALF,10670 SW 7TH TERRACE,,MIAMI,FL,33174,Miami-Dade,(305) 207-4653,10670 SW 7TH TERRACE,,MIAMI,FL,33174,Miami-Dade,LICENSED,COCO'S CARE LLC,8/7/2008,JORGE OSCAR ZERQUERA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-96,11968617,12496,4/22/2016,4/21/2018,Assisted Living Facility,HOUSE OF LIGHT SENIOR LIVING II,839 CHELSEA AVE NE,,PALM BAY,FL,32905,Brevard,(321) 806-7091,839 CHELSEA AVE NE,,PALM BAY,FL,32905,Brevard,LICENSED,HOUSE OF LIGHT SENIOR LIVING  LLC,2/10/2014,VIVIENE MOORE,5,For-Profit,houseoflightseniorlivingalf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-97,11968849,12695,7/1/2017,6/30/2019,Assisted Living Facility,HOUSE OF LIGHT SENIOR LIVING III,2306 WOODLAWN CIRCLE,,MELBOURNE,FL,32934,Brevard,(321) 775-3539,2306 WOODLAWN CIRCLE,,MELBOURNE,FL,32934,Brevard,LICENSED,HOUSE OF LIGHT SENIOR LIVING  LLC.,5/18/2015,VIVIENE MOORE,5,For-Profit,houseoflightseniorlivingalf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-98,11968351,12240,8/23/2016,8/22/2018,Assisted Living Facility,HOUSE OF LIGHT SENIOR LIVING LLC,2638 JUPITER BLVD SW,,PALM BAY,FL,32908,Brevard,(321) 368-5611,2638 JUPITER BLVD SW,,PALM BAY,FL,32908,Brevard,LICENSED,HOUSE OF LIGHT SENIOR LIVING  LLC,8/23/2012,VIVIENE MOORE,5,For-Profit,houseoflightseniorlivingalf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-99,11942969,5976,3/7/2017,3/6/2019,Assisted Living Facility,HOUSE THAT FAITH BUILT (THE),1105 MELBA CT,,LARGO,FL,33770,Pinellas,(727) 584-7353,1105 MELBA CT,,LARGO,FL,33770,Pinellas,LICENSED,CEDAR PROPERTIES ,9/16/1994,KAREN HUMM,10,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-100,11968945,12778,1/11/2016,1/10/2018,Assisted Living Facility,HOWARD HOME CARE ALF INC,7001 N HOWARD AVE,,TAMPA,FL,33604,Hillsborough,,7001 N HOWARD AVE,,TAMPA,FL,33604,Hillsborough,LICENSED,HOWARD HOME CARE ALF INC,11/12/2015,CARLOS A DIAZ-RIVERO,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-101,52961029,6905152,5/4/2016,5/3/2018,Adult Family Care Home,HOWELL  KEVIN LORNE,6410 P G A DR,,N FT MYERS,FL,33917-3295,Lee,(239) 731-9007,6410 P G A DR,,N FT MYERS,FL,33917-3295,Lee,LICENSED,KEVIN LORNE HOWELL,5/13/1998,KEVIN LORNE HOWELL,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-102,11911325,5886,8/1/2017,7/31/2019,Assisted Living Facility,HPLS ASSISTED LIVING INC,300 EAST KALEY AVENUE,,ORLANDO,FL,32806,Orange,(407) 704-7960,300 E. KALEY AVE.,,ORLANDO,FL,32806,Orange,LICENSED,HPLS ASSISTED LIVING INC.,8/1/2005,MARY BRIDGGITE TATEM,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-103,11964978,9482,3/24/2017,3/23/2019,Assisted Living Facility,HUMBLE CARE ALF,14651 S.W. 161  STREET,,MIAMI,FL,33177,Miami-Dade,(305) 255-9880,14651 S.W. 161  STREET,,MIAMI,FL,33177,Miami-Dade,LICENSED,HUMBLE CARE  INC.,12/20/2002,GAIL THERESE CREARY,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-104,11968114,12064,9/15/2017,9/14/2019,Assisted Living Facility,HUMPHREY ALF INC,4010 W HUMPHREY ST,,TAMPA,FL,33614-1914,Hillsborough,(813) 405-8875,4010 W HUMPHREY ST,,TAMPA,FL,33614-1914,Hillsborough,LICENSED,HUMPHREY ALF  INC.,6/2/2011,ERIC NUNEZ,6,For-Profit,www.humphreyassistediving.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-105,52963354,6906899,4/3/2017,4/2/2019,Adult Family Care Home,HUNTER  JENNIFER SUSAN,1150 NE COUNTY RD 255,,LEE,FL,32059,Madison,(850) 519-2658,P O BOX 9458,,LEE,FL,32059,Madison,LICENSED,LONNIE LUTHER HUNTER,1/6/2017,JENNIFER SUSAN HUNTER,2,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-106,52963283,6906849,4/5/2016,4/4/2018,Adult Family Care Home,HYPPOLITE-ALPHONSE  LISE I,1542 PROVIDENCE CIR,,ORLANDO,FL,32818,Orange,(321) 948-8533,1542 PROVIDENCE CIR,,ORLANDO,FL,32818,Orange,LICENSED,LISE I HYPPOLITE-ALPHONSE,1/8/2016,LISE I HYPPOLITE-ALPHONSE,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-107,11966923,11032,6/6/2017,6/5/2019,Assisted Living Facility,I & G ASSISTED LIVING FACILITY  INC.,6560 HARBOUR RD,,N LAUDERDALE,FL,33068-3838,Broward,(954) 580-1006,6560 HARBOUR RD,,N LAUDERDALE,FL,33068-3838,Broward,LICENSED,I & G ASSISTED LIVING FACILITY  INC.,4/2/2007,IMOGENE YVETTE JOHNSON,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-108,11966382,10579,1/11/2015,1/10/2017,Assisted Living Facility,IBIS HOME CARE INC,15088 SW 71ST LN,,MIAMI,FL,33193-1911,Miami-Dade,(786) 483-7927,15088 SW 71ST LN,,MIAMI,FL,33193-1911,Miami-Dade,IN REVIEW,IBIS HOME CARE INC.,12/15/2004,LAZARO J. PEREZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-109,11967074,11187,12/14/2015,12/13/2017,Assisted Living Facility,IDALMIS RESIDENCE INC,3530 SW 12TH STREET,,MIAMI,FL,33135,Miami-Dade,(305) 446-5720,3530 SW 12TH STREET,,MIAMI,FL,33135,Miami-Dade,LICENSED,IDALMIS RESIDENCE  INC,9/4/2007,YANETT RODRIGUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-110,11968547,12451,12/30/2015,12/29/2017,Assisted Living Facility,IDEAL CARE ALF,612 SPRING OAK CIRCLE,,ORLANDO,FL,32828,Orange,(407) 913-7769,612 SPRING OAK CIRCLE,,ORLANDO,FL,32828,Orange,LICENSED,BLANCA FLORES,8/23/2013,BLANCA FLORES,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-111,11967164,11246,2/25/2016,2/24/2018,Assisted Living Facility,IDEAL HOME CARE INC,13841 SW 152ND CT,,MIAMI,FL,33196-5016,Miami-Dade,(305) 972-4443,13841 SW 152ND CT,,MIAMI,FL,33196-5016,Miami-Dade,LICENSED,IDEAL HOME CARE INC,11/29/2007,MANUEL CALZADILLA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-112,11967203,11233,2/8/2016,2/7/2018,Assisted Living Facility,IMMACULATE HOUSE AT COUNTRYSIDE,2542 COUNTRYSIDE PINES DRIVE,,CLEARWATER,FL,33761,Pinellas,(727) 934-4310,3823 PENDLEBURY DRIVE,,PALM HARBOR,FL,34685,Pinellas,LICENSED,JBA SERVICES INC.,1/6/2008,JOANNE BOCK-ACKERMAN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-113,11968719,12912,10/4/2016,10/3/2018,Assisted Living Facility,IMMACULEE HOME CARE,5758 OAK HILL MANOR DR,,ORLANDO,FL,32839,Orange,(407) 496-4316,5758 OAK HILL MANOR DR,,ORLANDO,FL,32839,Orange,LICENSED,IMMACULEE HOME CARE  LLC,6/10/2016,MAUREEN NICHOLAS-CHANCE,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-114,11967777,11750,3/8/2016,3/7/2018,Assisted Living Facility,INASMUCH ASSISTED LIVING FACILITY INC,1007 WEST WRIGHT STREET,,PENSACOLA,FL,32501,Escambia,(850) 438-7177,1007 WEST WRIGHT STREET,,PENSACOLA,FL,32501,Escambia,LICENSED,INASMUCH ASSISTED LIVING FACILITY INC,1/5/2010,VERA SULLIVAN,6,Not-For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-115,11967326,11368,7/3/2016,7/2/2018,Assisted Living Facility,INDEPENDENT LIVING WITH CARE INC,3165 SW FAMBROUGH ST,,PORT ST LUCIE,FL,34953-4541,St. Lucie,(772) 878-1010,3165 SW FAMBROUGH ST,,PORT ST LUCIE,FL,34953-4541,St. Lucie,LICENSED,INDEPENDENT LIVING WITH CARE  INC,7/3/2008,TISA FORTE,6,Not-For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-116,11968587,12464,1/31/2016,1/30/2018,Assisted Living Facility,INDIAN SHORE MANOR  LLC,1611 INDIAN SHORE DR,,CLERMONT,FL,34711,Lake,(352) 708-5006,1611 INDIAN SHORE DR,,CLERMONT,FL,34711,Lake,LICENSED,INDIAN SHORE MANOR  LLC,10/16/2013,MERITA THOMAS-MASON,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-117,11969054,12885,8/8/2016,8/7/2018,Assisted Living Facility,INNOVATE ASSISTED LIVING FACILITY  LLC,5586 SE COLLINS AVE,,STUART,FL,34997,Martin,(305) 321-1904,2336 CENTER STONE LANE,,RIVIERA BEACH,FL,33404,Palm Beach,LICENSED,INNOVATE ASSISTED LIVING FACILITY LLC,6/7/2016,NAVIA BLACKWOOD,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-118,11968978,12889,8/22/2016,8/21/2018,Assisted Living Facility,INTEGRITY GROUP HOME CORPORATION,15025 MONROE ST,,MIAMI,FL,33176,Miami-Dade,(786) 205-7753,15025 MONROE ST,,MIAMI,FL,33176,Miami-Dade,LICENSED,INTEGRITY GROUP HOME CORPORATION,1/27/2016,MAUREEN N JAMES,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-119,11964828,9336,8/31/2016,8/30/2018,Assisted Living Facility,IONIE'S ASSISTED LIVING,3447 ALISSA COURT,,ORLANDO,FL,32808,Orange,(407) 293-7967,3447 ALISSA COURT,,ORLANDO,FL,32808,Orange,LICENSED,IONIE FISHER,5/20/1998,IONIE FISHER,7,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-120,11966707,10871,8/8/2016,8/7/2018,Assisted Living Facility,IONIE'S ASSISTED LIVING II,3120 HAMMERSMITH ROAD,,ORLANDO,FL,32818,Orange,(407) 296-7163,3120 HAMMERSMITH ROAD,,ORLANDO,FL,32818,Orange,LICENSED,IONIE FISHER,5/8/2006,IONIE FISHER,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-121,11968615,12652,4/9/2017,4/8/2019,Assisted Living Facility,IRIS MANOR  LLC,1295 DELTONA BLVD,,DELTONA,FL,32725,Volusia,(917) 543-7474,1295 DELTONA BLVD,,DELTONA,FL,32725,Volusia,LICENSED,IRIS MANOR  LLC,4/9/2015,MARY MICHELLE ARSNEAULT,6,For-Profit,www.myirismanor.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-122,11966820,11007,4/30/2017,4/29/2019,Assisted Living Facility,IRVING'S PLACE OF LOVING CARE,4561 SW 36TH ST,,WEST PARK,FL,33023-5511,Broward,(954) 989-0273,4561 SW 36TH ST,,WEST PARK,FL,33023-5511,Broward,LICENSED,LOUISE IRVING,11/9/2006,AUDRIANNA R FRANKSON,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-123,11965470,9874,7/5/2016,7/4/2018,Assisted Living Facility,ISA ADULT CARE,7020 SW 107 AVENUE,,MIAMI,FL,33173,Miami-Dade,(305) 598-9610,7020 SW 107 AVENUE,,MIAMI,FL,33173,Miami-Dade,LICENSED,ISA ADULT HOME CARE INC,3/19/2004,RAYSI HERNANDEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-124,11965168,9623,8/14/2015,8/13/2017,Assisted Living Facility,ISA ADULT HOME CARE INC,4363 SW 146TH AVE,,MIAMI,FL,33175-6862,Miami-Dade,(305) 392-0354,4363 SW 146TH AVE,,MIAMI,FL,33175-6862,Miami-Dade,IN REVIEW,ISA ADULT HOME CARE INC,8/14/2003,CARMEN MARQUEZ,6,For-Profit,,Assisted Living Facilities,US
