row_id,Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location,Country
USA-NY-45-AdultCare-45-AdultCare-314,Sunrise of Holbrook,320 Patchogne-Holbrook Road,Suffolk,Holbrook,11741,(631) 289-8400,(631) 289-8484,AF0820B,"GWC - Holbrook, Inc.",700-F-925,109,0,109,109,25,AH,PPHA,MARO,"320 Patchogne-Holbrook Road
Holbrook, NY 11741
(40.78525225100003, -73.04236370199999)",USA
USA-NY-45-AdultCare-45-AdultCare-315,Palisade Gardens,185 Palisade Avenue,Westchester,Yonkers,10703,(914) 966-1300,(914) 423-2264,AF0350A,"Orzel, Israel",800-F-971,106,0,0,0,0,AH,PPHA,MARO,"185 Palisade Avenue
Yonkers, NY 10703
(40.94035151800006, -73.89333614999998)",USA
USA-NY-45-AdultCare-45-AdultCare-316,Ken-Ton Presbyterian Village EHP,3735 Delaware Avenue,Erie,Kenmore,14217,(716) 874-6070,(716) 874-1455,AF0544A,Presbyterian Homes Of Western New York,240-S-089,49,0,0,0,0,EHP,NFP,WRO,"3735 Delaware Avenue
Kenmore, NY 14217
(42.98578410600004, -78.87297454199995)",USA
USA-NY-45-AdultCare-45-AdultCare-317,Emeritus at the Landing of Queensbury,27 Woodvale Road,Warren,Queensbury,12804,(518) 793-5556,(518) 793-9863,AF0125B,Wegman Family (Glens Falls) LLC V,750-S-003,88,0,0,0,0,EHP,PPHA,CDRO,"27 Woodvale Road
Queensbury, NY 12804
(43.33433799900007, -73.66204244199997)",USA
USA-NY-45-AdultCare-45-AdultCare-318,The Bristal at East Meadow,40 Merrick Ave.,Nassau,East Meadow,11554,(516) 542-0800,(516) 465-0165,AF0416A,"Engel Burman Senior Housing at East Meadow, Inc.",400-S-299,151,0,0,0,0,EHP,PPHA,MARO,"40 Merrick Ave.
East Meadow, NY 11554
(40.72155146000006, -73.57639227199996)",USA
USA-NY-45-AdultCare-45-AdultCare-319,Adirondack Manor HFA D.B.A Scotia Mansion,39 Wallace Street,Schenectady,Scotia,12302,(518) 346-6458,(518) 346-3458,AF0002A,"Kane, James E.",650-F-078,49,25,0,0,0,AH/ALP,PPHA,CDRO,"39 Wallace Street
Scotia, NY 12302
(42.83310133800006, -73.96011746199997)",USA
USA-NY-45-AdultCare-45-AdultCare-320,Heritage Manor of Ransomville Assisted Living Program,3509 Ransomville Road,Niagara,Ransomville,14131,(716) 791-4211,(716) 791-3398,AF0510D,"Heritage Ransomville Management, LLC",500-F-099,142,79,0,0,0,AH/ALP,PPHA,WRO,"3509 Ransomville Road
Ransomville, NY 14131
(43.24444208400007, -78.90945230999995)",USA
USA-NY-45-AdultCare-45-AdultCare-321,The Knolls,55 Grasslands Road,Westchester,Valhalla,10595,(914) 989-7878,(914) 989-7818,AF0602B,The Bethel Methodist Home,800-S-155,12,0,0,0,0,EHP,NFP,MARO,"55 Grasslands Road
Valhalla, NY 10595
(41.069990620000056, -73.78298584599997)",USA
USA-NY-45-AdultCare-45-AdultCare-322,Robinson Terrace Senior Living,One Buntline Drive,Delaware,Stamford,12167,(607) 652-2960,(607) 652-2962,AF0690A,"Stamford Health Care Society, Inc.",220-E-012,60,30,0,0,0,AH/ALP,NFP,CDRO,"One Buntline Drive
Stamford, NY 12167
(42.40353999200005, -74.62029427299996)",USA
USA-NY-45-AdultCare-45-AdultCare-323,Kendal at Ithaca,2230 North Triphammer Road,Tompkins,Ithaca,14850,(607) 266-5300,(607) 266-5353,AF0167A,"Kendal at Ithaca, Inc.",730-E-005,36,0,36,36,0,AH,NFP,CNYRO,"2230 North Triphammer Road
Ithaca, NY 14850
(42.47552693700004, -76.48180966199999)",USA
USA-NY-45-AdultCare-45-AdultCare-324,Gurwin Jewish Fay J. Lindner Residence,50 Hauppauge Road,Suffolk,Commack,11725,(631) 715-8500,(631) 715-8580,AF0260A,"Gurwin Jewish - Fay J. Lindner Residences, Inc.",700-S-289,200,0,200,50,0,EHP,NFP,MARO,"50 Hauppauge Road
Commack, NY 11725
(40.82838443500003, -73.29797395299994)",USA
USA-NY-45-AdultCare-45-AdultCare-325,Highland Assisted Living at Village View,1 Grove Street,Ulster,Highland,12528,(845) 691-8399,(845) 691-2390,AF0266B,The New Village View LLC,740-F-080,80,80,0,0,0,AH/ALP,PPHA,MARO,"1 Grove Street
Highland, NY 12528
(41.71971233100004, -73.96629979599999)",USA
USA-NY-45-AdultCare-45-AdultCare-326,The New Golden Acres SP LLC,35 Prospect Street,Rockland,Spring Valley,10977,(845) 356-2440,(845) 356-4158,AF0253C,The New Goldern Acres SP LLC,620-F-091,79,79,0,0,0,AH/ALP,PPHA,MARO,"35 Prospect Street
Spring Valley, NY 10977
(41.11817741500005, -74.03961873299994)",USA
USA-NY-45-AdultCare-45-AdultCare-327,Frewsburg Rest Home,106 West Main Street,Chautauqua,Frewsburg,14738,(716) 483-2876,(716) 483-2832,AF0497B,"Frewsburg Rest Home, Inc.",060-F-035,81,81,0,0,0,AH/ALP,PPHA,WRO,"106 West Main Street
Frewsburg, NY 14738
(42.052695483000036, -79.16538149999997)",USA
USA-NY-45-AdultCare-45-AdultCare-328,The Bristal at Lake Success,69 North Service Road,Nassau,Lake Success,11020,(516) 600-1800,(516) 600-1900,AF0750A,EB Care at Lake Success LLC,400-F-337,110,0,110,50,110,AH,PPHA,MARO,"69 North Service Road
Lake Success, NY 11020
(40.76991553800008, -73.70671633199998)",USA
USA-NY-45-AdultCare-45-AdultCare-329,Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP,653 Bay Road,Warren,Queensbury,12804,(518) 761-0176,(518) 761-0338,AF0003A,"Kane, James E.",750-F-046,60,45,0,0,0,AH/ALP,PPHA,CDRO,"653 Bay Road
Queensbury, NY 12804
(43.35353461600005, -73.65667940799995)",USA
USA-NY-45-AdultCare-45-AdultCare-330,Island Assisted Living,800-820 Front Street,Nassau,Hempstead,11550,(516) 564-1100,(516) 564-5353,AF0715A,Newco ALP Inc.,400-E-295,200,200,0,0,0,AH/ALP,NFP,MARO,"800-820 Front Street
Hempstead, NY 11550
(40.70935050200006, -73.60160399999995)",USA
USA-NY-45-AdultCare-45-AdultCare-331,Braemar Living at Medford,1529 North Ocean Avenue,Suffolk,Medford,11763,(631) 289-0600,(631) 682-0622,AF0660A,Medford Hamlet LLC,700-F-921,200,200,0,0,0,AH/ALP,PPHA,MARO,"1529 North Ocean Avenue
Medford, NY 11763
(40.81056113900007, -73.01964738699996)",USA
USA-NY-45-AdultCare-45-AdultCare-332,Chenango Valley Home,24 Canasawacta Street,Chenango,Norwich,13815,(607) 334-6598,(607) 336-6625,AF0026A,"The Chenango Valley Home, Inc.",080-E-002,32,0,0,0,0,AH,NFP,CNYRO,"24 Canasawacta Street
Norwich, NY 13815
(42.53167842900007, -75.53078497599995)",USA
USA-NY-45-AdultCare-45-AdultCare-333,Judson Meadows,39 Swaggertown Road,Schenectady,Glenville,12302,(518) 831-2400,(518) 831-2405,AF0711A,"Baptist Health Enriched Housing Program, Inc.",650-S-009,80,10,70,70,0,EHP/ALP,NFP,CDRO,"39 Swaggertown Road
Glenville, NY 12302
(42.84571489600006, -73.94869108999995)",USA
USA-NY-45-AdultCare-45-AdultCare-334,Sunrise of Fleetwood,500 North Columbus Avenue,Westchester,Mount Vernon,10552,(914) 667-5660,(914) 665-1488,AF0815A,"SZR New York LH, Inc.",800-F-995,136,0,136,136,30,AH,PPHA,MARO,"500 North Columbus Avenue
Mount Vernon, NY 10552
(40.92654619800004, -73.82102609999998)",USA
USA-NY-45-AdultCare-45-AdultCare-335,"Evergreen Court Home for Adults SP, LLC",65 Lafayette Street,Rockland,Spring Valley,10977,(845) 356-7700,(845) 352-6244,AF0201C,"Evergreen Court Home for Adults SP, LLC",620-F-078,200,200,0,0,0,AH/ALP,PPHA,MARO,"65 Lafayette Street
Spring Valley, NY 10977
(41.11574083600004, -74.03968631699996)",USA
USA-NY-45-AdultCare-45-AdultCare-336,Jeffersonville Senior Living,4806 Route 52,Sullivan,Jeffersonville,12748,(845) 482-4375,(845) 627-5405,AF0281B,"JJJ Yabut, LLC",710-F-060,49,0,0,0,0,AH,PPHA,MARO,"4806 Route 52
Jeffersonville, NY 12748
(41.77995838500004, -74.92889266099996)",USA
USA-NY-45-AdultCare-45-AdultCare-337,Brandywine Assisted Living at The Savoy,55-15 Little Neck Parkway,Queens,Little Neck,11362,(718) 423-7900,(718) 423-5050,AF0380B,"Brandywine Assisted Living at The Savoy, LLC",590-S-305,160,0,160,160,37,EHP,PPHA,MARO,"55-15 Little Neck Parkway
Little Neck, NY 11362
(40.765038065000056, -73.72442806299995)",USA
USA-NY-45-AdultCare-45-AdultCare-338,Five Star Premier Residences of Yonkers,537 Riverdale Avenue,Westchester,Yonkers,10705,(914) 709-1234,(914) 378-9062,AF0272C,D & R Yonkers LLC,800-F-992,40,0,40,18,40,AH,PPHA,MARO,"537 Riverdale Avenue
Yonkers, NY 10705
(40.91360962600004, -73.90235827199996)",USA
USA-NY-45-AdultCare-45-AdultCare-339,Samuel F. Vilas Home,61 Beekman Street,Clinton,Plattsburgh,12901,(518) 563-4960,(518) 563-5406,AF0106A,Samuel F. Vilas Home,090-E-002,44,0,0,0,0,AH,NFP,CDRO,"61 Beekman Street
Plattsburgh, NY 12901
(44.69903161900004, -73.46654163299996)",USA
USA-NY-45-AdultCare-45-AdultCare-340,Hazel L. Carpenter Home,533 Main Street,Madison,Oneida,13421,(315) 363-1470,(315) 363-0839,AF0055A,"The Hazel L. Carpenter Home, Inc.",360-E-005,23,0,0,0,0,AH,NFP,CNYRO,"533 Main Street
Oneida, NY 13421
(43.08342150000004, -75.64476501899998)",USA
USA-NY-45-AdultCare-45-AdultCare-341,Brookdale Bassett Park,111 Saint Gregory Court,Erie,Williamsville,14221,(716) 689-2394,(716) 689-2763,AF0447C,"Painted Post, LLC",240-F-883,80,0,0,0,0,AH,PPHA,WRO,"111 Saint Gregory Court
Williamsville, NY 14221
(42.99381445100005, -78.72722601199996)",USA
USA-NY-45-AdultCare-45-AdultCare-342,"Absolut at Orchard Brooke, LLC",6060 Armor Road,Erie,Orchard Park,14127,(716) 662-6753,(716) 662-6752,AF0537C,"Absolut at Orchard Brooke, LLC",240-F-878,80,0,0,0,0,AH,PPHA,WRO,"6060 Armor Road
Orchard Park, NY 14127
(42.75124529400006, -78.76270557199996)",USA
USA-NY-45-AdultCare-45-AdultCare-343,The Vincent Bove Center at Jefferson Ferry,One Jefferson Ferry Drive,Suffolk,South Setauket,11720,(631) 650-2600,(631) 650-2620,AF0424A,"Active Retirement Community, Inc.",700-S-291,87,0,87,87,0,EHP,PPHA,MARO,"One Jefferson Ferry Drive
South Setauket, NY 11720
(40.89847675900006, -73.07794102399998)",USA
USA-NY-45-AdultCare-45-AdultCare-344,The Arbors at Westbury,45 Jericho Turnpike,Nassau,Jericho,11753,(516) 333-6400,(516) 876-0473,AF0434C,"Arcadia Management, Inc.",400-F-307,200,0,200,0,0,AH,PPHA,MARO,"45 Jericho Turnpike
Jericho, NY 11753
(40.778007080000066, -73.56411172099996)",USA
USA-NY-45-AdultCare-45-AdultCare-345,Sage Harbor at Baywinde,100 Kidd Castle Way,Monroe,Webster,14580,(585) 670-7000,(585) 787-2249,AF0549B,"SL Sage Harbor, LLC",370-F-236,88,0,88,0,24,AH,PPHA,WRO,"100 Kidd Castle Way
Webster, NY 14580
(43.19297947200005, -77.50893463799997)",USA
USA-NY-45-AdultCare-45-AdultCare-346,Atria West 86,333 West 86th Street,New York,New York,10024,(212) 712-0200,(212) 712-0690,AF0675B,"ATR New York LH, Inc.",420-S-389,189,0,0,0,0,EHP,PPHA,MARO,"333 West 86th Street
New York, NY 10024
(40.78953315200005, -73.97933083699996)",USA
USA-NY-45-AdultCare-45-AdultCare-347,Brookdale Lakewood,220 Southwestern Drive,Chautauqua,Lakewood,14750,(716) 665-2414,(716) 665-2978,AF0525A,"Painted Post Properties, Inc.",060-S-001,100,0,0,0,0,EHP,PPHA,WRO,"220 Southwestern Drive
Lakewood, NY 14750
(42.09422319300006, -79.29510103199993)",USA
USA-NY-45-AdultCare-45-AdultCare-348,The Bixby Home,8342 North Main Street P.O. Box 419,Seneca,Interlaken,14847,(607) 532-4488,(607) 532-4487,AF0656A,"Deborah Bixby, Richard Bixby",680-F-010,24,0,0,0,0,AH,PPHA,WRO,"8342 North Main Street P.O. Box 419
Interlaken, NY 14847
(42.62002274400004, -76.72499019899999)",USA
USA-NY-45-AdultCare-45-AdultCare-349,Christian Fellowship House,369 Split Rock Road,Nassau,Syosset,11791,(516) 922-6040,(516) 922-6130,AF0224A,Christian Fellowship,400-E-264,45,0,0,0,0,AH,NFP,MARO,"369 Split Rock Road
Syosset, NY 11791
(40.83813290400008, -73.51422909099995)",USA
USA-NY-45-AdultCare-45-AdultCare-350,Pearl Garden Manor,36 Locust Avenue,Suffolk,Islip,11751,(631) 859-3228,(631) 277-1081,AF0356C,"Nadi, Habiba",700-F-911,26,0,0,0,0,AH,PPHA,MARO,"36 Locust Avenue
Islip, NY 11751
(40.730441323000036, -73.21295791399996)",USA
USA-NY-45-AdultCare-45-AdultCare-351,The Terrace at The Eddy Memorial,2256 Burdett Avenue,Rensselaer,Troy,12180,(518) 274-9890,(518) 274-5407,AF0605A,"James A. Eddy Memorial Geriatric Center, Inc.",600-S-001,69,0,0,0,0,EHP,NFP,CDRO,"2256 Burdett Avenue
Troy, NY 12180
(42.735153249000064, -73.67087903399994)",USA
USA-NY-45-AdultCare-45-AdultCare-352,"HomeLife at Folts-Claxton, LLC.",104 North Washington Street,Herkimer,Herkimer,13350,(315) 866-6964,(315) 866-6760,AF0042C,"HomeLife at Folts-Claxton, LLC",320-E-008,80,0,0,0,0,AH,NFP,CNYRO,"104 North Washington Street
Herkimer, NY 13350
(43.026958611000055, -74.98528080999995)",USA
USA-NY-45-AdultCare-45-AdultCare-353,Tennyson Court,49 Tennyson Court,Erie,Williamsville,14221,(716) 632-9496,(716) 632-1822,AF0565B,"Tennyson Court, LLC",240-F-874,93,0,93,0,49,AH,PPHA,WRO,"49 Tennyson Court
Williamsville, NY 14221
(42.971130251000034, -78.69883243399994)",USA
USA-NY-45-AdultCare-45-AdultCare-354,The Athenaeum of Skaneateles,150 Genesee Street,Onondaga,Skaneateles,13152,(315) 685-1400,(315) 685-1407,AF0661A,"Peregrine Properties of Skaneateles, LLC",520-F-159,16,0,0,0,0,AH,PPHA,CNYRO,"150 Genesee Street
Skaneateles, NY 13152
(42.944531608000034, -76.41881433099996)",USA
USA-NY-45-AdultCare-45-AdultCare-355,"Hawthorne Ridge, Inc.",30 Community Way,Rensselaer,East Greenbush,12061,(518) 833-1111,(518) 477-2906,AF0649A,"Hawthorne Ridge, Inc.",600-E-114,66,0,66,0,54,AH,NFP,CDRO,"30 Community Way
East Greenbush, NY 12061
(42.61655245800006, -73.69495845899996)",USA
USA-NY-45-AdultCare-45-AdultCare-356,"DOJ Assisted Living Program, Inc.",1160 Teller Avenue,Bronx,Bronx,10456,(718) 293-1500,(347) 505-7099,AF0720A,"Daughters of Jacob Nursing Home Company, Inc.",020-E-140,70,70,0,0,0,AH/ALP,NFP,MARO,"1160 Teller Avenue
Bronx, NY 10456
(40.831708097000046, -73.91191130399994)",USA
USA-NY-45-AdultCare-45-AdultCare-357,Brookdale Niskayuna,1786 Union Street,Schenectady,Niskayuna,12309,(518) 346-6935,(518) 381-3945,AF0869A,"WW Niskayuna Operator, Inc.",650-S-071,110,0,110,110,0,EHP,PPHA,CDRO,"1786 Union Street
Niskayuna, NY 12309
(42.80139258000003, -73.89745538099999)",USA
USA-NY-45-AdultCare-45-AdultCare-358,Rodden Home,15 Wittridge Street,Suffolk,Lake Ronkonkoma,11779,(631) 585-1906,(631) 585-1906,AF0373A,"Patkowski, Matthew",700-F-109,23,0,0,0,0,AH,PPHA,MARO,"15 Wittridge Street
Lake Ronkonkoma, NY 11779
(40.819432472000074, -73.10952308499998)",USA
USA-NY-45-AdultCare-45-AdultCare-359,The Bristal at Holtsville,5535 Expressway Drive North,Suffolk,Holtsville,11742,(631) 732-2300,(631) 828-3601,AF0740A,EB Care at Farmingville LLC,700-S-309,166,0,166,50,40,EHP,PPHA,MARO,"5535 Expressway Drive North
Holtsville, NY 11742
(40.823575737000056, -73.02575323199994)",USA
USA-NY-45-AdultCare-45-AdultCare-360,"Bayview Rest Home, LLC",143 East Main Street,Suffolk,Babylon,11702,(631) 661-3292,(631) 661-3292,AF0204B,"Bayview Rest Home, LLC",700-F-908,75,0,0,0,0,AH,PPHA,MARO,"143 East Main Street
Babylon, NY 11702
(40.69704248700003, -73.32064249699994)",USA
USA-NY-45-AdultCare-45-AdultCare-361,Fox Run at Orchard Park,One Fox Run Lane,Erie,Orchard Park,14127,(716) 662-5001,(716) 662-6985,AF0662A,"Orchard Park CCRC, Inc.",240-S-111,52,0,52,0,18,EHP,NFP,WRO,"One Fox Run Lane
Orchard Park, NY 14127
(42.76174532600004, -78.77246811799995)",USA
USA-NY-45-AdultCare-45-AdultCare-362,Home of the Good Shepherd Saratoga,394-402 Church Street,Saratoga,Saratoga Springs,12866,(518) 450-7360,(518) 450-7525,AF0738A,"The Church Aid of the Protestant Episcopal Church in the Town of Saratoga Springs, Inc.",640-E-042,105,0,105,57,0,AH,NFP,CDRO,"394-402 Church Street
Saratoga Springs, NY 12866
(43.08697685300007, -73.82152123599997)",USA
USA-NY-45-AdultCare-45-AdultCare-363,The Bristal at Armonk,90 Business Park Drive,Westchester,Armonk,10504,(914) 269-2375,(914) 219-5873,AF0712A,Armonk Senior Care LLC,800-S-151,171,0,171,55,40,EHP,PPHA,MARO,"90 Business Park Drive
Armonk, NY 10504
(41.12160683800005, -73.70821319699996)",USA
USA-NY-45-AdultCare-45-AdultCare-364,Brookdale Fairport,7 Chardonnay Drive,Monroe,Fairport,14450,(585) 425-0210,(585) 425-0213,AF0541C,"Painted Post, LLC",370-F-233,80,0,0,0,0,AH,PPHA,WRO,"7 Chardonnay Drive
Fairport, NY 14450
(43.06795575600006, -77.43631926699999)",USA
USA-NY-45-AdultCare-45-AdultCare-365,St. Mary's Manor,60 Doughty Boulevard,Nassau,Inwood,11096,(516) 250-3234,,AF0651A,"St. Mary's Manor for Senior Citizen Housing Development Fund Company, Inc.",400-S-312,28,0,0,0,0,EHP,NFP,MARO,"60 Doughty Boulevard
Inwood, NY 11096
(40.61352356800006, -73.74578721499995)",USA
USA-NY-45-AdultCare-45-AdultCare-366,Beacon Pointe Memory Care Community,1 Emma Lane,Saratoga,Clifton Park,12065,(518) 371-2200,(518) 371-5151,AF0029C,"Peregrine Properties of Upstate, LLC",640-F-042,52,0,0,0,0,AH,PPHA,CDRO,"1 Emma Lane
Clifton Park, NY 12065
(42.867093487000034, -73.79577333899994)",USA
USA-NY-45-AdultCare-45-AdultCare-367,Clark Manor House,318 Fort Hill Avenue,Ontario,Canandaigua,14424,(585) 394-0965,(585) 394-3575,AF0469A,Clark Manor House,530-E-002,17,0,0,0,0,AH,NFP,WRO,"318 Fort Hill Avenue
Canandaigua, NY 14424
(42.899681470000075, -77.27368323799999)",USA
USA-NY-45-AdultCare-45-AdultCare-368,Symphony Living at Dunkirk,319 Washington Avenue,Chautauqua,Dunkirk,14048,(716) 366-2066,(716) 366-0545,AF0559B,"Comprehensive at Dunkirk, LLC",060-F-042,45,0,0,0,0,AH,PPHA,WRO,"319 Washington Avenue
Dunkirk, NY 14048
(42.48429918200003, -79.33318729299998)",USA
USA-NY-45-AdultCare-45-AdultCare-369,Sunrise of New City,233 North Main Street,Rockland,New City,10956,(845) 708-7855,(845) 708-7858,AF0802A,"SZR New York LH, Inc.",620-F-089,120,0,120,120,48,AH,PPHA,MARO,"233 North Main Street
New City, NY 10956
(41.159544391000054, -73.98857936099995)",USA
USA-NY-45-AdultCare-45-AdultCare-370,Spring Valley Rest Home,184 South Pascack Road,Rockland,Nanuet,10954,(845) 623-5040,(845) 623-5004,AF0400A,"Daos, Myrna A.",620-F-071,32,0,0,0,0,AH,PPHA,MARO,"184 South Pascack Road
Nanuet, NY 10954
(41.08988663300005, -74.03462454199996)",USA
USA-NY-45-AdultCare-45-AdultCare-371,Olsen Rest,P.O. Box 256 366 Gibbs Pond,Suffolk,Nesconset,11767,(631) 588-5676,(631) 588-5676,AF0345A,"Olsen, George Jr.",700-F-223,40,0,0,0,0,AH,PPHA,MARO,"P.O. Box 256 366 Gibbs Pond
Nesconset, NY 11767
(40.84071082300005, -73.13685918399995)",USA
USA-NY-45-AdultCare-45-AdultCare-372,St. Columban's on the Lake,"2546 Lake Road, Route 5",Chautauqua,Silver Creek,14136,(716) 934-4515,(716) 934-3919,AF0555A,"St Columban's on the Lake, Home for Well-Aged Inc.",060-E-008,57,0,0,0,0,AH,NFP,WRO,"2546 Lake Road, Route 5
Silver Creek, NY 14136
(42.53298388300004, -79.23269974499993)",USA
USA-NY-45-AdultCare-45-AdultCare-373,Mount Alverno Center,20 Grand Street,Orange,Warwick,10990,(845) 986-2267,(845) 986-3604,AF0322A,"St. Francis Center At The Knolls, Inc.",540-E-051,85,55,0,0,0,AH/ALP,NFP,MARO,"20 Grand Street
Warwick, NY 10990
(41.26254040300006, -74.36229323199996)",USA
USA-NY-45-AdultCare-45-AdultCare-374,The Courtyards LLC,5285 South Park Avenue,Erie,Hamburg,14075,(716) 649-9111,(716) 649-3553,AF0480B,The Courtyards LLC,240-F-872,133,0,0,0,0,AH,PPHA,WRO,"5285 South Park Avenue
Hamburg, NY 14075
(42.75343049000003, -78.82470782399997)",USA
USA-NY-45-AdultCare-45-AdultCare-375,Bida Adult Home,4 Washington Park Rd,Chenango,Oxford,13830,(607) 843-6769,(607) 843-6874,AF0017A,"Lyons, William J.",080-F-010,28,0,0,0,0,AH,PPHA,CNYRO,"4 Washington Park Rd
Oxford, NY 13830
(42.44005894600008, -75.59131808099994)",USA
USA-NY-45-AdultCare-45-AdultCare-376,Mary Agnes Manor ALP,307 Porter Avenue,Erie,Buffalo,14201,(716) 881-0565,(716) 881-0582,AF0532B,"Mary Agnes Manor, LLC",240-F-868,230,52,230,0,96,AH/ALP,PPHA,WRO,"307 Porter Avenue
Buffalo, NY 14201
(42.90191024600006, -78.89089724699994)",USA
USA-NY-45-AdultCare-45-AdultCare-377,Brooklyn Adult Care Center,2830 Pitkin Avenue,Kings,Brooklyn,11208,(718) 235-0900,(718) 235-5916,AF0213B,"Gefen ACF, LLC",331-F-278,210,200,0,0,0,AH/ALP,PPHA,MARO,"2830 Pitkin Avenue
Brooklyn, NY 11208
(40.675954674000025, -73.86776821399997)",USA
USA-NY-45-AdultCare-45-AdultCare-378,Walden Place,839 Bennie Rd.,Cortland,Cortland,13045,(607) 756-8101,(607) 756-2357,AF0585B,"SL Walden, LLC",210-F-030,86,0,86,86,20,AH,PPHA,CNYRO,"839 Bennie Rd.
Cortland, NY 13045
(42.56483345100003, -76.21915313199997)",USA
USA-NY-45-AdultCare-45-AdultCare-379,The Fountains at RiverVue,1 River Vue Place,Westchester,Tuckahoe,10707,(914) 768-6000,(914) 768-6020,AF0419A,"The Fountains Operating Company (NY), Inc.",800-F-981,141,0,141,141,24,AH,PPHA,MARO,"1 River Vue Place
Tuckahoe, NY 10707
(40.95356756500007, -73.82859819999999)",USA
USA-NY-45-AdultCare-45-AdultCare-380,Memory Garden,560 Fairmount Avenue,Chautauqua,Jamestown,14701,(716) 483-2876,(716) 483-2832,AF0687B,"Memory Garden at Tanglewood, Inc.",060-F-040,56,56,56,,56,AH/ALP,PPHA,WRO,"560 Fairmount Avenue
Jamestown, NY 14701
(42.09711252900007, -79.27222039099996)",USA
USA-NY-45-AdultCare-45-AdultCare-381,The Landing of Brighton,1350 Westfall Road,Monroe,Rochester,14618,(585) 295-1852,(585) 242-0744,AF0716A,"WRP Operating, LLC",370-S-195,121,0,121,44,34,EHP,PPHA,WRO,"1350 Westfall Road
Rochester, NY 14618
(43.11568045900003, -77.58261471399999)",USA
USA-NY-45-AdultCare-45-AdultCare-382,Seniorfirst Assisted Living at Valley Manor,1530 East Avenue,Monroe,Rochester,14610,(585) 770-1953,(585) 442-6177,AF0685A,Presbyterian Resident Center Corporation,370-S-853,13,0,13,0,0,EHP,NFP,WRO,"1530 East Avenue
Rochester, NY 14610
(43.14736506100007, -77.56296423899994)",USA
USA-NY-45-AdultCare-45-AdultCare-383,The Springvale Inn,62 Springvale Rd.,Westchester,Croton-on-Hudson,10520,(914) 739-4404,(914) 941-0115,AF0611A,"Living Independently for the Elderly, Inc.",800-S-129,125,0,125,0,0,EHP,NFP,MARO,"62 Springvale Rd.
Croton-on-Hudson, NY 10520
(41.232457698000076, -73.91655724199995)",USA
USA-NY-45-AdultCare-45-AdultCare-384,Grandeville Senior Living Community,555 Maiden Lane,Monroe,Rochester,14616,(585) 621-6160,(585) 621-8002,AF0504B,"Grandeville Senior Living Community, LLC",370-F-230,140,0,140,30,35,AH,PPHA,WRO,"555 Maiden Lane
Rochester, NY 14616
(43.223729527000046, -77.65701299999995)",USA
USA-NY-45-AdultCare-45-AdultCare-385,"Valley Residential Services, Inc.",161 Valley Drive,Herkimer,Herkimer,13350,(315) 219-5700,(315) 866-0016,AF0719A,"Valley Health Services, Inc.",320-S-001,48,36,0,0,0,EHP/ALP,NFP,CNYRO,"161 Valley Drive
Herkimer, NY 13350
(43.02890969100008, -75.00523539199997)",USA
USA-NY-45-AdultCare-45-AdultCare-386,Eden Heights of West Seneca,3030 Clinton Street,Erie,West Seneca,14224,(716) 822-4466,(716) 822-5107,AF0486B,"Eden Management of West Seneca, Inc.",240-F-848,120,0,0,0,0,AH,PPHA,WRO,"3030 Clinton Street
West Seneca, NY 14224
(42.860490370000036, -78.76517670399994)",USA
USA-NY-45-AdultCare-45-AdultCare-387,Moses Ludington Adult Care Facility,1019 Wicker Street,Essex,Ticonderoga,12883,(518) 585-3871,(518) 585-2576,AF0608A,"Moses Ludington Nursing Home Company, Inc.",260-E-008,23,0,0,0,0,AH,NFP,CDRO,"1019 Wicker Street
Ticonderoga, NY 12883
(43.84953613000005, -73.43559110699994)",USA
USA-NY-45-AdultCare-45-AdultCare-388,The Meadows,2650 North Forest Road,Erie,Getzville,14068,(716) 639-3311,(716) 689-0002,AF0731A,"Menorah Campus Adult Home, Inc.",240-S-123,48,0,0,0,0,EHP,PPHA,WRO,"2650 North Forest Road
Getzville, NY 14068
(43.014476459000036, -78.78505265999996)",USA
USA-NY-45-AdultCare-45-AdultCare-389,"Hyde Park Assisted Living Facility, Inc.",394 Violet Avenue,Dutchess,Hyde Park,12538,(845) 204-9572,(845) 204-9575,AF0744A,"Hyde Park Assisted Living Facility, Inc.",230-F-282,78,48,0,0,0,AH/ALP,PPHA,MARO,"394 Violet Avenue
Hyde Park, NY 12538
(41.74517948700003, -73.91149581199994)",USA
USA-NY-45-AdultCare-45-AdultCare-390,White Plains Guest Home for Adults,32 Ridgeview Avenue,Westchester,White Plains,10606,(914) 949-8984,(914) 949-0802,AF0436B,"Family Services of Westchester, Inc.",800-E-134,15,0,0,0,0,AH,NFP,MARO,"32 Ridgeview Avenue
White Plains, NY 10606
(41.021525387000054, -73.78036468499994)",USA
USA-NY-45-AdultCare-45-AdultCare-391,Canterbury Woods,725 Renaissance Drive,Erie,Williamsville,14221,(716) 929-5150,(716) 929-5812,AF0462A,Episcopal Church Home & Affiliates Life Care Com.,240-S-106,32,0,32,32,9,EHP,NFP,WRO,"725 Renaissance Drive
Williamsville, NY 14221
(42.99609548400008, -78.69866787899997)",USA
