row_id,Facility Name,Address,City,Postal Code,Province,Country,Accommodation Type,Number of Units,Funding Source,Operator,Contact Phone,Fax,Last Visit Date,Last Visit Type,Original Issue Date,Licence Issue Date,Licence Expiry Date,Licence Type,ASL Facility ID
Canada-AB-27-AB-SupportiveLiving-output-75,VERMILION HEALTH CENTRE,5720 50 Avenue,VERMILION,T9X 1K7,AB,Canada,Long Term Care Accommodation,48,Health,ALBERTA HEALTH SERVICES,(780) 853-3207,N/A,8-Dec-16,Inspection Visit,9-Jun-09,1-Jan-17,31-Dec-19,3 Year - Full,70037874
Canada-AB-27-AB-SupportiveLiving-output-76,GALAHAD CARE CENTRE,102 Lady Helen Avenue East,GALAHAD,T0B 1R0,AB,Canada,Long Term Care Accommodation,20,Health,ALBERTA HEALTH SERVICES,(780) 888-3742,N/A,7-Mar-17,Inspection Visit,9-Jul-09,1-Apr-17,31-Mar-18,Full,70037887
Canada-AB-27-AB-SupportiveLiving-output-77,MANNVILLE CARE CENTRE,5007 46 Street,MANNVILLE,T0B 2W0,AB,Canada,Long Term Care Accommodation,22,Health,ALBERTA HEALTH SERVICES,(780) 763-3107,(780) 763-3678,20-Oct-16,Inspection Visit,23-Nov-09,15-Nov-16,31-Oct-17,Full,70037890
Canada-AB-27-AB-SupportiveLiving-output-78,TOFIELD HEALTH CENTRE,5543 44 Street,TOFIELD,T0B 4J0,AB,Canada,Long Term Care Accommodation,49,Health,ALBERTA HEALTH SERVICES,(780) 662-3930,N/A,12-Sep-17,Follow-Up Visit,9-Jun-09,1-Sep-17,30-Sep-17,Conditional,70037905
Canada-AB-27-AB-SupportiveLiving-output-79,VEGREVILLE CARE CENTRE,4525 50 Street,VEGREVILLE,T9A 0A1,AB,Canada,Long Term Care Accommodation,59,Health,ALBERTA HEALTH SERVICES,(780) 603-4201,N/A,11-Oct-16,Inspection Visit,30-Dec-09,1-Nov-16,31-Oct-17,Full,70037921
Canada-AB-27-AB-SupportiveLiving-output-80,WAINWRIGHT HEALTH CENTRE,530 6 Avenue,WAINWRIGHT,T9W 1R6,AB,Canada,Long Term Care Accommodation,58,Health,ALBERTA HEALTH SERVICES,(780) 806-2003,(780) 842-4290,20-Oct-16,Inspection Visit,9-Jun-09,1-Nov-16,31-Oct-18,2 Year - Full,70037934
Canada-AB-27-AB-SupportiveLiving-output-81,KILLAM HEALTH CARE CENTRE,5203 49 Avenue,KILLAM,T0B 2L0,AB,Canada,Long Term Care Accommodation,44,Health,COVENANT HEALTH,(780) 385-3291,(780) 385-3901,6-Sep-17,Inspection Visit,9-Jun-09,30-Mar-17,28-Feb-18,Full,70037947
Canada-AB-27-AB-SupportiveLiving-output-82,BETHANY MEADOWS,4209 55 Street,CAMROSE,T4V 1Y6,AB,Canada,Long Term Care Accommodation,65,Health,BETHANY NURSING HOME OF CAMROSE,(780) 679-2008,(780) 679-2001,11-Jan-17,Mini Inspection Visit,9-Jun-09,1-Feb-16,31-Jan-18,2 Year - Full,70037950
Canada-AB-27-AB-SupportiveLiving-output-83,LOUISE JENSEN CARE CENTRE,5400 46 Avenue,CAMROSE,T4V 4P8,AB,Canada,Long Term Care Accommodation,65,Health,BETHANY NURSING HOME OF CAMROSE,(780) 679-2008,(780) 679-2001,18-Jan-17,Inspection Visit,9-Jun-09,1-Feb-17,31-Jan-18,Full,70037963
Canada-AB-27-AB-SupportiveLiving-output-84,ROSEHAVEN CARE CENTRE,4612 53 Street,CAMROSE,T4V 1Y6,AB,Canada,Long Term Care Accommodation,75,Health,BETHANY NURSING HOME OF CAMROSE,(780) 679-2008,(780) 679-2001,12-Jan-17,Inspection Visit,9-Jun-09,1-Sep-17,30-Sep-17,Conditional,70037992
Canada-AB-27-AB-SupportiveLiving-output-85,BETHANY COLLEGESIDE,99 College Circle,RED DEER,T4R 0M3,AB,Canada,Long Term Care Accommodation,112,Health,BETHANY CARE SOCIETY,(403) 357-3704,(403) 341-5613,10-Jan-17,Inspection Visit,9-Jun-09,1-Feb-17,31-Jan-20,3 Year - Full,70038026
Canada-AB-27-AB-SupportiveLiving-output-86,LAMONT HEALTH CARE CENTRE,5216 53 Street,LAMONT,T0B 2R0,AB,Canada,Long Term Care Accommodation,101,Health,THE UNITED CHURCH OF CANADA C/O LAMONT HEALTH CARE CENTRE,(780) 895-2211,N/A,15-Jun-17,Inspection Visit,17-Sep-09,1-Jul-17,30-Sep-17,Conditional,70038055
Canada-AB-27-AB-SupportiveLiving-output-87,DR. COOKE EXTENDED CARE CENTRE,3915 56 Avenue,LLOYDMINSTER,T9V 1N9,AB,Canada,Long Term Care Accommodation,50,Health,PRAIRIE NORTH REGIONAL HEALTH AUTHORITY,(780) 871-7904,N/A,16-Aug-17,Mini Inspection Visit,1-Mar-10,1-Sep-16,31-Aug-18,2 Year - Full,70038068
Canada-AB-27-AB-SupportiveLiving-output-88,MARY IMMACULATE CARE CENTRE,Polomark Drive and 53 Street,MUNDARE,T0B 3H0,AB,Canada,Long Term Care Accommodation,30,Health,COVENANT HEALTH,(780) 764-3730,(780) 603-4431,9-Aug-17,Inspection Visit,9-Jun-09,1-Sep-17,31-Aug-19,2 Year - Full,70038071
Canada-AB-27-AB-SupportiveLiving-output-89,ISLAY ASSISTED LIVING,5016 53 Street,ISLAY,T0B 2J0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,18,Health,ALBERTA HEALTH SERVICES,(780) 853-3207,N/A,16-May-17,Mini Inspection Visit,12-May-09,1-Jun-16,31-May-19,3 Year - Full,70038084
Canada-AB-27-AB-SupportiveLiving-output-90,EXTENDICARE VIKING,5020 57 Avenue,VIKING,T0B 4N0,AB,Canada,Long Term Care Accommodation,60,Health,EXTENDICARE (CANADA) INC.,(780) 336-4790,N/A,13-Dec-16,Inspection Visit,9-Jun-09,1-Jan-17,31-Dec-17,Full,70038128
Canada-AB-27-AB-SupportiveLiving-output-91,BENTLEY CARE CENTRE,4834 52 Avenue,BENTLEY,T0C 0J0,AB,Canada,Long Term Care Accommodation,15,Health,ALBERTA HEALTH SERVICES,(403) 748-4115,N/A,7-Sep-17,Mini Inspection Visit,9-Jun-09,1-Sep-16,31-Aug-18,2 Year - Full,70038131
Canada-AB-27-AB-SupportiveLiving-output-92,BRETON HEALTH CENTRE,4919 49 Avenue,BRETON,T0C 0P0,AB,Canada,Long Term Care Accommodation,23,Health,ALBERTA HEALTH SERVICES,(780) 696-4725,N/A,5-Apr-17,Inspection Visit,9-Jun-09,1-May-17,30-Apr-20,3 Year - Full,70038144
Canada-AB-27-AB-SupportiveLiving-output-93,OUR LADY OF THE ROSARY HOSPITAL,5402 47 Street,CASTOR,T0C 0X0,AB,Canada,Long Term Care Accommodation,20,Health,COVENANT HEALTH,(403) 882-3434,(403) 882-2751,2-Feb-17,Inspection Visit,9-Jun-09,1-Mar-17,28-Feb-18,Full,70038157
Canada-AB-27-AB-SupportiveLiving-output-94,CONSORT HOSPITAL AND CARE CENTRE,5402 52 Avenue,CONSORT,T0C 1B0,AB,Canada,Long Term Care Accommodation,15,Health,ALBERTA HEALTH SERVICES,(403) 577-3555,N/A,8-Aug-17,Inspection Visit,23-Oct-09,1-Sep-17,31-Aug-18,Full,70038160
Canada-AB-27-AB-SupportiveLiving-output-95,CORONATION HOSPITAL AND CARE CENTRE,5000 Municipal Road,CORONATION,T0C 1C0,AB,Canada,Long Term Care Accommodation,23,Health,ALBERTA HEALTH SERVICES,(403) 578-3803,(403) 578-3474,9-Aug-17,Inspection Visit,23-Oct-09,1-Sep-17,31-Aug-19,2 Year - Full,70038173
Canada-AB-27-AB-SupportiveLiving-output-96,DRAYTON VALLEY HOSPITAL AND CARE CENTRE,4550 Madsen Avenue,DRAYTON VALLEY,T7A 1N8,AB,Canada,Long Term Care Accommodation,50,Health,ALBERTA HEALTH SERVICES,(780) 514-7181,(780) 514-7179,31-Jul-17,Inspection Visit,9-Jun-09,1-Sep-17,31-Oct-17,Conditional,70038186
Canada-AB-27-AB-SupportiveLiving-output-97,DRUMHELLER HEALTH CENTRE,351  9 Street NW,DRUMHELLER,T0J 0Y1,AB,Canada,Long Term Care Accommodation,95,Health,ALBERTA HEALTH SERVICES,(403) 820-7245,(403) 820-7887,4-Oct-16,Mini Inspection Visit,1-Mar-10,1-Nov-14,31-Oct-17,3 Year - Full,70038204
Canada-AB-27-AB-SupportiveLiving-output-98,HANNA HEALTH CENTRE,904 Centre Street North,HANNA,T0J 1P0,AB,Canada,Long Term Care Accommodation,61,Health,ALBERTA HEALTH SERVICES,(403) 854-3331,(403) 854-3253,4-Oct-16,Inspection Visit,1-Mar-10,1-Nov-16,31-Oct-17,Full,70038306
Canada-AB-27-AB-SupportiveLiving-output-99,INNISFAIL HEALTH CENTRE,5023 42 Street,INNISFAIL,T4G 1A9,AB,Canada,Long Term Care Accommodation,77,Health,ALBERTA HEALTH SERVICES,(403) 227-7390,(403) 227-7399,19-Jul-17,Inspection Visit,9-Jun-09,1-Aug-17,30-Sep-17,Conditional,70038319
Canada-AB-27-AB-SupportiveLiving-output-100,LACOMBE HOSPITAL AND CARE CENTRE,5430 47 Avenue,LACOMBE,T4L 1G8,AB,Canada,Long Term Care Accommodation,75,Health,ALBERTA HEALTH SERVICES,(403) 786-4944,N/A,8-Aug-17,Follow-Up Visit,28-Jul-09,1-Sep-17,30-Sep-17,Conditional,70038322
Canada-AB-27-AB-SupportiveLiving-output-101,WESTVIEW CARE COMMUNITY,PO Box 220,LINDEN,T0M 1J0,AB,Canada,Long Term Care Accommodation,37,Health,"CHURCH OF GOD IN CHRIST, MENNONITE, LINDEN, ALBERTA",(403) 546-3966,(403) 546-4061,3-Oct-16,Mini Inspection Visit,1-Jan-10,1-Nov-14,31-Oct-17,3 Year - Full,70038335
Canada-AB-27-AB-SupportiveLiving-output-102,OLDS HOSPITAL AND CARE CENTRE,3901 57 Avenue,OLDS,T4H 1T4,AB,Canada,Long Term Care Accommodation,45,Health,ALBERTA HEALTH SERVICES,(403) 507-8110,N/A,21-Feb-17,Inspection Visit,1-Mar-10,1-Sep-17,30-Sep-17,Conditional,70038348
Canada-AB-27-AB-SupportiveLiving-output-103,PONOKA HOSPITAL AND CARE CENTRE,5800 57 Avenue,PONOKA,T4J 1P1,AB,Canada,Long Term Care Accommodation,28,Health,ALBERTA HEALTH SERVICES,(403) 704-8320,(403) 704-8807,10-Jan-17,Inspection Visit,1-Mar-10,1-Feb-17,31-Jan-18,Full,70038351
Canada-AB-27-AB-SupportiveLiving-output-104,RIMBEY HOSPITAL AND CARE CENTRE,Box 440,RIMBEY,T0C 2J0,AB,Canada,Long Term Care Accommodation,83,Health,ALBERTA HEALTH SERVICES,(403) 843-7807,(403) 843-2506,24-May-17,Mini Inspection Visit,9-Jun-09,1-May-16,30-Apr-19,3 Year - Full,70038408
Canada-AB-27-AB-SupportiveLiving-output-105,STETTLER HOSPITAL AND CARE CENTRE,5912 47 Avenue,STETTLER,T0C 2L0,AB,Canada,Long Term Care Accommodation,46,Health,ALBERTA HEALTH SERVICES,(403) 740-8614,N/A,9-Jan-17,Inspection Visit,1-Mar-10,13-Apr-17,31-Jan-18,Full,70038424
Canada-AB-27-AB-SupportiveLiving-output-106,SUNDRE HOSPITAL AND CARE CENTRE,709 1 Street NE,SUNDRE,T0M 1X0,AB,Canada,Long Term Care Accommodation,5,Health,ALBERTA HEALTH SERVICES,(403) 636-6276,(403) 636-6282,14-Mar-17,Inspection Visit,1-Dec-09,1-Sep-17,30-Sep-17,Conditional,70038437
Canada-AB-27-AB-SupportiveLiving-output-107,THREE HILLS HEALTH CENTRE,1504 2 Street North,THREE HILLS,T0M 2A0,AB,Canada,Long Term Care Accommodation,23,Health,ALBERTA HEALTH SERVICES,(403) 443-8011,N/A,5-Oct-16,Inspection Visit,1-Mar-10,1-Mar-17,31-Oct-17,Full,70038440
Canada-AB-27-AB-SupportiveLiving-output-108,ST. MARY'S HEALTH CARE CENTRE,451 Dechauney Avenue,TROCHU,T0M 2C0,AB,Canada,Long Term Care Accommodation,28,Health,COVENANT HEALTH,(403) 442-3955,(403) 442-3945,17-Jan-17,Mini Inspection Visit,9-Jun-09,1-Jan-16,31-Dec-17,2 Year - Full,70038453
Canada-AB-27-AB-SupportiveLiving-output-109,WETASKIWIN HOSPITAL AND CARE CENTRE,6910 47 Street,WETASKIWIN,T9A 3N3,AB,Canada,Long Term Care Accommodation,106,Health,ALBERTA HEALTH SERVICES,(780) 312-3721,(780) 361-4066,20-Dec-16,Inspection Visit,17-Dec-09,10-Feb-17,31-Dec-17,Full,70038466
Canada-AB-27-AB-SupportiveLiving-output-110,BETHANY SYLVAN LAKE,4700 47 Avenue,SYLVAN LAKE,T4S 2M3,AB,Canada,Long Term Care Accommodation,40,Health,BETHANY CARE SOCIETY,(403) 887-7741,N/A,13-Jan-17,Inspection Visit,30-Apr-09,19-Apr-17,31-Jan-18,Full,70038500
Canada-AB-27-AB-SupportiveLiving-output-111,NORTHCOTT CARE CENTRE,4209 48 Avenue,PONOKA,T5J 1P4,AB,Canada,Long Term Care Accommodation,72,Health,QUALICARE HEALTH SERVICES CORPORATION,(403) 783-4764,(403) 783-6420,24-Aug-17,Inspection Visit,9-Jun-09,1-Sep-17,31-Aug-20,3 Year - Full,70038526
Canada-AB-27-AB-SupportiveLiving-output-112,EXTENDICARE VULCAN,715 2 Avenue South,VULCAN,T0L 2B0,AB,Canada,Long Term Care Accommodation,46,Health,EXTENDICARE (CANADA) INC.,(403) 485-2022,N/A,20-Mar-17,Inspection Visit,9-Jun-09,1-Apr-17,31-Mar-18,Full,70038542
Canada-AB-27-AB-SupportiveLiving-output-113,BOW VIEW MANOR,4628 Montgomery Boulevard NW,CALGARY,T3B 0K7,AB,Canada,Long Term Care Accommodation,237,Health,THE BRENDA STRAFFORD FOUNDATION LTD.,(403) 288-4446,N/A,18-May-17,Follow-Up Visit,9-Jun-09,30-May-17,30-Apr-18,Full,70038628
Canada-AB-27-AB-SupportiveLiving-output-114,WENTWORTH MANOR - THE COURT,5709 14 Avenue SW,CALGARY,T3H 3M2,AB,Canada,Long Term Care Accommodation,73,Health,THE BRENDA STRAFFORD FOUNDATION LTD.,(403) 686-8605,(403) 686-8702,14-Dec-16,Inspection Visit,1-Jan-10,17-Jan-17,31-Dec-17,Full,70006448
Canada-AB-27-AB-SupportiveLiving-output-115,CAREWEST DR. VERNON FANNING CENTRE,722 16th Avenue NE,CALGARY,T2E 6V7,AB,Canada,Long Term Care Accommodation,190,Health,CAREWEST,(403) 944-0118,N/A,10-Nov-16,Inspection Visit,6-Nov-09,1-Dec-16,30-Nov-17,Full,70038644
Canada-AB-27-AB-SupportiveLiving-output-116,CAREWEST GEORGE BOYACK,1203 Centre Avenue NE,CALGARY,T2E 0A5,AB,Canada,Long Term Care Accommodation,221,Health,CAREWEST,(403) 944-0118,N/A,7-Nov-16,Inspection Visit,1-Nov-09,1-Dec-16,30-Nov-17,Full,70038657
Canada-AB-27-AB-SupportiveLiving-output-117,CAREWEST ROYAL PARK,4222 Sarcee Road SW,CALGARY,T3E 7J8,AB,Canada,Long Term Care Accommodation,50,Health,CAREWEST,(403) 944-0118,N/A,8-Nov-16,Inspection Visit,1-Nov-09,1-Dec-16,30-Nov-17,Full,70038660
Canada-AB-27-AB-SupportiveLiving-output-118,CAREWEST SARCEE,3504 Sarcee Road SW,CALGARY,T3E 4T4,AB,Canada,Long Term Care Accommodation,85,Health,CAREWEST,(403) 944-0118,N/A,23-Aug-17,Complaint Investigation,1-Nov-09,1-Dec-16,30-Nov-17,Full,70038673
Canada-AB-27-AB-SupportiveLiving-output-119,CAREWEST SIGNAL POINTE,6363 Simcoe Road SW,CALGARY,T3H 4M3,AB,Canada,Long Term Care Accommodation,54,Health,CAREWEST,(403) 944-0118,N/A,15-Nov-16,Inspection Visit,1-Nov-09,1-Dec-16,30-Nov-17,Full,70038686
Canada-AB-27-AB-SupportiveLiving-output-120,BOW CREST CARE CENTRE,"5927 Bowness Road, NW",CALGARY,T3B 0C7,AB,Canada,Long Term Care Accommodation,150,Health,REVERA LONG TERM CARE INC.,(403) 288-2373,N/A,9-Feb-17,Inspection Visit,1-Feb-10,24-May-17,28-Feb-18,Full,70038699
Canada-AB-27-AB-SupportiveLiving-output-121,MOUNT ROYAL CARE CENTRE,1813 9 Street SW,CALGARY,T2T 3C2,AB,Canada,Long Term Care Accommodation,89,Health,REVERA LONG TERM CARE INC.,(403) 244-8994,(403) 244-5939,8-Feb-17,Inspection Visit,9-Jun-09,1-Mar-17,28-Feb-18,Full,70038717
Canada-AB-27-AB-SupportiveLiving-output-122,MCKENZIE TOWNE CONTINUING CARE CENTRE,80 Promenade Way SE,CALGARY,T2Z 3R4,AB,Canada,Long Term Care Accommodation,150,Health,REVERA LONG TERM CARE INC.,(403) 508-9808,N/A,31-May-17,Complaint Investigation,9-Jun-09,9-Mar-17,28-Feb-18,Full,70038720
Canada-AB-27-AB-SupportiveLiving-output-123,EXTENDICARE CEDARS VILLA,3330 8 Avenue SW,CALGARY,T3C 0E7,AB,Canada,Long Term Care Accommodation,248,Health,EXTENDICARE (CANADA) INC.,(403) 249-8915,(403) 246-7561,1-Mar-17,Complaint Investigation,1-Jan-10,1-Feb-17,31-Jan-18,Full,70038733
Canada-AB-27-AB-SupportiveLiving-output-124,VULCAN COMMUNITY HEALTH CENTRE,610 Elizabeth Street S,VULCAN,T0L 2B0,AB,Canada,Long Term Care Accommodation,15,Health,ALBERTA HEALTH SERVICES,(403) 485-3303,N/A,22-Nov-16,Inspection Visit,12-Jun-09,1-Dec-16,30-Nov-17,Full,70038746
Canada-AB-27-AB-SupportiveLiving-output-125,EXTENDICARE HILLCREST,1512 8 Avenue NW,CALGARY,T2N 1C1,AB,Canada,Long Term Care Accommodation,112,Health,EXTENDICARE (CANADA) INC.,(403) 485-2022,(403) 485-2879,13-Jan-17,Inspection Visit,1-Jan-10,1-Feb-17,31-Jan-20,3 Year - Full,70038759
Canada-AB-27-AB-SupportiveLiving-output-126,FATHER LACOMBE CARE CENTRE,270 Providence Boulevard SE,CALGARY,T2X 0V6,AB,Canada,Long Term Care Accommodation,114,Health,FATHER LACOMBE CARE SOCIETY,(403) 254-6275,(403) 254-6298,22-Nov-16,Mini Inspection Visit,1-Dec-09,1-Dec-15,30-Nov-17,2 Year - Full,70038762
Canada-AB-27-AB-SupportiveLiving-output-127,CLIFTON MANOR,4726 8 Avenue SE,CALGARY,T2A 0A8,AB,Canada,Long Term Care Accommodation,250,Health,THE BRENDA STRAFFORD FOUNDATION LTD.,(403) 272-9831,N/A,15-Mar-17,Complaint Investigation,8-Oct-09,6-Feb-17,31-Dec-17,Full,70038775
Canada-AB-27-AB-SupportiveLiving-output-128,CHINOOK CARE CENTRE,1261 Glenmore Trail SW,CALGARY,T2V 4Y8,AB,Canada,Long Term Care Accommodation,220,Health,INTERCARE CORPORATE GROUP INC.,(403) 252-0141,(403) 253-0292,31-Jul-17,Complaint Investigation,9-Jun-09,1-Apr-17,31-Mar-20,3 Year - Full,70038791
Canada-AB-27-AB-SupportiveLiving-output-129,SOUTHWOOD CARE CENTRE,"211 Heritage Drive, SE",CALGARY,T2H 1M9,AB,Canada,Long Term Care Accommodation,231,Health,INTERCARE CORPORATE GROUP INC.,(403) 252-1194,N/A,2-Mar-17,Mini Inspection Visit,9-Jun-09,1-Apr-15,31-Mar-18,3 Year - Full,70038806
Canada-AB-27-AB-SupportiveLiving-output-130,GLAMORGAN NURSING HOME,105 Galbraith Drive SW,CALGARY,T3E 4Z5,AB,Canada,Long Term Care Accommodation,52,Health,TRAVOIS HOLDINGS LTD.,(403) 242-5911,N/A,6-Jun-17,Inspection Visit,1-Jul-09,1-Jul-17,30-Jun-19,2 Year - Full,70038893
Canada-AB-27-AB-SupportiveLiving-output-131,NEWPORT HARBOUR CARE CENTRE,10 Country Village Cove NE,CALGARY,T3K 6B4,AB,Canada,Long Term Care Accommodation,129,Health,PARK PLACE SENIORS LIVING INC.,(403) 567-5102,(403) 567-5105,22-Nov-16,Inspection Visit,1-Dec-09,1-Dec-16,30-Nov-19,3 Year - Full,70038908
Canada-AB-27-AB-SupportiveLiving-output-132,WING KEI CARE CENTRE,1212 Centre Street NE,CALGARY,T2E 2R4,AB,Canada,Long Term Care Accommodation,145,Health,CHINESE CHRISTIAN WING KEI NURSING HOME ASSOCIATION,(403) 277-7433,(403) 230-3857,21-Sep-16,Inspection Visit,1-Oct-09,1-Oct-16,30-Sep-19,3 Year - Full,70038911
Canada-AB-27-AB-SupportiveLiving-output-133,WILLOW CREEK CONTINUING CARE CENTRE,4221 8 Street West,CLARESHOLM,T0L 0T0,AB,Canada,Long Term Care Accommodation,99,Health,ALBERTA HEALTH SERVICES,(403) 625-3361,N/A,30-Aug-17,Follow-Up Visit,12-Jun-09,1-Sep-17,31-Oct-17,Conditional,70038937
Canada-AB-27-AB-SupportiveLiving-output-134,ST. MARTHA'S PLACE/BANFF MINERAL SPRINGS HOSPITAL,305 Lynx Street,BANFF,T1L 1H7,AB,Canada,Long Term Care Accommodation,25,Health,COVENANT HEALTH,(403) 760-7231,N/A,22-Feb-17,Inspection Visit,9-Jun-09,1-Mar-17,28-Feb-18,Full,70038966
Canada-AB-27-AB-SupportiveLiving-output-135,OILFIELDS GENERAL HOSPITAL (RISING SUN LTC),717 Government Road,BLACK DIAMOND,T0L 0H0,AB,Canada,Long Term Care Accommodation,30,Health,ALBERTA HEALTH SERVICES,(403) 933-2222,N/A,14-Jul-17,Inspection Visit,10-Dec-09,1-Aug-17,31-Jul-19,2 Year - Full,70038979
Canada-AB-27-AB-SupportiveLiving-output-136,CANMORE GENERAL HOSPITAL (GOLDEN EAGLE VIEW LTC),1100 Hospital Place,CANMORE,T1W 1N9,AB,Canada,Long Term Care Accommodation,23,Health,ALBERTA HEALTH SERVICES,(403) 678-7188,N/A,2-Feb-17,Inspection Visit,9-Jun-09,1-Mar-17,28-Feb-18,Full,70038982
Canada-AB-27-AB-SupportiveLiving-output-137,DIDSBURY DISTRICT HEALTH SERVICES,1210 20 Avenue,DIDSBURY,T0M 0W0,AB,Canada,Long Term Care Accommodation,20,Health,ALBERTA HEALTH SERVICES,(403) 335-7208,N/A,28-Feb-17,Follow-Up Visit,9-Jun-09,15-Jun-17,28-Feb-18,Full,70038995
Canada-AB-27-AB-SupportiveLiving-output-138,HIGH RIVER GENERAL HOSPITAL,560 9 Avenue SW,HIGH RIVER,T1V 1B3,AB,Canada,Long Term Care Accommodation,50,Health,ALBERTA HEALTH SERVICES,(403) 601-1764,N/A,16-Mar-17,Complaint Investigation,1-Sep-09,1-Oct-16,30-Sep-17,Full,70039003
Canada-AB-27-AB-SupportiveLiving-output-139,CENTRAL PEACE HEALTH COMPLEX,5010 45 Avenue,SPIRIT RIVER,T0H 3G0,AB,Canada,Long Term Care Accommodation,15,Health,ALBERTA HEALTH SERVICES,(780) 864-4709,(780) 864-3495,16-Feb-17,Inspection Visit,9-Jun-09,1-Mar-17,28-Feb-18,Full,70039118
Canada-AB-27-AB-SupportiveLiving-output-140,FAIRVIEW HEALTH COMPLEX (CONTINUING CARE CENTRE),10628 110 Street,FAIRVIEW,T0H 1L0,AB,Canada,Long Term Care Accommodation,64,Health,ALBERTA HEALTH SERVICES,(780) 835-6161,N/A,15-Feb-17,Inspection Visit,9-Jun-09,28-Mar-17,28-Feb-18,Full,70039121
Canada-AB-27-AB-SupportiveLiving-output-141,GRIMSHAW/BERWYN AND DISTRICT COMMUNITY HEALTH CENTRE,5621 Wilcox Road,GRIMSHAW,T0H 1W0,AB,Canada,Long Term Care Accommodation,19,Health,ALBERTA HEALTH SERVICES,(780) 332-6545,N/A,17-May-17,Inspection Visit,9-Jun-09,1-Jun-17,31-May-18,Full,70039176
Canada-AB-27-AB-SupportiveLiving-output-142,HYTHE CONTINUING CARE CENTRE,10307 100 Street,HYTHE,T0H 2C0,AB,Canada,Long Term Care Accommodation,30,Health,ALBERTA HEALTH SERVICES,(780) 356-3818,N/A,8-Mar-17,Inspection Visit,9-Jun-09,7-Jun-17,31-Mar-18,Full,70039189
Canada-AB-27-AB-SupportiveLiving-output-143,MANNING COMMUNITY HEALTH CENTRE,600 2 Street NE,MANNING,T0H 2M0,AB,Canada,Long Term Care Accommodation,16,Health,ALBERTA HEALTH SERVICES,(780) 836-7400,N/A,16-May-17,Inspection Visit,9-Jun-09,1-Sep-17,30-Sep-17,Conditional,70039210
Canada-AB-27-AB-SupportiveLiving-output-144,PEACE RIVER COMMUNITY HEALTH CENTRE (SUTHERLAND PLACE),10101 68 Street,PEACE RIVER,T8S 1T6,AB,Canada,Long Term Care Accommodation,39,Health,ALBERTA HEALTH SERVICES,(780) 618-3441,(780) 624-7569,15-May-17,Inspection Visit,9-Jun-09,24-Aug-17,30-Sep-17,Conditional,70039223
Canada-AB-27-AB-SupportiveLiving-output-145,VALLEYVIEW HEALTH CENTRE,4802 Highway Street East,VALLEYVIEW,T0H 3N0,AB,Canada,Long Term Care Accommodation,24,Health,ALBERTA HEALTH SERVICES,(780) 524-3356,N/A,7-Mar-17,Inspection Visit,9-Jun-09,27-Jul-17,31-Mar-18,Full,70039236
Canada-AB-27-AB-SupportiveLiving-output-146,MANOIR DU LAC,164 3 Avenue NW,MCLENNAN,T0H 2L0,AB,Canada,Long Term Care Accommodation,17,Health,INTEGRATED LIFE CARE INC.,(780) 324-2060,(780) 324-2513,16-Feb-17,Mini Inspection Visit,9-Jun-09,1-Mar-16,28-Feb-18,2 Year - Full,70040187
Canada-AB-27-AB-SupportiveLiving-output-147,ALLEN GRAY CONTINUING CARE,5005 28 Avenue,EDMONTON,T6L 7G1,AB,Canada,Long Term Care Accommodation,156,Health,THE GRAY HOUSE GUILD,(780) 469-9606,(780) 465-2073,2-Jun-17,Mini Inspection Visit,9-Jun-09,1-Jul-15,30-Jun-18,3 Year - Full,70039278
Canada-AB-27-AB-SupportiveLiving-output-148,CAPITAL CARE DICKINSFIELD,14225 94 Street NW,EDMONTON,T5E 6C6,AB,Canada,Long Term Care Accommodation,275,Health,CAPITAL CARE GROUP INC.,(780) 371-6525,N/A,15-Nov-16,Inspection Visit,6-Jul-09,22-Dec-16,30-Nov-17,Full,70039281
Canada-AB-27-AB-SupportiveLiving-output-149,CAPITAL CARE GRANDVIEW,6215 124 Street,EDMONTON,T6H 3V1,AB,Canada,Long Term Care Accommodation,135,Health,CAPITAL CARE GROUP INC.,(780) 496-7103,N/A,8-Nov-16,Inspection Visit,9-Jun-09,31-Jan-17,30-Nov-17,Full,70039294
Canada-AB-27-AB-SupportiveLiving-output-150,CAPITAL CARE LYNNWOOD,8740 165 Street,EDMONTON,T5R 2R8,AB,Canada,Long Term Care Accommodation,282,Health,CAPITAL CARE GROUP INC.,(780) 341-2301,N/A,22-Nov-16,Inspection Visit,13-Oct-09,16-Dec-16,30-Nov-17,Full,70039309
Canada-AB-27-AB-SupportiveLiving-output-151,CAPITAL CARE NORWOOD,10410 111 Avenue,EDMONTON,T5G 3A2,AB,Canada,Long Term Care Accommodation,16,Health,CAPITAL CARE GROUP INC.,(780) 496-3200,(780) 474-9806,10-Nov-16,Mini Inspection Visit,1-Oct-09,1-Dec-14,30-Nov-17,3 Year - Full,70039312
Canada-AB-27-AB-SupportiveLiving-output-152,CITADEL CARE CENTRE,25 Erin Ridge Road,ST. ALBERT,T8N 7K8,AB,Canada,Long Term Care Accommodation,129,Health,QUALICARE HEALTH SERVICES CORPORATION,(780) 418-6141,(780) 458-8563,22-Aug-17,Inspection Visit,4-Dec-09,1-Sep-17,31-Aug-20,3 Year - Full,70039325
