row_id,Licence #,First Issue Date,Licensee Name,Address Line 1,Address Line 2,city,Postal Code,Province,Country,Contact Phone,Fax,Primary Contact,Website,Email,Services Available,Resident Capacity,Automatic Sprinklers in All Suites?,Number of Suites with Automatic Sprinklers,Sprinkler Locations,facility_type
Canada-ON-1-ON-AssistedLiving-output-66,T0418,2/1/2015,Palermo G.P. Inc.,2121 Argentia Road,Unit 301,Mississauga,L5N 2X4,ON,Canada,905-582-0395,N/A,Mr. David Bird,http://www.verveseniorliving.com,gm.palermo@verveseniorliving.com,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",140,Yes,116,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbage Room, ",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-67,T0050,11/23/2012,Elgin Manor Communities Inc.,80 Elgin Mills Road E.,,Richmond Hill,L4C 0L3,ON,Canada,+1 905-770-7963,+1 905-737-7446,Ms. Michelle White,http://www.delmanor.com,mwhite@delmanor.com,"[True, True, False, False, False, True, True, True, True, True, True, True, True]",148,Yes,123,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-68,S0131,7/2/2013,Anfield Manor Inc.,73328 Parr Line,,Zurich,N0M 2T0,ON,Canada,+1 519-606-4663,+1 519-606-4664,N/A,,anfieldmanor@tcc.on.ca,"[True, True, True, False, False, False, False, True, False, True, False, False, False]",20,Yes,19,Common Resident Areas,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-69,N0162,3/27/2013,Carefor Health & Community Services,425 Cecelia Street,,Pembroke,K8A 1S7,ON,Canada,+1 613-732-9993,+1 613-732-2415,Mr. Steve Perry,http://www.carefor.ca,infopembroke@carefor.ca,"[True, True, True, True, False, True, True, True, False, True, True, False, True]",91,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-70,N0375,3/31/2015,HCN-Revera Lessee (Robertson House) LP,55 Standish Court,8th floor,Mississauga,L5R 4B2,ON,Canada,+1 613-721-0886,+1 613-721-0403,Ms. Shana Bond,http://Reveraliving.com/robertson,RobertsonHouse@reveraliving.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",109,Yes,109,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-71,T0139,2/6/2013,1249708 Ontario Inc.,148 Markham Road,,Scarborough,M1M 2Z8,ON,Canada,+1 416-264-3566,N/A,Ms. Marie-Josee Lafontaine,http://www.scarboroughretirement.ca,josee@scarboroughretirement.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",140,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-72,S0394,11/9/2015,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 519-979-9300,N/A, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",140,Yes,115,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-73,T0207,10/24/2012,Revera Long Term Care Inc.,5015 Spectrum Way,Unit 600,Mississauga,L4W 0E4,ON,Canada,+1 416-654-2889,+1 416-654-0217,Ms. Wendy Gilmour,http://reveraliving.com/bakercentre,bakercentre@reveraliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",93,Yes,93,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-74,S0387,10/28/2015,HCN-Revera Lessee (Plymouth) LP,"55 Standish Court, 8th Floor",,Mississauga,L5R 4B2,ON,Canada,+1 905-735-3322,+1 905-735-3311,Ms. Shana Bond,http://www.plymouthcordage.ca,terri.mcbean@reveraliving.com,"[True, False, False, True, False, False, True, True, False, True, False, False, True]",126,Yes,114,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage A",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-75,T0189,4/2/2014,Grace-Carman Sr. Citizen's Home Inc.,180 Sheridan Avenue,,Toronto,M6K 3C7,ON,Canada,+1 416-533-1155,N/A,N/A,,,"[False, True, False, False, False, False, True, True, False, False, False, True, False]",90,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-76,N0008,2/27/2017,Thorncliffe Place Retirement Home Ltd.,1 Thorncliffe Place,,Ottawa,K2H 9N9,ON,Canada,+1 613-596-3853,+1 613-596-6225, Adriana Olvera,http://www.thorncliffeplace.com,info@thorncliffeplace.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",75,Yes,67,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-77,S0391,11/30/2015,Carrington Place Facility Inc.,212 King Street W.,Unit 400,Toronto,M5H 1K5,ON,Canada,+1 905-648-0343,+1 905-648-9581,N/A,http://www.carringtonplaceretirement.ca,,"[True, True, True, True, False, True, True, True, False, True, False, False, True]",74,Yes,64,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-78,S0195,2/25/2014,1814124 Ontario Inc.,175-181 Niagara Street,,St. Catharines,L2R 4M1,ON,Canada,+1 905-687-3388,+1 905-687-4811,N/A,,sheila.niagaragardens@gmail.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",149,Some,61,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-79,T0463,2/19/2016,Agatha Jane Smith and Dudely Foster,15 Milford Crescent,,Brampton,L6S 3E3,ON,Canada,905-453-4090,N/A,N/A,,gth_smth@yahoo.com,"[True, True, True, True, False, True, True, True, False, False, False, False, True]",6,No,0,Boiler Room,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-80,S0169,4/12/2013,Rykka Care Centres LP,3760 14th Avenue,Suite 402,Markham,L3R 3T7,ON,Canada,+1 905-643-1795,+1 905-643-1085,N/A,,info@orchardterracecarecentre.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",78,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-81,S0201,9/12/2013,2301402 Ontario Inc.,465 Philip Street,Unit 206,Waterloo,N2L 6C7,ON,Canada,+1 519-227-1268,+1 519-227-4832,Mr. Murray Snedden,http://www.princegeorgerr.com,msnedden@marshallzehr.com,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",60,Yes,55,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-82,T0083,9/12/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-257-0095,+1 905-257-0036, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",200,Yes,147,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-83,T0480,10/1/2016,James Club Inc.,1670 Bayview Avenue,Unit 403,Toronto,M4G 3C2,ON,Canada,416-486-6711,+1 416-486-7122,N/A,,jger@retirementlifecommnities.com,"[False, False, False, False, False, False, True, True, False, False, False, True, True]",60,Yes,31,"Kitchen, Hallways, Dining Room, Common Resident Areas, Emergency Exits, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Parking Garage, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-84,S0038,11/23/2012,538414 Ontario Ltd,1 Pollard Drive,,Harrow,N0R 1G0,ON,Canada,+1 519-738-2286,+1 519-738-2101,Mrs. Carol Chisholm,http://www.harrowood.ca,harrowoodseniorscommunity@bellnet.ca,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",66,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-85,T0285,9/3/2013,Village by the Arboretum Inc.,325 Max Becker Drive,Unit 201,Kitchener,N2E 4H5,ON,Canada,226-251-3065,N/A,N/A,http://www.schlegelvillages.com,,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",255,Yes,211,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-86,S0173,11/23/2012,Village Care Holdings Inc. & Manorcare Holdings Inc.,518 Queens Avenue,,London,N6B 1Y7,ON,Canada,+1 519-433-4066,+1 519-433-0731, Francine Lacroix,http://www.queensvillage.ca,francine@queensvillage.ca,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",72,Yes,67,Common Resident Areas,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-87,S0148,9/5/2012,Steeves and Rozema Enterprises Limited,265 North Front Street,Unit 200,Sarnia,N7T 7X1,ON,Canada,+1 519-351-7220,+1 519-436-0360,Mr. Clarke Boddy,http://chatham.ontarioretirementcommunity.com,residence_thames@srgroup.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",80,Yes,72,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-88,N0395,10/28/2015,HCN-Revera Lessee (Lynwood) LP,"55 Standish Court, 8th Floor",,Mississauga,L5R 4B2,ON,Canada,613-596-6969,+1 613-596-5688,Ms. Shana Bond,http://www.lynwoodpark.ca,cheryl.mcbride@reveraliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",169,Yes,141,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-89,T0286,12/2/2013,The Royale Development LP,302 Town Centre Boulevard,Unit 200,Markham,L3R 0E8,ON,Canada,905-476-2656,+1 905-476-5689,Ms. Catherine Saunders,http://http://siennaliving.ca/,Fiorinta.flammia@siennaliving.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",150,Some,91,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-90,S0006,3/6/2013,Wanda M. Riley,22 Veterans Road,PO BOX 1388,Wingham,N0G 2W0,ON,Canada,+1 519-357-1940,+1 519-357-1157,N/A,,wickedbowl@hotmail.com,"[True, True, True, True, False, True, True, True, False, True, False, False, True]",14,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-91,T0173,2/6/2013,Tyndall Seniors Village Inc.,1044 Eglinton Avenue E.,,Mississauga,L4W 3A5,ON,Canada,+1 905-624-5027,+1 905-629-9346,N/A,,pbedford@svch.ca,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",66,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-92,S0105,9/5/2012,2259976 Ontario Inc.,1685 3rd Avenue W.,,Owen Sound,N4K 4R3,ON,Canada,+1 519-372-9400,+1 519-372-0926,Mr. Rahul Kuckreja,http://www.kelsopines.com,linda@owensoundretirement.com,"[True, True, True, True, True, True, True, True, True, True, False, False, True]",54,Some,20,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-93,T0245,3/6/2013,Bethsaida Retirement Home Ltd,29 Riverside Drive,,Orangeville,L9V 1A6,ON,Canada,+1 519-941-7115,+1 519-941-3735,N/A,,bethsaida1@rogers.com,"[True, True, False, False, False, False, True, True, False, True, False, False, True]",30,Yes,30,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-94,S0160,11/19/2015,1059244 Ontario Inc.,307 King Street E.,2nd Floor,Hamilton,L8N 1C1,ON,Canada,+1 905-527-4065,+1 905-527-4711,N/A,,nalc@cogeco.net,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",57,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-95,T0290,1/2/2014,2249000 Ontario Ltd.,4 Partridge Lane,,Scarborough,M1T 3C6,ON,Canada,+1 416-298-4555,+1 416-298-4588,N/A,,,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",10,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-96,T0104,9/12/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-727-2952,+1 905-727-5435, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",135,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-97,N0190,4/12/2013,The Royale GP Corporation,302 Town Centre Boulevard,2nd Floor,Markham,L3R 0E8,ON,Canada,+1 613-592-6426,+1 613-592-9661,Ms. Catherine Saunders,http://http://siennaliving.ca/,tanya.barker-dowe@siennaliving.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",200,Yes,158,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-98,S0344,5/1/2014,Lifetimes Limited Partnership,3200 Dufferin Street,Unit 407,Toronto,M6A 3B2,ON,Canada,+1 519-881-2233,+1 519-881-0336,N/A,,,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",57,Yes,49,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-99,T0408,6/30/2014,873888 Ontario Limited,65 Trueman Avenue,,Etobicoke,M8Z 5A3,ON,Canada,+1 905-454-3788,N/A,N/A,http://www.rosedaleretirement.ca,,"[False, False, True, False, False, False, True, True, False, False, True, False, False]",10,Yes,8,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-100,N0025,10/5/2012,Caressant Care Nursing and Retirement Homes Limited,264 Norwich Avenue,,Woodstock,N4S 3V9,ON,Canada,+1 613-472-3130,+1 613-472-5388,N/A,http://www.caressantcare.com,,"[True, False, False, False, False, False, True, True, False, False, True, True, True]",40,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-101,T0057,9/12/2012,Northshore Retirement Inc.,2121 Argentia Road,Unit 301,Mississauga,L5G 3E8,ON,Canada,+1 905-274-6864,+1 905-274-6465,Mr. David Bird,http://www.verveseniorliving.com,gm.pc@verveseniorliving.com,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",300,Yes,150,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-102,N0268,8/30/2013,Place Mont Roc Residence Inc.,100 Industrial Boulevard,,Hawkesbury,K6A 3M8,ON,Canada,613-632-2900,+1 613-632-1922,N/A,,,"[False, False, False, False, False, False, True, True, False, False, True, True, True]",106,Yes,85,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-103,N0141,3/27/2013,Alavida Lifestyles,18 Antares Drive,Unit 200,Ottawa,K2E 1A9,ON,Canada,+1 613-798-4896,+1 613-798-4897,Ms. Amy Richer,http://www.alavidalifestyles.com,info@alavidalifestyles.com,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",96,Yes,96,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-104,S0404,2/10/2017,Rosslyn Retirement Inc.,307 King Street E.,,Hamilton,L8N 1C1,ON,Canada,+1 905-547-5060,+1 905-547-4344,Ms. Stefanie Martino,http://www.rosslynretirement.ca,rosslyn.retirement@gmail.com,"[True, False, False, False, False, False, True, True, False, False, True, False, True]",64,Some,0,"Dining Room, Common Resident Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-105,N0080,8/15/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-966-6268,+1 613-966-6675, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",114,Yes,57,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-106,T0389,11/20/2014,1902347 Ontario Ltd,1 Chippenham Lane,,Markham,L6B 1L6,ON,Canada,416-613-1840,N/A,N/A,,birdsilvergardens@gmail.com,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",10,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-107,S0079,1/18/2013,Greenwood Retirement Communities Incorporated,2200 Yonge Street,Unit 805,Toronto,M4S 2C6,ON,Canada,+1 905-529-3163,+1 905-529-3214,Mrs. Miriam Koller,http://www.aberdeengardens.com,maddi@aberdeengardens.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",115,Yes,115,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-108,T0235,3/22/2013,Dukesue Inc.,480 Main Street W.,,Listowel,N4W 1A6,ON,Canada,+1 519-291-2370,+1 519-291-6362,Mr. Wijayaratnam (Duke) Kuhendiran,http://www.livingstonemanor.ca,dukesue@rogers.com,"[True, True, False, False, False, False, True, True, False, True, False, False, True]",37,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-109,N0114,4/12/2013,Brumical Investments Limited,1180 Belanger Avenue,,Ottawa,K1H 8A2,ON,Canada,+1 613-737-7877,+1 613-737-7886,Mr. Alain Brunet,http://www.billingslodge.com,billingslodge@rogers.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",100,Some,33,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-110,T0287,12/2/2013,The Royale Development LP,302 Town Centre Boulevard,Unit 200,Markham,L3R 0E8,ON,Canada,+1 705-653-3100,+1 705-653-3823,Ms. Catherine Saunders,http://http://siennaliving.ca/,chad.rowe@siennaliving.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",100,Yes,85,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-111,S0225,5/28/2013,HCN-Revera Lessee (Appleby Place) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 905-333-1611,+1 905-333-0596,Ms. Shana Bond,http://reveraliving.comappleby,applebyplace@reveraliving.com,"[True, True, True, True, False, True, True, True, False, False, True, True, True]",90,Yes,90,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-112,N0388,3/9/2016,2470072 Ontario Inc.,1401  Council Way SW,,Calgary,T2T 1X9,AB,Canada,+1 613-283-9759,+1 613-283-6956,Mr. Arif Rawji,http://www.lombardmanor.com,anil@vistahospitality.com,"[True, True, True, False, False, True, True, True, False, True, False, False, True]",55,Yes,47,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-113,T0186,2/6/2013,Shanti Enterprises Limited,600 Whites Road,,Palmerston,N0G 2P0,ON,Canada,+1 519-343-2611,+1 519-343-2860,Ms. Tracy Beyer,http://www.royalterracepalmerston.ca,royalter@wightman.ca,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",54,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-114,N0230,8/31/2012,BayBridge (Arnprior) Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 613-622-0002,+1 613-622-0011,N/A,http://www.islandviewsuites.ca,,"[True, True, True, False, True, True, True, True, False, True, True, False, True]",177,Yes,106,None,Assisted Living
