row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,address_line_1,address_line_2,city,province,postal_code,country,latitude,longitude,neighborhood,addr_valid
USA-WI-50-All-50-All-43,NORTHWOOD GABLES,,REGULAR,,NORTHWOOD GABLES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523752&keyb=-1,NANCY FREDRICKSON,(715) 234-9415,,,,,Limited Liability Company,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,1464-21ST AVENUE,,RICE LAKE,WI,54868,USA,45.51046,-91.852798,,True
USA-WI-50-All-50-All-44,MAGNA HOUSE OF BARRON COUNTY LLC,,REGULAR,,MAGNA HOUSE OF BARRON COUNTY LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523085&keyb=-1,KAREN RUSCH,(715) 736-6334,,,,,Limited Liability Company,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCOHOL/DRUG DEPENDENT; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,615 E SAWYER ST,,RICE LAKE,WI,54868,USA,45.493052,-91.723882,,True
USA-WI-50-All-50-All-45,INTEGRICARE RICE LAKE,,REGULAR,,"INTEGRICARE, INC.",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522859&keyb=-1,SUE HANSON,(715) 719-0024,,,,,Corporation - Business,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,315 E SAINT PATRICK STREET,,RICE LAKE,WI,54868,USA,45.4858254,-91.7281472,,True
USA-WI-50-All-50-All-46,MONROE MANOR,,REGULAR,,VANYO INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522091&keyb=-1,JULIE MALONE,(715) 537-5700,,,,,Corporation - Business,82,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,508 E MONROE AVE,,BARRON,WI,54812,USA,45.3984854,-91.850474,,True
USA-WI-50-All-50-All-47,HANSENS GROUP HOME,,REGULAR,,SUSAN HANSEN,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522089&keyb=-1,SUSAN & CARL HANSEN,(715) 537-5331,,,,,Proprietorship,7,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,1190 17TH ST,,BARRON,WI,54812,USA,45.378246,-91.806581,,True
USA-WI-50-All-50-All-48,AURORA RES ALTERNATIVES INC 049,,REGULAR,,AURORA RESIDENTIAL ALTERNATIVES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522083&keyb=-1,JILL MATTSON,(715) 822-2245,,,,,Corporation - Business,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,1849 HWY 63,,COMSTOCK,WI,54826,USA,45.5438194,-92.0178733,,False
USA-WI-50-All-50-All-49,COUNTRY TERRACE OF WISCONSIN INC,,REGULAR,,COUNTRY TERRACE OF WISCONSIN INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4520898&keyb=-1,DEB SEVERSON,(715) 234-2012,,,,,Corporation - Business,16,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,1631 KERN AVENUE,,RICE LAKE,WI,54868,USA,45.484,-91.723477,,True
USA-WI-50-All-50-All-50,HUNTER HOME SERVICES INC,,REGULAR,,HUNTER HOME SERVICES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4518327&keyb=-1,ELIZABETH HUNTER,(715) 537-1608,,,,,Corporation - Business,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,1222 - 13-1/2 AVENUE,,BARRON,WI,54812,USA,45.40101,-91.8412838,,True
USA-WI-50-All-50-All-51,CHETEK RIVERS EDGE,,REGULAR,,INTEGRICARE INC.,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517764&keyb=-1,SUE HANSON,(715) 924-2964,,,,,Corporation - Business,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PUBLIC FUNDING,,,,,251 WOODARD ST,,CHETEK,WI,54728,USA,45.3084023,-91.6470696,,True
USA-WI-50-All-50-All-52,INTEGRICARE CAMERON,,REGULAR,,INTEGRICARE INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517685&keyb=-1,SUE HANSON,(715) 859-6309,,,,,Proprietorship,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,1372-24-3/8 ST,,CAMERON,WI,54822,USA,45.404775,-91.757485,,True
USA-WI-50-All-50-All-53,WOODSTONE SENIOR LIVING CBRF,,REGULAR,,WELCOME HOME HEALTH CARE INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517509&keyb=-1,JACOB WORK,(715) 736-6060,,,,,Corporation - Business,39,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,950 BEAR PAW AVENUE,,RICE LAKE,WI,54868,USA,45.5110311,-91.7594413,,True
USA-WI-50-All-50-All-54,OUR HOUSE RICE LAKE MEMORY CARE,,REGULAR,,KSMS OUR HOUSE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517043&keyb=-1,LISA ROBINSON,(715) 736-0347,,,,,Limited Liability Company,24,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,413 E SOUTH ST,,RICE LAKE,WI,54868,USA,45.4803345,-91.7272133,,True
USA-WI-50-All-50-All-55,OUR HOUSE RICE LAKE ASSISTED CARE,,REGULAR,,KSMS OUR HOUSE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517039&keyb=-1,KAYLA HANSON,(715) 236-7211,,,,,Limited Liability Company,20,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,415 E SOUTH ST,,RICE LAKE,WI,54868,USA,45.4803421,-91.7267137,,True
USA-WI-50-All-50-All-56,CHRISMARK HOME LLC,,PROBATIONARY,,CHRISMARK HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4526331&keyb=-1,KELLY BANT,(715) 736-1112,,,,,Limited Liability Company,15,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,1627 KERN AVE,,RICE LAKE,WI,54868,USA,45.484037,-91.724762,,True
USA-WI-50-All-50-All-57,LSS BARRON AREA RESIDENTIAL TREATMENT,,REGULAR,,"LUTHERAN SOCIAL SERVICES OF WI AND UPPER MI, INC.",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4526180&keyb=-1,SHELLEY HAMMES,(715) 214-9062,,,,,Corporation - Non profit,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCOHOL/DRUG DEPENDENT; CORRECTIONAL CLIENTS,,,,,806 29 1/2 AVE,,BARRONETT,WI,54813,USA,45.6336501,-91.9896943,,True
USA-WI-50-All-50-All-58,NEW BEGINNINGS OF BARRON COUNTY INC,,REGULAR,,NEW BEGINNINGS OF BARRON COUNTY INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525380&keyb=-1,RENEE ANDERSON,(715) 736-1311,,,,,Corporation - Business,8,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,4 CORNELL AVENUE,,RICE LAKE,WI,54868,USA,45.501831,-91.741478,,True
USA-WI-50-All-50-All-59,CARE PARTNERS RICE LAKE II,,REGULAR,,CARE PARTNERS ASSISTED LIVING LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524773&keyb=-1,DEBE SEVERSON,(715) 719-0415,,,,,Limited Liability Company,20,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,1639 KERN AVENUE,,RICE LAKE,WI,54868,USA,45.4835569,-91.7242704,,True
USA-WI-50-All-50-All-60,BRENTWOOD SENIOR LIVING MEMORY CARE,,REGULAR,,DAVID BARTA,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524399&keyb=-1,RUTH ROTHSTEIN,(715) 736-7400,,,,,Limited Liability Company,20,,Community Based Residential Facility,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,633 CAMERON RD,,RICE LAKE,WI,54868,USA,45.4923958,-91.75161,,True
USA-WI-50-All-50-All-61,BARRON CARE AND REHABILITATION,,REGULAR,,For-Profit Corporation,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4510256&keyb=-1,LEN FAST,(715) 537-5643,,,,,T18/T19 Medicare/Medicaid,"SENIOR MANAGEMENT, INC.",,Nursing Home,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,660 E BIRCH AVE,,BARRON,WI,54812,USA,45.4079156,-91.8498657,,True
USA-WI-50-All-50-All-62,ATRIUM POST ACUTE CARE OF CHETEK,,REGULAR,,LLC Profit,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4510087&keyb=-1,DYLAN FAULKNER,(715) 924-4891,,,,,T18/T19 Medicare/Medicaid,"725 KNAPP ST OPERATING COMPANY, LLC",,Nursing Home,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,725 KNAPP ST,,CHETEK,WI,54728,USA,45.313992,-91.658302,,True
USA-WI-50-All-50-All-63,DOVE HEALTHCARE - RICE LAKE,,REGULAR,,LLC Profit,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4510255&keyb=-1,MARIE ZACHMANN,(715) 234-2604,,,,,T18/T19 Medicare/Medicaid,"GEMINI HOLDINGS, LLC",,Nursing Home,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,910 BEAR PAW AVE,,RICE LAKE,WI,54868,USA,45.5105574,-91.757834,,True
USA-WI-50-All-50-All-64,CARE AND REHAB - CUMBERLAND,,PROBATIONARY,,For-Profit Corporation,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4510170&keyb=-1,TERESA SIMPSON,(715) 822-7050,,,,,T18/T19 Medicare/Medicaid,"CUMBERLAND CARE AND REHAB, INC",,Nursing Home,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,1100 7TH AVE,,CUMBERLAND,WI,54829,USA,45.5315493,-92.0296924,,True
USA-WI-50-All-50-All-65,HERITAGE MANOR,,REGULAR,,For-Profit Corporation,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4510164&keyb=-1,DEREK JOSWIAK,(715) 234-2161,,,,,T18/T19 Medicare/Medicaid,FIRST AMERICAN ENTERPRISES INC,,Nursing Home,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,19 W NEWTON ST,PO BOX 311,RICE LAKE,WI,54868,USA,45.5030041,-91.7348879,Historic Rice Lake,True
USA-WI-50-All-50-All-66,PIONEER HEALTH AND REHAB,,REGULAR,,Government-City,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4510900&keyb=-1,TAYLOR KOLLROSS,(715) 455-1178,,,,,T18/T19 Medicare/Medicaid,VILLAGE OF PRAIRIE FARM,,Nursing Home,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,530 RIVER AVE S,,PRAIRIE FARM,WI,54762,USA,45.234656,-91.98219,,True
USA-WI-50-All-50-All-67,RICE LAKE CONVALESCENT CENTER,,REGULAR,,For-Profit Corporation,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4509483&keyb=-1,DEREK JOSWIAK,(715) 234-9101,,,,,T18/T19 Medicare/Medicaid,FIRST AMERICAN ENTERPRISES INC,,Nursing Home,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,1016 LAKESHORE DR,,RICE LAKE,WI,54868,USA,45.5127797,-91.7330558,,True
USA-WI-50-All-50-All-68,DALLAS CARE AND REHAB,,REGULAR,,For-Profit Corporation,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4510171&keyb=-1,LEN FAST,(715) 837-1222,,,,,T18/T19 Medicare/Medicaid,"SENIOR MANAGEMENT, INC.",,Nursing Home,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,104 E DALLAS ST,BOX 220,DALLAS,WI,54733,USA,32.4182344,-96.8400641,,True
USA-WI-50-All-50-All-69,ATRIUM SENIOR LIVING OF CHETEK,,REGULAR,,725 KNAPP ST OPERATING COMPANY LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525964&keyb=-1,DYLAN FAULKNER,(715) 924-4891,,,,,Limited Liability Company,14,,Residential Care Apartment Complex,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CERTIFIED,,,,,708 TAINTER ST,,CHETEK,WI,54728,USA,45.313259,-91.658488,,True
USA-WI-50-All-50-All-70,WOODSTONE SENIOR LIVING RCAC,,REGULAR,,WELCOME HOME HEALTH CARE INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4518266&keyb=-1,JACOB WORK,(715) 736-6060,,,,,Corporation - Business,43,,Residential Care Apartment Complex,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CERTIFIED,,,,,950 BEAR PAW AVENUE,,RICE LAKE,WI,54868,USA,45.5110311,-91.7594413,,True
USA-WI-50-All-50-All-71,BRENTWOOD SENIOR LIVING INC,,REGULAR,,DAVID BARTA,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517351&keyb=-1,KEVIN RUNDHAUG,(715) 736-7400,,,,,Limited Liability Company,28,,Residential Care Apartment Complex,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CERTIFIED,,,,,633 CAMERON RD,,RICE LAKE,WI,54868,USA,45.4923958,-91.75161,,True
USA-WI-50-All-50-All-72,DOVE HEALTHCARE BARRON ASSISTED LIVING,,REGULAR,,HALCYON SENIOR SERVICES OF BARRON LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525899&keyb=-1,TOMMY DAVIDSON,(423) 227-5957,,,,,Limited Liability Company,40,,Residential Care Apartment Complex,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CERTIFIED,,,,,1333 MEMORIAL DRIVE,,BARRON,WI,54812,USA,45.397153,-91.838573,,True
USA-WI-50-All-50-All-73,WILLOW MANOR,,REGULAR,,WILLOW MANOR INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4519132&keyb=-1,SHARON HOGFELDT,(715) 372-5005,,,,,Corporation - Business,8,,Community Based Residential Facility,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PUBLIC FUNDING,,,,,68290 N DISTRICT ST,,IRON RIVER,WI,54847,USA,46.5670231,-91.4047517,,True
USA-WI-50-All-50-All-74,OAKS AT NORTHERN LIGHTS (THE),,REGULAR,,NORTHERN LIGHTS SERVICES,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4518308&keyb=-1,JENNIFER AUGUSTINE,(715) 373-5621,,,,,Corporation - Non profit,17,,Community Based Residential Facility,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,702 BRATLEY DR,,WASHBURN,WI,54891,USA,46.6803788,-90.8840927,,True
USA-WI-50-All-50-All-75,NORTHERN LIGHTS HEALTH CARE CENTER,,REGULAR,,Non-Profit Corporation,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4510926&keyb=-1,JENNIFER AUGUSTINE,(715) 373-5621,,,,,T18/T19 Medicare/Medicaid,"NORTHERN LIGHTS SERVICES, INC.",,Nursing Home,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,706 BRATLEY DR,,WASHBURN,WI,54891,USA,46.6817213,-90.8830214,,True
USA-WI-50-All-50-All-76,BIRCH HAVEN NORTH RCAC,,REGULAR,,DALE KELM,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524042&keyb=-1,DALE KELM,(715) 373-0078,,,,,Limited Liability Company,13,,Residential Care Apartment Complex,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CERTIFIED,,,,,320 SUPERIOR AVENUE,,WASHBURN,WI,54891,USA,46.681521,-90.88245,,True
USA-WI-50-All-50-All-77,CHEQUAMEGON AREA ASSISTED LIVING,,REGULAR,,MARTINSEN INVESTMENTS,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523413&keyb=-1,RICH CARBON,(715) 292-4550,,,,,Corporation - Business,12,,Residential Care Apartment Complex,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGISTERED,,,,,320 SUPERIOR AVE,,WASHBURN,WI,54891,USA,46.681521,-90.88245,,True
USA-WI-50-All-50-All-78,OLDER AMERICANS PROG INHOUSE/INSIDERS,,REGULAR,,CURATIVE CONNECTIONS INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522617&keyb=-1,DENISE MISOVEC,(920) 468-1161,,,,,Corporation - Non profit,122,,Adult Day Care,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,2900 CURRY LN,,GREEN BAY,WI,54311,USA,44.5229505,-87.9339826,,True
USA-WI-50-All-50-All-79,ALZHEIMERS ADULT DAY PROGRAM,,REGULAR,,NEW CURATIVE REHABILITATION INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517186&keyb=-1,STEVE MCCARTHY,(920) 494-3385,,,,,Corporation - Non profit,30,,Adult Day Care,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,1538 WESTERN AVE,,GREEN BAY,WI,54303,USA,44.5262945,-88.060296,,True
USA-WI-50-All-50-All-80,ILS FISK HOME,,REGULAR,,MICHAEL J SIMON SR,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524553&keyb=-1,MICHAEL SIMON,(920) 430-7392,,,,,Limited Liability Company,4,,Adult Family Home,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,425 N FISK ST,,GREEN BAY,WI,54303,USA,44.5338901,-88.0520242,,True
USA-WI-50-All-50-All-81,GARDEN PLACE,,REGULAR,,PRODUCTIVE LIVING SYSTEMS INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524555&keyb=-1,JENNY MAYVILLE,(920) 857-3420,,,,,Corporation - Business,4,,Adult Family Home,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,2464/2466 GARDEN HEIGHTS CT,,GREEN BAY,WI,54311,USA,44.458731,-87.959588,,True
USA-WI-50-All-50-All-82,NORTHERN AVENUE HOME,,REGULAR,,BRUSS SUPPORTIVE COMMUNITY LIVING INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525030&keyb=-1,RONALD BRUSS,(920) 544-4325,,,,,Corporation - Business,4,,Adult Family Home,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,302 NORTHERN AVE,,GREEN BAY,WI,54303,USA,44.5241149,-88.0330181,,True
USA-WI-50-All-50-All-83,GRACELAND,,REGULAR,,VOGEL,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525033&keyb=-1,LINDA VOGEL,(920) 337-0693,,,,,Partnership,4,,Adult Family Home,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,2837 WAUBENOOR CT,,GREEN BAY,WI,54301,USA,44.46752,-88.0304699,,True
USA-WI-50-All-50-All-84,HIL SANDRA ROSE,,REGULAR,,HOMES FOR INDEPENDENT LIVING OF WI LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525202&keyb=-1,DAVID HOFFMANN,(920) 438-9791,,,,,Limited Liability Company,3,,Adult Family Home,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,2633 SANDRA ROSE LN,,NEW FRANKEN,WI,54229,USA,44.5406124,-87.89423,,True
USA-WI-50-All-50-All-85,NEW BEGINNINGS,,REGULAR,,HAUGEN MARTHA PARMENTIER PATRICK,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525308&keyb=-1,PATRICK PARMENTIER,(920) 819-0546,,,,,Partnership,4,,Adult Family Home,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,3208 LIBAL ST,,GREEN BAY,WI,54301,USA,44.462323,-88.027265,,True
USA-WI-50-All-50-All-86,CHESTNUT HOME,,REGULAR,,BRUSS SUPPORTIVE COMMUNITY LIVING INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525510&keyb=-1,RONALD BRUSS,(920) 606-0588,,,,,Corporation - Business,4,,Adult Family Home,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED,,,,,611 N CHESTNUT AVE,,GREEN BAY,WI,54303,USA,44.5239847,-88.0184695,,True
USA-WI-50-All-50-All-87,CLARITY CARE CARDINAL LANE HOME,,REGULAR,,CLARITY CARE INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525630&keyb=-1,TRACY DEBAUCHE,(920) 434-1433,,,,,Corporation - Non profit,4,,Adult Family Home,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,1410 CARDINAL LN,,GREEN BAY,WI,54313,USA,44.579484,-88.084107,,True
