row_id,Facility Name,Address1,Address2,City,Zip,State,County,Contact Phone,Mailing Address1,Mailing Address2,Mailing City,Mailing Zip,Mailing State,Mailing County,Website,Space,Source,Country,facility_type
USA-FL-61-FL-HealthFinder-output-77,SUNSET LOVING CARE INC,9740 SW 77 TERRACE,,MIAMI,33173,FL,Miami-Dade,(305) 279-7421,9740 SW 77 TERRACE,,MIAMI,33173,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1196,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-78,BAY OAKS HISTORIC RETIREMENT RESIDENCE,435 NE 34TH ST,,MIAMI,33137-4012,FL,Miami-Dade,(305) 573-4337,435 NE 34TH ST,,MIAMI,33137-4012,FL,Miami-Dade,http://www.BayOaksRetirement.com,41,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1202,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-79,"CARE AND LOVE RETIREMENT HOME, LLC",642 E 21ST ST,,HIALEAH,33013-4020,FL,Miami-Dade,(305) 884-4485,15341 SW 20TH ST,,MIRAMAR,33027-4379,FL,Broward,,20,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1216,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-80,ADAM F/F INC,34 W 14TH ST,,HIALEAH,33010,FL,Miami-Dade,(305) 888-6356,34 W 14TH  ST,,HIALEAH,33010,FL,Miami-Dade,,21,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1219,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-81,ELPA HOME CARE CENTER,9950 SW 83RD ST,,MIAMI,33173-4012,FL,Miami-Dade,(305) 596-3824,9950 SW 83RD ST,,MIAMI,33173-4012,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1226,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-82,EPWORTH VILLAGE RETIREMENT COMMUNITY,5300 W 16TH AVE,,HIALEAH,33012-2104,FL,Miami-Dade,(305) 556-3500,5300 W 16TH AVE,,HIALEAH,33012-2104,FL,Miami-Dade,http://www.epworthvillagerc.com,200,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1230,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-83,FAIR HAVENS CENTER LLC,201 CURTISS PARKWAY,,MIAMI SPRINGS,33166,FL,Miami-Dade,(305) 887-1565,201 CURTISS PARKWAY,,MIAMI SPRINGS,33166,FL,Miami-Dade,,60,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1234,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-84,"VILLA ROSA I, INC.",182 W 9TH ST,,HIALEAH,33010-4015,FL,Miami-Dade,(305) 887-8095,182 WEST 9TH STREET,,HIALEAH,33010,FL,Miami-Dade,,40,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1235,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-85,ANGELS' HOME,7935 SW 146TH CT,,MIAMI,33183-2942,FL,Miami-Dade,(786) 457-0280,1261 SW 143 AVENUE,,MIAMI,33184,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1241,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-86,"WELLNESS ADVANTAGE HOME CARE, INC",10601 CARIBBEAN BLVD,,CUTLER BAY,33189-1360,FL,Miami-Dade,(305) 235-5872,10601 CARIBBEAN BLVD,,CUTLER BAY,33189-1360,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1248,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-87,LEMAR HOME INC.,320 NW 183RD ST,,MIAMI,33169-4464,FL,Miami-Dade,(305) 652-8857,320 NW 183RD ST,,MIAMI,33169-4464,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1249,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-88,DIVINE LIVING IN HIALEAH LLC,70 EAST 21ST STREET,,HIALEAH,33010,FL,Miami-Dade,(305) 888-0779,70 EAST 21ST STREET,,HIALEAH,33010,FL,Miami-Dade,,76,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1250,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-89,SOUTH HIALEAH MANOR,240 EAST 5  STREET,,HIALEAH,33010,FL,Miami-Dade,(305) 887-4965,240 EAST 5  STREET,,HIALEAH,33010,FL,Miami-Dade,,67,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1258,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-90,HAZEL CYPEN TOWER,5066 N.E. 2ND AVENUE,,MIAMI,33137,FL,Miami-Dade,(305) 762-3890,5066 N.E. 2ND AVENUE,,MIAMI,33137,FL,Miami-Dade,http://www.miamijewishhealthsystems.org,132,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1259,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-91,IVE HOME,20020 SW 113TH PL,,MIAMI,33189-1160,FL,Miami-Dade,(305) 255-7934,20020 SW 113TH PL,,MIAMI,33189-1160,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1260,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-92,NORTH MIAMI RETIREMENT LIVING,1595 NE 145 STREET,,NORTH MIAMI,33161,FL,Miami-Dade,(305) 947-3416,1595 NE 145 STREET,,NORTH MIAMI,33161,FL,Miami-Dade,,50,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1263,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-93,"JESUS OF NAZARETH ALF, INC.",2801 SW 37TH CT,,MIAMI,33134-7339,FL,Miami-Dade,(786) 801-1757,2801 SW 37TH CT,,MIAMI,33134-7339,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1264,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-94,TGL RESIDENCE ALF,3210 SW 104 COURT,,MIAMI,33165,FL,Miami-Dade,(305) 559-5917,3210 SW 104 COURT,,MIAMI,33165,FL,Miami-Dade,,9,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1265,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-95,LAS MERCEDES BOARDING HOME,3418 SW 23RD TERR,,MIAMI,33145,FL,Miami-Dade,(305) 441-0247,3418 SW 23RD TERR,,MIAMI,33145,FL,Miami-Dade,,39,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1269,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-96,LOVE VILLAGE,11060 SW 58TH TER,,MIAMI,33173-1106,FL,Miami-Dade,(305) 598-9154,11060 SW 58TH TER,,MIAMI,33173-1106,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1272,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-97,MAGGIE'S RETIREMENT HOME,7930 SW 11TH ST,,MIAMI,33144-4314,FL,Miami-Dade,(305) 266-6762,7930 SW 11TH ST,,MIAMI,33144-4314,FL,Miami-Dade,,22,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1277,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-98,"APOSTOLADO HOME #3, INC",13510 SW 79TH ST,,MIAMI,33183-4105,FL,Miami-Dade,(305) 387-8787,13510 SW 79TH ST,,MIAMI,33183-4105,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1278,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-99,MAGIARI INC.,3400 SW 122ND AVE,,MIAMI,33175-3070,FL,Miami-Dade,(305) 553-8006,3400 SW 122ND AVE,,MIAMI,33175-3070,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1280,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-100,LOVE AND CARE ALF INC,6701 SW 27TH ST,,MIAMI,33155-2913,FL,Miami-Dade,(305) 803-2763,6701 SW 27TH ST,,MIAMI,33155-2913,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1283,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-101,NIGHTINGALE MANOR INC.,1753 MICHIGAN AVENUE,,MIAMI BEACH,33139,FL,Miami-Dade,(305) 538-1530,1753 MICHIGAN AVENUE,,MIAMI BEACH,33139,FL,Miami-Dade,,30,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1286,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-102,MILLER HEIGHTS HOME,4930 SW 87 AVENUE,,MIAMI,33165,FL,Miami-Dade,(305) 598-7614,4930 SW 87 AVENUE,,MIAMI,33165,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1289,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-103,MIDWAY RETIREMENT RESIDENCE,93 SW 79 COURT,,MIAMI,33144,FL,Miami-Dade,(305) 266-1499,93 SW 79 COURT,,MIAMI,33144,FL,Miami-Dade,,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1290,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-104,VILLA ROSA II INC,1760 EAST 1 AVENUE,,HIALEAH,33010,FL,Miami-Dade,(305) 885-7733,1760 EAST 1 AVENUE,,HIALEAH,33010,FL,Miami-Dade,,34,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1292,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-105,BROOKDALE MARGATE,5600 LAKESIDE DR,,MARGATE,33063-1423,FL,Broward,(954) 974-6604,5600 LAKESIDE DR,,MARGATE,33063-1423,FL,Broward,http://www.brookdale.com,213,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1294,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-106,"JC & C ALF, LLC",158 WEST 10 STREET,,HIALEAH,33010,FL,Miami-Dade,(786) 600-8679,158 WEST 10 STREET,,HIALEAH,33010,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1299,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-107,LUCILLE'S LOVING CARE,17820 NW 22ND AVE,,MIAMI GARDENS,33056-4736,FL,Miami-Dade,(305) 623-0710,17820 NW 22ND AVE,,MIAMI GARDENS,33056-4736,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1300,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-108,RONA'S RETIREMENT HOME,10900 SW 177 TERRACE,,MIAMI,33157,FL,Miami-Dade,(305) 251-5341,10900 SW 177 TERRACE,,MIAMI,33157,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1301,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-109,PALACE AT KENDALL,11355 SW 84 STREET,,MIAMI,33173,FL,Miami-Dade,(305) 270-7000,11355 SW 84 STREET,,MIAMI,33173,FL,Miami-Dade,http://www.thepalace.org,330,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1302,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-110,RENACER ALF,115 WEST 5 STREET,,HIALEAH,33010,FL,Miami-Dade,(786) 547-2924,115 WEST 5 STREET,,HIALEAH,33010,FL,Miami-Dade,,22,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1303,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-111,ST ANNE'S RESIDENCE,11855 QUAIL ROOST DRIVE,,MIAMI,33177,FL,Miami-Dade,(305) 252-4000 ext: 6200,11855 QUAIL ROOST DRIVE,,MIAMI,33177,FL,Miami-Dade,http://catholichealthservices.rog,60,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1304,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-112,CHARITY CARE INC,461 E 31ST ST,,HIALEAH,33013-3332,FL,Miami-Dade,(305) 693-6211,461 EAST 31 STREET,,HIALEAH,33013,FL,Miami-Dade,,20,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1305,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-113,TWIN CITIES PAVILION,1053 JOHN SIMS PARKWAY,,NICEVILLE,32578,FL,Okaloosa,(850) 833-9212,207 HOSPITAL DRIVE,NE,FORT WALTON BEACH,32548,FL,Okaloosa,http://www.elder-services.org,50,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1322,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-114,THE HARMONY HOUSE OF OCALA,5762 SW 60TH AVENUE,,OCALA,34474,FL,Marion,(352) 237-4544,26691 RICHMOND RD,,BEDFORD HTS,44146-1421,OH,Not Available,,54,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1323,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-115,ATRIA EVERGREEN WOODS,7030 EVERGREEN WOODS TRL,,SPRING HILL,34608-1305,FL,Hernando,(352) 596-2055,300 E MARKET ST,STE 100,LOUISVILLE,40202-1959,KY,Not Available,http://www.atriaevergreenwoods.com,240,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1324,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-116,FIVE OAKS REST HOME,611 OLD WELAKA ROAD,,WELAKA,32193,FL,Putnam,(386) 467-2004,611 OLD WELAKA ROAD,,WELAKA,32193,FL,Putnam,,27,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1325,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-117,DACIER MANOR,10676 MARVIN JONES DRIVE,,DOWLING PARK,32060,FL,Suwannee,(386) 658-5550,P.O. BOX 4332,,DOWLING PARK,32064,FL,Suwannee,http://www.acvillage.net,60,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1328,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-118,DOUGLAS ALF,769 NE GURLEY AVE,,LAKE CITY,32055-2453,FL,Columbia,(386) 755-3304,769 NE GURLEY AVE,,LAKE CITY,32055-2453,FL,Columbia,,15,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1329,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-119,KIVA OF PALATKA,201 ZEAGLER DRIVE,,PALATKA,32177,FL,Putnam,(386) 325-0699,201 ZEAGLER DRIVE,,PALATKA,32177,FL,Putnam,,40,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1330,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-120,MAYFIELD RETIREMENT CENTER,460 NEWELL HILL ROAD,,LEESBURG,34748,FL,Lake,(352) 365-6011,460 NEWELL HILL ROAD,,LEESBURG,34748,FL,Lake,,30,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1332,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-121,NORTH FLORIDA RETIREMENT VILLAGE,8000 NW 27TH BOULEVARD,,GAINESVILLE,32606,FL,Alachua,(352) 373-4032,8000 NW 27TH BOULEVARD,,GAINESVILLE,32606,FL,Alachua,http://thevillageonline.com,140,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1335,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-122,SOUTHWEST RETIREMENT HOME,3207 SW 42ND PL,,GAINESVILLE,32608-2624,FL,Alachua,(352) 338-0252,3207 SW 42ND PL,,GAINESVILLE,32608-2624,FL,Alachua,http://southwestretirementhome.com,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1338,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-123,RULEME PLACE,2808 RULEME STREET,,EUSTIS,32726,FL,Lake,(352) 357-1990,2808 RULEME STREET,,EUSTIS,32726,FL,Lake,http://www.opisrulemeplace.com,40,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1342,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-124,FLEET LANDING,ONE FLEET LANDING BOULEVARD,,ATLANTIC BEACH,32233,FL,Duval,(904) 246-9900 ext: 423,ONE FLEET LANDING BLVD.,,ATLANTIC BEACH,32233,FL,Duval,http://fleetlanding.com,100,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1343,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-125,"OAK MANOR, INC",1771 WEST MINNESOTA AVE,,DELAND,32720,FL,Volusia,(386) 736-7231,1771 WEST MINNESOTA AVE,,DELAND,32720,FL,Volusia,,11,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1352,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-126,OCEAN VIEW MANOR,624 S ATLANTIC AVENUE,,DAYTONA BEACH,32118,FL,Volusia,(386) 258-5116,624 S ATLANTIC AVENUE,,DAYTONA BEACH,32118,FL,Volusia,,85,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1353,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-127,OPEN ARMS ALF,401 ORANGE AVENUE,,PORT ORANGE,32127,FL,Volusia,(386) 761-6268,401 ORANGE AVENUE,,PORT ORANGE,32127,FL,Volusia,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1354,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-128,"JOHN KNOX VILLAGE OF CENTRAL FLORIDA, INC.",101 NORTHLAKE DRIVE,,ORANGE CITY,32763,FL,Volusia,(386) 775-3840,101 NORTHLAKE DRIVE,,ORANGE CITY,32763,FL,Volusia,,60,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1359,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-129,"ELDERLY LIVING CENTER OF HOLLY HILL, INC.",810 OLEANDER AVENUE,,HOLLY HILL,32117,FL,Volusia,(386) 255-8690,810 OLEANDER AVENUE,,HOLLY HILL,32117,FL,Volusia,,15,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1360,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-130,"FANNIE E. TAYLOR HOME FOR THE AGED-TAYLOR MANOR, INC.",6605 CHESTER AVENUE,,JACKSONVILLE,32217,FL,Duval,(904) 636-0142,6605 CHESTER AVENUE,,JACKSONVILLE,32217,FL,Duval,http://www.taylor-residences.org,103,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1364,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-131,"WORC HAVEN, INC.",1090 JIMMY ANN DRIVE,,DAYTONA BEACH,32117,FL,Volusia,(386) 274-4228,9040 SUNSET DR,,MIAMI,33173-3432,FL,Miami-Dade,http://www.worcinc.org,15,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1367,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-132,"VISIONARY LIVING, INC",923 NORTH 77TH AVENUE,,PENSACOLA,32506,FL,Escambia,(850) 455-6000,P.O. BOX 36213,,PENSACOLA,32516-6213,FL,Escambia,,15,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1368,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-133,PRESTIGE MANOR,6040 SOUTHEAST FRONT ROAD,,BELLEVIEW,34420,FL,Marion,(352) 245-7466,6040 SOUTHEAST FRONT ROAD,,BELLEVIEW,34420,FL,Marion,,21,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1369,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-134,FIVE STAR PREMIER RESIDENCES OF BOCA RATON,22601 CAMINO DEL MAR,,BOCA RATON,33433-6516,FL,Palm Beach,(561) 750-7100,400 CENTRE ST,ATTN: LICENSING,NEWTON,02458-2094,MA,Not Available,http://https://www.fivestarseniorliving.com/communities/fl/boca-raton/five-star-premier-residences-of-boca-raton,75,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1372,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-135,RUSTIC RETREAT,1120 N FEDERAL HWY,,BOYNTON BEACH,33435-3229,FL,Palm Beach,(561) 737-5887,1120 N FEDERAL HWY,,BOYNTON BEACH,33435-3229,FL,Palm Beach,,30,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1374,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-136,WHITE PALMS,9072 OLD DIXIE HWY,,LAKE PARK,33403,FL,Palm Beach,(561) 845-1114,9072 OLD DIXIE HWY,,LAKE PARK,33403,FL,Palm Beach,,10,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1381,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-137,HOBE SOUND MANOR,9555 SE FEDERAL HIGHWAY,,HOBE SOUND,33455,FL,Martin,(772) 546-5800,9555 SE FEDERAL HIGHWAY,,HOBE SOUND,33455,FL,Martin,,48,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1383,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-138,OAKBRIDGE TERRACE AL RESIDENCE AT ST ANDREWS ESTATES,6152 VERDE TRL N,,BOCA RATON,33433-2430,FL,Palm Beach,(561) 487-6200,6152 VERDE TRL N,,BOCA RATON,33433-2430,FL,Palm Beach,http://www.actsretirement.org,72,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1388,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-139,TAYLOR HOME,3937 SPRING PARK ROAD,,JACKSONVILLE,32207,FL,Duval,(904) 737-6777,3937 SPRING PARK ROAD,,JACKSONVILLE,32207,FL,Duval,,102,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1391,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-140,HARBOR OAKS ELDERLY CARE HOME,158 FARMBROOK ROAD,,PORT ORANGE,32127,FL,Volusia,(386) 767-1613,158 FARMBROOK ROAD,,PORT ORANGE,32127,FL,Volusia,,40,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1393,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-141,SUGARMILL MANOR,8985 SOUTH SUNCOAST BLVD,,HOMOSASSA,34446,FL,Citrus,(352) 382-2531,8985 SOUTH SUNCOAST BLVD,,HOMOSASSA,34446,FL,Citrus,,60,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1396,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-142,KEY TRAINING CENTER,1368 N JAMES PAGE POINT,,LECANTO,34461,FL,Citrus,(352) 795-0090,5399 WEST GULF TO LAKE HIGHWAY,,LECANTO,34461,FL,Citrus,http://www..keytrainingcenter.org,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1398,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-143,GOLDEN SANDS RETIREMENT HOME,809 NE 20TH AVE,,FT LAUDERDALE,33304-3035,FL,Broward,(954) 524-6054,809 NE 20TH AVE,,FT LAUDERDALE,33304-3035,FL,Broward,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1400,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-144,MARY'S ON BAYSHORE,441 BAYSHORE DRIVE,,VENICE,34285,FL,Sarasota,(941) 484-3219,441 BAYSHORE DRIVE,,VENICE,34285,FL,Sarasota,http://MARY'S%20ON%20BAYSHORE,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=140049,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-145,PLEASANT RETIREMENT HOME INC,7512 WASHINGTON AVENUE,,LANTANA,33462,FL,Palm Beach,(561) 540-8563,7512 WASHINGTON AVENUE,,LANTANA,33462,FL,Palm Beach,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=140107,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-146,"TROPICAL HEAVEN, INC.",14201 SW 48TH LN,,MIAMI,33175-5023,FL,Miami-Dade,(305) 207-6963,14201 SW 48TH LN,,MIAMI,33175-5023,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=140193,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-147,KELLY'S ASSISTED LIVING FACILITY,1451 NW 20TH STREET,,FORT LAUDERDALE,33311,FL,Broward,(954) 524-2867,1451 NW 20TH STREET,,FORT LAUDERDALE,33311,FL,Broward,,33,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1403,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-148,"RANMAR GARDENS, INC.",1454 NE 56TH STREET,,FORT LAUDERDALE,33334,FL,Broward,(954) 491-7396,1454 NE 56TH STREET,,FORT LAUDERDALE,33334,FL,Broward,http://www.ranmargardens.com,9,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1404,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-149,"ASSISTED LIVING OF BROWARD, INC.",17646 SW 10TH STREET,,PEMBROKE PINES,33029,FL,Broward,(954) 214-7926,17646 SW 10TH STREET,,PEMBROKE PINES,33029,FL,Broward,http://www.assistedlivinginflorida.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=140430,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-150,HARBOUR TERRACE,23013 WESTCHESTER BLVD,,PORT CHARLOTTE,33980,FL,Charlotte,(941) 625-1100,23013 WESTCHESTER BLVD,,PORT CHARLOTTE,33980,FL,Charlotte,http://www.brookdale.com,135,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1405,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-151,BROOKDALE SARASOTA MIDTOWN,2186 BAHIA VISTA STREET,,SARASOTA,34239,FL,Sarasota,(941) 954-1911,2186 BAHIA VISTA STREET,,SARASOTA,34239,FL,Sarasota,http://brookdale.com,100,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1406,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-152,KING'S CROWN-SHELL POINT VILLAGE,3699 KINGS CROWN COURT,,FORT MYERS,33908,FL,Lee,(239) 454-2179,3699 KINGS CROWN COURT,,FORT MYERS,33908,FL,Lee,http://www.shellpoint.org,130,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=1407,US,Assisted Living
