License Number,Legal Name,Short Name,Address,PO Box,Municipality,Postal Code,Country,Phone,Health Region,Territory CLSC,MRC,Circ. Provincial Election,Licensing Services,Fax,Dir. General,Chairman of the Board,Complaints and Quality of Service Commissioner,Status,Law,Incorpporation,Mission(s),Ministerial designation,Local authority,Funding method,facility_type
5122-1406,CENTRE DE PSYCHIATRIE LEGALE DE MONTREAL,CENTRE DE PSYCHIATRIE LEGALE DE MONTREAL,"6555, boulevard Métropolitain Est, burea",,Montréal (66023),H1P 3H3,Canada,(514) 328-7800,Montréal (06),Saint-Léonard (06512),Montréal (660),Jeanne-Mance--Viger (429),CHPSY    Consultations externes,(514) 494-4406,,,"Letellier de St-Just, Louis",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Troisième partie de la loi sur les cies,CH,,Non,Budget,Assisted Living
1279-7577,INSTITUT PHILIPPE-PINEL DE MONTREAL,INSTITUT PHILIPPE-PINEL DE MONTREAL,"10905, boulevard Henri-Bourassa Est",,Montréal (66023),H1C 1H1,Canada,(514) 648-8461,Montréal (06),Rivière-des-Prairies (06521),Montréal (660),LaFontaine (371),CHPSY   295 Lit(s) de psychiatrie; CHPSY    Urgence; CHPSY    Consultations externes,(514) 494-4406,,,"Letellier de St-Just, Louis",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Troisième partie de la loi sur les cies,CH,,Non,Budget,Assisted Living
5122-9839,RÉSIDENCE RIVIERA,RÉSIDENCE RIVIERA,"2999, boulevard Notre-Dame",,Laval (65005),H7V 4C4,Canada,(450) 682-0111,Laval (13),Chomedey (13114),Laval (650),Chomedey (441),CHSLD   128 Lit(s) d'hébergement permanent,(450) 682-0154,,,"Coutu, Michel",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Première partie de la loi sur les cies,CHSLD,,Non,Conventionné,Assisted Living
1289-2303,L'HOPITAL CHINOIS DE MONTREAL (1963),L'HOPITAL CHINOIS DE MONTREAL (1963),"189, avenue Viger Est",,Montréal (66023),H2X 3Y9,Canada,(514) 871-0961,Montréal (06),Montréal - Centre-Ville (06324),Montréal (660),Westmount--Saint-Louis (391),CHSLD    Services externes; CHSLD    Centre de jour; CHSLD   128 Lit(s) d'hébergement permanent,(514) 871-0966,,,"Chung, Hanny",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Troisième partie de la loi sur les cies,CHSLD,,Non,Budget,Assisted Living
1297-9662,PAVILLON STE-MARIE,PAVILLON STE-MARIE,"45, rue du Pavillon",,Saint-Jérôme (75017),J7Y 3R6,Canada,(450) 438-3583,Laurentides (15),La Rivière-du-Nord - Mirabel (15161),La Rivière-du-Nord (750),Saint-Jérôme (505),CRDI   100 Place(s) en internat,(450) 438-7481,,,"Poirier, Hélène",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CR,,Non,Conventionné,Assisted Living
1300-0732,LES CEDRES-CENTRE D'ACCUEIL POUR PERSONNES AGEES,LES CEDRES-CENTRE D'ACCUEIL POUR PERSONNES AGEES,"1275, boulevard de la Côte-Vertu",suite 200,Montréal (66023),H4L 4V2,Canada,(514) 389-1023,Montréal (06),Saint-Laurent (06412),Montréal (660),Acadie (437),CHSLD   32 Lit(s) d'hébergement permanent,(514) 389-0581,,,"Beaudet, Lyse",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Troisième partie de la loi sur les cies,CHSLD,,Non,Conventionné,Assisted Living
5123-1900,CENTRE D'HÉBERGEMENT DU BOISÉ,CENTRE D'HÉBERGEMENT DU BOISÉ,"3690, boulevard Neilson",,Québec (23027),G1W 0A9,Canada,(418) 781-0471,Capitale-Nationale (03),Sainte-Foy - Sillery (03123),Québec (230),Louis-Hébert (653),CHSLD   64 Lit(s) d'hébergement permanent,(418) 781-0330,,,"Godin, Louise",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CHSLD,,Non,Conventionné,Assisted Living
1314-6477,CENTRE HOSPITALIER GERIATRIQUE MAIMONIDES,CENTRE HOSPITALIER GERIATRIQUE MAIMONIDES,"5795, avenue Caldwell",,Côte-Saint-Luc (66058),H4W 1W3,Canada,(514) 483-2121,Montréal (06),Côte-Saint-Luc (06211),Montréal (660),D'Arcy-McGee (403),CHSLD    Hôpital de jour; CHSLD   387 Lit(s) d'hébergement permanent,(514) 483-1561,,,"Michelin, Heather",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Troisième partie de la loi sur les cies,CHSLD,,Non,Budget,Assisted Living
1331-7037,PAVILLON BELLEVUE,PAVILLON BELLEVUE,"99, rue Monseigneur-Bourget",,Lévis (25213),G6V 9V2,Canada,(418) 833-3490,Chaudière-Appalaches (12),Desjardins (12113),Lévis (251),Lévis (663),CHSLD   50 Lit(s) d'hébergement permanent,(418) 833-6874,,,"Thibault, Marie-Jil",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Première partie de la loi sur les cies,CHSLD,,Non,Conventionné,Assisted Living
1338-8905,CENTRE METROPOLITAIN DE CHIRURGIE PLASTIQUE,CENTRE METROPOLITAIN DE CHIRURGIE PLASTIQUE,"999, rue de Salaberry",,Montréal (66023),H3L 1L2,Canada,(514) 332-7091,Montréal (06),Ahuntsic (06421),Montréal (660),Acadie (437),CHSGS   17 Lit(s) de santé physique,(514) 332-7095,,,"Boisvert, Hélène",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Première partie de la loi sur les cies,CH,,Non,Non conventionné,Assisted Living
5123-5943,CENTRE MÉTROPOLITAIN DE CHIRURGIE PLASTIQUE,CENTRE MÉTROPOLITAIN DE CHIRURGIE PLASTIQUE,"1487, boulevard des Laurentides",,Laval (65005),H7M 2Y3,Canada,(000) 000-0000,Laval (13),Pont-Viau (13113),Laval (650),Laval-des-Rapides (439),CHSGS   5 Lit(s) de santé physique,(514) 332-7095,,,"Boisvert, Hélène",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Première partie de la loi sur les cies,CH,,Non,Non conventionné,Assisted Living
1346-9796,HOPITAL MONT SINAI,HOPITAL MONT-SINAI,"5690, boulevard Cavendish",,Côte-Saint-Luc (66058),H4W 1S7,Canada,(514) 369-2222,Montréal (06),Côte-Saint-Luc (06211),Montréal (660),D'Arcy-McGee (403),CHSGS   50 Lit(s) de santé physique; CHSLD   57 Lit(s) d'hébergement permanent,(514) 369-2225,,,"St-Amour, Daniel",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi spéciale,CH CHSLD,,Non,Budget,Assisted Living
5123-5703,HÔPITAL SHRINERS POUR ENFANTS (QUÉBEC),HÔPITAL SHRINERS POUR ENFANTS (QUÉBEC),"1003, boulevard Décarie",,Montréal (66023),H4A 0A9,Canada,(418) 842-4464,Montréal (06),Notre-Dame-de-Grâce - Montréal-Ouest (06212),Montréal (660),Notre-Dame-de-Grâce (401),CHSGS   22 Lit(s) de santé physique,(514) 842-7553,,,"Djigounian, Monsieur J.B.",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Première partie de la loi sur les cies,CH,,Non,Conventionné,Assisted Living
1357-8448,ACCUEIL DU RIVAGE,ACCUEIL DU RIVAGE,"1008, rue du Rivage",case postale 60,Saint-Antoine-sur-Richelieu (57075),J0L 1R0,Canada,(450) 787-3163,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),La Vallée-du-Richelieu (570),Borduas (243),CHSLD   36 Lit(s) d'hébergement permanent,(450) 787-1156,,,"Poirier, Hélène",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CHSLD,,Non,Conventionné,Assisted Living
5123-2130,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,INST. UNIV. DE CARDIOLOGIE ET PNEUMOLOGIE DE QUÉBEC,"2725, chemin Sainte-Foy",,Québec (23027),G1V 4G5,Canada,(418) 656-8711,Capitale-Nationale (03),Sainte-Foy - Sillery (03123),Québec (230),Jean-Talon (643),CHSGS   334 Lit(s) de santé physique; CHSGS    Urgence; CHSGS    Consultations externes,(418) 656-4829,,,"Isabelle, Johanne",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CH,Institut Universitaire (Santé),Non,Budget,Assisted Living
1362-5587,MANOIR ST-PATRICE,MANOIR ST-PATRICE,"3615, boulevard Perron",,Laval (65005),H7V 1P4,Canada,(450) 681-1621,Laval (13),Chomedey (13114),Laval (650),Chomedey (441),CHSLD   132 Lit(s) d'hébergement permanent,(450) 681-6120,,,"Bélanger, Suzanne",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Première partie de la loi sur les cies,CHSLD,,Non,Conventionné,Assisted Living
5123-5208,CENTRE DE SERVICES AMBULATOIRES DE SOINS PSYCHIATRIQUES CRAWFORD,CENTRE SERV. AMB. DE SOINS PSY. CRAWFORD,"7105, boulevard Lasalle",,Montréal (66023),H4H 1R2,Canada,(514) 761-6131,Montréal (06),Verdun (06313),Montréal (660),Verdun (397),CHPSY    Consultations externes,(514) 761-4816,,,"Bourassa, Francine Y.",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi spéciale,CH,Institut Universitaire (Santé),Non,Budget,Assisted Living
5123-5216,CENTRE DE SERVICES AMBULATOIRES DE SOINS PSYCHIATRIQUES WELLINGTON,CENTRE SERV. AMB. DE SOINS PSY. WELLINGTON,"4932, rue Wellington",,Montréal (66023),H4G 1X6,Canada,(514) 768-2668,Montréal (06),Verdun (06313),Montréal (660),Verdun (397),"CHPSY    Centre de jour, santé mentale",(514) 761-4816,,,"Bourassa, Francine Y.",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi spéciale,CH,Institut Universitaire (Santé),Non,Budget,Assisted Living
5122-2636,HOPITAL DE JOUR LE TREMPLIN,HOPITAL DE JOUR LE TREMPLIN,"6617, boulevard Lasalle",,Montréal (66023),H4H 1R2,Canada,(514) 761-6131,Montréal (06),Verdun (06313),Montréal (660),Verdun (397),"CHPSY    Hôpital de jour, santé mentale",(514) 761-4816,,,"Bourassa, Francine Y.",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi spéciale,CH,Institut Universitaire (Santé),Non,Budget,Assisted Living
5122-2644,HOPITAL DE JOUR L'ENVOL,HOPITAL DE JOUR L'ENVOL,"6625, boulevard Lasalle",,Montréal (66023),H4H 1R2,Canada,(514) 761-6131,Montréal (06),Verdun (06313),Montréal (660),Verdun (397),"CHPSY    Hôpital de jour, santé mentale",(514) 761-4816,,,"Bourassa, Francine Y.",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi spéciale,CH,Institut Universitaire (Santé),Non,Budget,Assisted Living
5123-5190,HÔPITAL DOUGLAS,HÔPITAL DOUGLAS,"6875, boulevard Lasalle",,Montréal (66023),H4H 1R3,Canada,(514) 761-6131,Montréal (06),Verdun (06313),Montréal (660),Verdun (397),"CHPSY   6 Lit(s) de santé physique; CHPSY   260 Lit(s) de psychiatrie; CHPSY    Urgence; CHPSY    Consultations externes; CHPSY    Hôpital de jour, santé mentale; CHPSY    Centre de jour, santé mentale",(514) 761-4816,,,"Bourassa, Francine Y.",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi spéciale,CH,Institut Universitaire (Santé),Non,Budget,Assisted Living
5123-5117,CHSLD HOPE,CHSLD HOPE,"5725, avenue Victoria",,Montréal (66023),H3W 3H6,Canada,(514) 738-4500,Montréal (06),Snowdon (06223),Montréal (660),Mont-Royal (419),CHSLD   160 Lit(s) d'hébergement permanent,(514) 738-2611,,,"Michelin, Heather",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi spéciale,CHSLD,,Non,Budget,Assisted Living
5123-5109,CHSLD KASTNER,CHSLD KASTNER,"5750, rue Lavoie",,Montréal (66023),H3W 3H5,Canada,(514) 738-4500,Montréal (06),Snowdon (06223),Montréal (660),Mont-Royal (419),CHSLD   160 Lit(s) d'hébergement permanent,(514) 738-2611,,,"Michelin, Heather",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi spéciale,CHSLD,,Non,Budget,Assisted Living
5123-1355,CENTRE DE MATERNITÉ DE L'ESTRIE,CENTRE DE MATERNITÉ DE L'ESTRIE,"65, rue de la Croix",,Sherbrooke (43027),J1C 0M2,Canada,(819) 846-4846,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Saint-François (111),CLSC,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5121-9327,CENTRE D'HEBERGEMENT SAINT-JOSEPH,CENTRE D'HEBERGEMENT SAINT-JOSEPH,"611, boulevard Queen-Victoria",,Sherbrooke (43027),J1H 3R6,Canada,(819) 821-1170,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Sherbrooke (113),CHSLD   141 Lit(s) d'hébergement permanent; CHSLD   3 Lit(s) d'hébergement temporaire,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5122-6835,CENTRE D'HEBERGEMENT SAINT-VINCENT,CENTRE D'HEBERGEMENT SAINT-VINCENT,"300, rue King Est",,Sherbrooke (43027),J1G 1B1,Canada,(819) 821-1170,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Saint-François (111),CHSLD    Centre de jour; CHSLD   204 Lit(s) d'hébergement permanent; CHSLD   1 Lit(s) d'hébergement temporaire,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5122-3436,CLSC CAMIRAND (50),CLSC CAMIRAND (50),"50, rue Camirand",,Sherbrooke (43027),J1H 4J5,Canada,(819) 563-2572,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Sherbrooke (113),CLSC,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5122-4459,CLSC CAMIRAND (95),CLSC CAMIRAND (95),"95, rue Camirand",,Sherbrooke (43027),J1H 4J6,Canada,(819) 563-2572,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Sherbrooke (113),CLSC,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5122-3444,CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE KING EST,CLSC ET GMFU KING EST,"1200, rue King Est",,Sherbrooke (43027),J1G 1E4,Canada,(819) 563-2572,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Saint-François (111),CHSGS    Groupe de médecine de famille universitaire; CLSC,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5122-4467,CLSC KING OUEST,CLSC KING OUEST,"356, rue King Ouest",,Sherbrooke (43027),J1H 1R4,Canada,(819) 563-2572,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Sherbrooke (113),CLSC,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5123-2486,CLSC MURRAY,CLSC MURRAY,"500, rue Murray",,Sherbrooke (43027),J1G 2K6,Canada,(819) 821-1170,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Saint-François (111),CLSC,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5298-3848,CLSC SPEID,CLSC SPEID,"8, rue Speid",,Sherbrooke (43027),J1M 1R6,Canada,(819) 563-2572,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Saint-François (111),CLSC,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5122-7536,HÔPITAL ET CENTRE D'HÉBERGEMENT ARGYLL,HÔPITAL ET CENTRE D'HÉBERGEMENT ARGYLL,"375, rue Argyll",,Sherbrooke (43027),J1J 3H5,Canada,(819) 821-1150,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Sherbrooke (113),CHSGS   40 Lit(s) de gériatrie; CHSGS    Consultations externes; CHSLD   259 Lit(s) d'hébergement permanent; CHSLD   2 Lit(s) d'hébergement temporaire,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5121-7974,HOPITAL ET CENTRE D'HEBERGEMENT D'YOUVILLE,HOPITAL ET CENTRE D'HEBERGEMENT D'YOUVILLE,"1036, rue Belvédère Sud",,Sherbrooke (43027),J1H 4C4,Canada,(819) 821-1170,Estrie (05),Sherbrooke (05151),Sherbrooke (430),Sherbrooke (113),CHSGS   24 Lit(s) de gériatrie; CHSGS    Consultations externes; CHSLD    Hôpital de jour; CHSLD   141 Lit(s) d'hébergement permanent; CHSLD   3 Lit(s) d'hébergement temporaire,(819) 829-7149,,,"Van Rossum, Caroline",Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD,Institut univ. (santé) et Centre affilié univ.,Oui,Budget,Assisted Living
5123-5422,CENTRE D'ACCEUIL LE PROGRAMME DE PORTAGE,CENTRE D'ACCEUIL LE PROGRAMME DE PORTAGE,"7, avenue Frontenac",,Pointe-Claire (66097),H9R 4Z7,Canada,(514) 694-9894,Montréal (06),Lac Saint-Louis (06111),Montréal (660),Jacques-Cartier (409),CRPAT    Services externes,(514) 939-3929,,,"Guinard, Pierre-Antoine",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CR,,Non,Conventionné spécifique,Assisted Living
5123-5950,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,"150, rue Saint-Joseph Est",,Québec (23027),G1K 3A7,Canada,(418) 524-0320,Capitale-Nationale (03),Québec - Basse-Ville (03125),Québec (230),Taschereau (633),CRPAT    Services externes; CRPAT    Centre de jour,(514) 939-3929,,,"Guinard, Pierre-Antoine",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CR,,Non,Conventionné spécifique,Assisted Living
5176-7366,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,"865, place Richmond",,Montréal (66023),H3J 1V8,Canada,(514) 939-0202,Montréal (06),Saint-Henri (06311),Montréal (660),Saint-Henri--Sainte-Anne (393),CRPAT    Services externes; CRPAT    Centre de jour,(514) 939-3929,,,"Guinard, Pierre-Antoine",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CR,,Non,Conventionné spécifique,Assisted Living
5123-1223,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,"2455, avenue Lionel-Groulx",,Montréal (66023),H3J 1J6,Canada,(514) 935-3152,Montréal (06),Saint-Henri (06311),Montréal (660),Saint-Henri--Sainte-Anne (393),CRPAT   70 Place(s) en internat,(514) 939-3929,,,"Guinard, Pierre-Antoine",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CR,,Non,Conventionné spécifique,Assisted Living
5123-1231,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,"1790, chemin du Lac-Écho",,Prévost (75040),J0R 1T0,Canada,(450) 224-2944,Laurentides (15),La Rivière-du-Nord - Mirabel (15161),La Rivière-du-Nord (750),Bertrand (525),CRPAT   139 Place(s) en internat,(514) 939-3929,,,"Guinard, Pierre-Antoine",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CR,,Non,Conventionné spécifique,Assisted Living
5123-2619,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,"244, chemin de la Station-Touristique",de la crapaudiere,Saint-Malachie (19025),G0R 3N0,Canada,(418) 642-2472,Chaudière-Appalaches (12),Bellechasse (12114),Bellechasse (190),Bellechasse (303),CRPAT   40 Place(s) en internat,(514) 939-3929,,,"Guinard, Pierre-Antoine",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CR,,Non,Conventionné spécifique,Assisted Living
5123-5257,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,"1795, chemin du Lac-Écho",,Prévost (75040),J0R 1T0,Canada,(514) 939-0202,Laurentides (15),La Rivière-du-Nord - Mirabel (15161),La Rivière-du-Nord (750),Bertrand (525),CRPAT   32 Place(s) en internat,(514) 939-3929,,,"Guinard, Pierre-Antoine",Privé,"L.R.Q., chapitre S-4.2 (Loi 120)",Partie 1A de la Loi des cies,CR,,Non,Conventionné spécifique,Assisted Living
5123-5471,CMC EASTMAIN,CMC EASTMAIN,"64, rue Nouchimi",,Eastmain (99810),J0M 1W0,Canada,(819) 977-0241,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CLSC; CSS,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5489,CMC MISTISSINI,CMC MISTISSINI,"302, rue Queen",,Mistissini (99804),G0W 1C0,Canada,(418) 923-3376,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CLSC; CSS,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5505,CMC NEMASKA,CMC NEMASKA,"7, rue Lakeshore",,Nemaska (99808),J0Y 3B0,Canada,(819) 673-2511,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CLSC; CSS,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5513,CMC WASKAGANISH,CMC WASKAGANISH,"2, rue Taakatachun",,Waskaganish (99806),J0M 1R0,Canada,(819) 895-8833,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CLSC; CSS,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5497,CMC WASWANIPI,CMC WASWANIPI,"1, rue West Aspen",,Waswanipi (99802),J0Y 3C0,Canada,(819) 753-2511,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CLSC; CSS,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5463,CMC WEMINDJI,CMC WEMINDJI,"60, rue Maquatau",,Wemindji (99812),J0M 1L0,Canada,(819) 978-0225,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CLSC; CSS,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5448,CMC WHAPMAGOOSTUI,CMC WHAPMAGOOSTUI,"425, rue Nisk",,Whapmagoostui (99070),J0M 1G0,Canada,(819) 929-3307,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CLSC; CSS,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5521,FOYER DE GROUPE UPAACHIKUSH,FOYER DE GROUPE UPAACHIKUSH,"96, rue Riverside",,Mistissini (99804),G0W 1C0,Canada,(418) 923-2260,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CARMS   7 Place(s) en foyer de groupe,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5539,FOYER DE GROUPE WEESAPOU,FOYER DE GROUPE WEESAPOU,"17, rue Fort George",,Chisasibi (99814),J0M 1E0,Canada,(819) 855-2681,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CARMS   9 Place(s) en foyer de groupe,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
5123-5430,HÔPITAL DE CHISASIBI,HÔPITAL DE CHISASIBI,"21, rue Maamuu",c.p.250,Chisasibi (99814),J0M 1E0,Canada,(819) 855-2844,Terres-Cries-de-la-Baie-James (18),Territoire Cri (18011),Eeyou Istchee (993),Ungava (793),CHSCD   25 Lit(s); CHSLD   7 Lit(s); CLSC; CSS,(819) 855-2098,,,"Valiquette, Louise",Public,"L.R.Q., chapitre S-5",Loi serv. Santé et serv. Sociaux,CSS CLSC CH CA CSS CLSC CH CA,,Non,Budget,Assisted Living
