row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,street_address,po_box,city,province,postal_code,country
USA-CO-74-All-74-All-254,REGENT PARK NURSING AND REHABILITATION,,,,,,,,,,,,Ms JULIE KOTCH,(970)854-2251,,(970)854-2610,,,FOR PROFIT-PARTNERSHIP,51,,,PHILLIPS COUNTY,,,,(970)867-9409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,39,816 SOUTH INTEROCEAN AVENUE,,HOLYOKE,CO,80734,USA
USA-CO-74-All-74-All-255,REHABILITATION AND NURSING CENTER OF THE ROCKIES,,,,,,,,,,,,Mr ANTHONY HANLON,(970)484-7981,,(970)484-8143,,,,96,,,LARIMER COUNTY,,,,OR PROFIT-PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,74,1020 PATTON STREET,,FORT COLLINS,CO,80524,USA
USA-CO-74-All-74-All-256,REHABILITATION CENTER AT SANDALWOOD,,,,,,,,,,,,Mr SHAWN JOHNSON,(303)422-1533,,(303)422-2433,,,FOR PROFIT - CORP.,105,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,88,3835 HARLAN STREET,,WHEAT RIDGE,CO,80033,USA
USA-CO-74-All-74-All-257,RIO GRANDE INN,,,,,,,,,,,,Ms ALICIA DEACON,(719)274-3311,,(719)274-3317,,,,60,,,CONEJOS COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,49,39 CALLE MILLER,,LA JARA,CO,81140,USA
USA-CO-74-All-74-All-258,RIVER VALLEY INN NURSING HOME,,,,,,,,,,,,Ms KAREN MARTINEZ (ADMIN),(719)657-1105,,(719)657-1148,,,,,,,RIO GRANDE COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,,,1335 6TH STREET,,DEL NORTE,CO,81132,USA
USA-CO-74-All-74-All-259,RIVERWALK POST ACUTE AND REHABILITATION,,,,,,,,,,,,Mr ROYAL JENSEN,(719)564-0550,,(719)404-1031,,,,60,,,PUEBLO COUNTY,,,,OR PROFIT - CORP.,RIVERALK POST ACUTE &amp; REHABILITATION,"27101 PUERTA REAL, #450",,MISSION VIEJO,CA,92691,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,45,1610 SCRANTON AVENUE,,PUEBLO,CO,81004,USA
USA-CO-74-All-74-All-260,ROCK CANYON RESPIRATORY AND REHABILITATION CENTER,,,,,,,,,,,,Mr RONALD COOK,(719)564-0550,,(719)561-9760,,,FOR PROFIT - CORP.,81,,,PUEBLO COUNTY,,,,(719)583-6123,ROCK CANYON RESPIRATORY AND REHABILITATION CENTER,"27101 PUERTA REAL, #450",,MISSION VIEJO,CA,92691,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,75,2515 PITMAN PLACE,,PUEBLO,CO,81004,USA
USA-CO-74-All-74-All-261,"ROWAN COMMUNITY, INC",,,,,,,,,,,,Ms KENDRA COCO,(303)757-1228,,(303)759-3390,,,FOR PROFIT - CORP.,72,,,DENVER COUNTY,,,,(303)480-6738,"PINON MANAGEMENT LLC, RE: ROWAN COMMUNITY INC",12136 W BAYAUD AVE SUITE 200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,70,4601 EAST ASBURY CIRCLE,,DENVER,CO,80222,USA
USA-CO-74-All-74-All-262,SAN JUAN LIVING CENTER,,,,,,,,,,,,Ms LUCILLE FRAHM-HAZARD,(970)249-9683,,(970)249-3915,,,FOR PROFIT - CORP.,104,,,MONTROSE COUNTY,,,,(970)241-6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,74,1043 RIDGE STREET,,MONTROSE,CO,81401,USA
USA-CO-74-All-74-All-263,SAN LUIS CARE CENTER,,,,,,,,,,,,Ms BRENDA EATON,(719)589-9081,,(719)589-9083,,,FOR PROFIT-PARTNERSHIP,70,,,ALAMOSA COUNTY,,,,(719)589-4511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,43,240 CRAFT DRIVE,,ALAMOSA,CO,81101,USA
USA-CO-74-All-74-All-264,SANDROCK RIDGE CARE AND REHAB,,,,,,,,,,,,Mr JEFFREY STOVER,(970)826-4100,,(970)826-0088,,,,58,,,MOFFAT COUNTY,,,,OR PROFIT - CORP.,SANDROCK RIDGE CARE &amp; REHAB,3440 YOUNGFIELD STREET SUITE 358,,WHEAT RIDGE,CO,80033,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,49,943 WEST 8TH DRIVE,,CRAIG,CO,81625,USA
USA-CO-74-All-74-All-265,SEDGWICK COUNTY MEMORIAL NURSING HOME,,,,,,,,,,,,Mr DAVID GARNAS,(970)474-3323,,(970)474-9974,,,GOVERNMENT-COUNTY,32,,,SEDGWICK COUNTY,,,,(970)867-9409,SEDGWICK COUNTY MEMORIAL HOSPITAL,900 CEDAR STREET,,JULESBURG,CO,80737,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,26,901 CEDAR STREET,,JULESBURG,CO,80737,USA
USA-CO-74-All-74-All-266,SHARMAR VILLAGE CARE CENTER,,,,,,,,,,,,Ms DELAINE CROW,(719)544-1173,,(719)544-1150,,,FOR PROFIT - CORP.,64,,,PUEBLO COUNTY,,,,(719)583-6123,"CONTINUUM AT SHARMAR, INC",,P.O. BOX 336250,GREELEY,CO,80633,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,45,1209 WEST ABRIENDO AVENUE,,PUEBLO,CO,81004,USA
USA-CO-74-All-74-All-267,SIERRA REHABILITATION AND CARE COMMUNITY,,,,,,,,,,,,Mr DANIEL WEBB,(303)238-1375,,(303)238-0852,,,,103,,,JEFFERSON COUNTY,,,,ON PROFIT-OTHER,SIERRA HEALTHCARE COMMUNITY,12136 W BAYAUD AVENUE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,91,1432 DEPEW STREET,,LAKEWOOD,CO,80214,USA
USA-CO-74-All-74-All-268,SIERRA VISTA HEALTH CARE CENTER,,,,,,,,,,,,Mr MICHAEL DUNN,(970)669-0345,,(970)667-4238,,,,114,,,LARIMER COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,88,821 DUFFIELD COURT,,LOVELAND,CO,80537,USA
USA-CO-74-All-74-All-269,SKYLINE RIDGE NURSING AND REHABILITATION CENTER,,,,,,,,,,,,MR LARRY LAVELLE,(719)275-0665,,(719)275-6225,,,,85,,,FREMONT COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,75,515 FAIRVIEW STREET,,CANON CITY,CO,81212,USA
USA-CO-74-All-74-All-270,SLOAN'S LAKE REHABILITATION CENTER,,,,,,,,,,,,Mr JASON FOLBIGG,(303)534-2211,,(303)534-2212,,,FOR PROFIT - CORP.,42,,,DENVER COUNTY,,,,(303)480-6738,LICENSING,"27101 PUERTA REAL, STE 450",,MISSION VIEJO,CA,92691,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,34,1601 NORTH LOWELL BOULEVARD,,DENVER,CO,80204,USA
USA-CO-74-All-74-All-271,SOUTHEAST COLORADO HOSPITAL LTC CENTER,,,,,,,,,,,,Mr DAVID ENGEL,(719)523-4501,,(719)523-9972,,,,56,,,BACA COUNTY,,,,OVERNMENT-HOSP. DIST.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,49,373 E 10TH AVENUE,,SPRINGFIELD,CO,81073,USA
USA-CO-74-All-74-All-272,SPANISH PEAKS VETERANS COMMUNITY LIVING CENTER,,,,,,,,,,,,Ms APRIL SECOR,(719)738-5197,,(719)738-5138,,,,120,,,HUERFANO COUNTY,,,,OVERNMENT-HOSP. DIST.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,91,23500 U S HIGHWAY 160,,WALSENBURG,CO,81089,USA
USA-CO-74-All-74-All-273,SPRING CREEK HEALTH CARE CENTER,,,,,,,,,,,,Ms SHANNON PELLETIER,(970)482-5712,,(970)493-8376,,,,138,,,LARIMER COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,111,1000 EAST STUART STREET,,FORT COLLINS,CO,80525,USA
USA-CO-74-All-74-All-274,SPRINGS VILLAGE CARE CENTER,,,,,,,,,,,,Ms ALINA SOLORZANO,(719)475-8686,,(719)475-1223,,,FOR PROFIT - CORP.,91,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,82,110 WEST VAN BUREN STREET,,COLORADO SPRINGS,CO,80907,USA
USA-CO-74-All-74-All-275,ST ANDREWS VILLAGE-LTC,,,,,,,,,,,,Ms KATHRYN MCCUNE,(303)695-9300,,(303)695-8101,,,FOR PROFIT - CORP.,58,,,ARAPAHOE COUNTY,,,,(303)480-6738,ST ANDREWS VILLAGE LTC,"2020 W RUNDASILL ROAD, C/O LICENSING",,TUCSON,AZ,85704,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,48,2670 SOUTH ABILENE STREET WEST,,AURORA,CO,80014,USA
USA-CO-74-All-74-All-276,ST PAUL HEALTH CENTER,,,,,,,,,,,,DAVID ADAMS,(303)399-2040,,(303)321-1553,,,FOR PROFIT-PARTNERSHIP,150,,,DENVER COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,139,1667 ST PAUL STREET,,DENVER,CO,80206,USA
USA-CO-74-All-74-All-277,STERLING LIVING CENTER,,,,,,,,,,,,Ms ALETHA SHAWVER,(970)522-2933,,(970)522-4818,,,FOR PROFIT - CORP.,103,,,LOGAN COUNTY,,,,(970)867-9409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,62,1420 SOUTH 3RD AVENUE,,STERLING,CO,80751,USA
USA-CO-74-All-74-All-278,SUITES AT CLERMONT PARK CARE CENTER,,,,,,,,,,,,Ms GAIL KAHOOKELE,(303)758-4528,,(303)758-1787,,,NON PROFIT-CORPORATION,63,,,DENVER COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,29,2480 SOUTH CLERMONT STREET,,DENVER,CO,80222,USA
USA-CO-74-All-74-All-279,"SUITES AT HOLLY CREEK CARE CENTER, THE",,,,,,,,,,,,Mr GARY DICKEY,(720)266-5888,,(303)741-2979,,,NON PROFIT-CHURCH RELATED,25,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,23,5590 E PEAKVIEW AVENUE,,CENTENNIAL,CO,80121,USA
USA-CO-74-All-74-All-280,"SUITES FITZSIMONS, THE",,,,,,,,,,,,Ms CARLY OLSEN,(801)601-1450,,,,,,,,,ADAMS COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,,,13525 E 23RD AVENUE,,AURORA,CO,80045,USA
USA-CO-74-All-74-All-281,"SUITES FORT COLLINS LLC, THE",,,,,,,,,,,,Ms EMILY KANTOR,(972)829-3400,,(972)829-3401,,,FOR PROFIT-PARTNERSHIP,70,,,LARIMER COUNTY,,,,(303)862-3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,18,4880 ZIEGLER ROAD,,FORT COLLINS,CO,80528,USA
USA-CO-74-All-74-All-282,SUMMIT REHABILITATION AND CARE COMMUNITY,,,,,,,,,,,,Ms RYAN BURMOOD,(303)364-9311,,(303)367-4639,,,,110,,,ARAPAHOE COUNTY,,,,OR PROFIT - CORP.,SUMMIT REHABILITATION &amp; CARE COMMUNITY,12136 W. BAYAUD AVE. SUITE 200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,95,500 GENEVA STREET,,AURORA,CO,80010,USA
USA-CO-74-All-74-All-283,SUNDANCE SKILLED NURSING AND REHABILITATION,,,,,,,,,,,,Ms TRACY ARTZ,(719)632-7474,,(719)632-6587,,,NON PROFIT-CORPORATION,68,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,58,2612 WEST CUCHARRAS STREET,,COLORADO SPRINGS,CO,80904,USA
USA-CO-74-All-74-All-284,SUNNY VISTA LIVING CENTER,,,,,,,,,,,,Ms JANET BURNS,(719)471-8700,,(719)471-4352,,,NON PROFIT-CORPORATION,116,,,EL PASO COUNTY,,,,(719)471-7080,SUNNY VISTA LIVING CENTER,2445  E. CACHE LA POUDRE,,COLORADO SPRINGS,CO,80909,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,104,2445 EAST CACHE LA POUDRE,,COLORADO SPRINGS,CO,80909,USA
USA-CO-74-All-74-All-285,SUNSET MANOR,,,,,,,,,,,,Ms SUZANNE PHILLIPS,(970)842-2825,,(970)842-2257,,,,85,,,MORGAN COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,76,2200 EDISON STREET,,BRUSH,CO,80723,USA
USA-CO-74-All-74-All-286,TERRACE GARDENS HEALTH CARE CENTER,,,,,,,,,,,,Ms ELIZABETH PERALTA,(719)473-8000,,(719)473-7370,,,FOR PROFIT - CORP.,108,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,75,2438 FOUNTAIN BOULEVARD,,COLORADO SPRINGS,CO,80910,USA
USA-CO-74-All-74-All-287,TRINIDAD INN NURSING HOME,,,,,,,,,,,,Ms BRITTNEE KAYLYNN FRANSUA,(719)846-9291,,(719)846-7676,,,,119,,,LAS ANIMAS COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,88,409 BENEDICTA AVENUE,,TRINIDAD,CO,81082,USA
USA-CO-74-All-74-All-288,UNION PRINTERS HOME,,,,,,,,,,,,Ms JILL HESS-CAMPBELL,(719)634-3711,,(719)475-2246,,,FOR PROFIT - CORP.,120,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,114,101 SOUTH UNION BOULEVARD,,COLORADO SPRINGS,CO,80910,USA
USA-CO-74-All-74-All-289,UNIVERSITY HEIGHTS REHABILITATION &amp; CARE COMMUNITY,,,,,,,,,,,,Mr BRUCE ODENTHAL,(303)344-0636,,(303)344-0636,,,FOR PROFIT - CORP.,120,,,ADAMS COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,56,656 DILLON WAY,,AURORA,CO,80011,USA
USA-CO-74-All-74-All-290,UNIVERSITY PARK CARE CENTER,,,,,,,,,,,,Mr ROBERTO NEWMAN,(719)545-5321,,(719)545-0096,,,,180,,,PUEBLO COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,119,945 DESERT FLOWER BOULEVARD,,PUEBLO,CO,81001,USA
USA-CO-74-All-74-All-291,UPTOWN HEALTH CARE CENTER,,,,,,,,,,,,Ms ANN MARIE MALONEY,(303)860-0500,,(303)860-0037,,,,79,,,DENVER COUNTY,,,,OR PROFIT - CORP.,"QUALITY LIFE MANAGEMENT, LLC","12136 WEST BAYAUD AVE, #200",,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,76,745 EAST 18TH AVENUE,,DENVER,CO,80203,USA
USA-CO-74-All-74-All-292,"VALLEY INN, THE",,,,,,,,,,,,Mrs ASHLEE MONARCO,(970)533-9031,,(970)533-7297,,,,60,,,MONTEZUMA COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,54,211 3RD AVENUE,,MANCOS,CO,81328,USA
USA-CO-74-All-74-All-293,VALLEY MANOR CARE CENTER,,,,,,,,,,,,Mr DAVID DOORN,(970)249-9634,,(970)249-6880,,,,101,,,MONTROSE COUNTY,,,,ON PROFIT-CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,79,1401 SOUTH CASCADE,,MONTROSE,CO,81401,USA
USA-CO-74-All-74-All-294,VALLEY VIEW HEALTH CARE CENTER INC,,,,,,,,,,,,Mr PETER DEREGO,(719)275-7569,,(719)275-3890,,,,61,,,FREMONT COUNTY,,,,OR PROFIT - CORP.,VIVAGE MANAGEMENT LLC,12136 W BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,58,2120 NORTH 10TH STREET,,CANON CITY,CO,81212,USA
USA-CO-74-All-74-All-295,VALLEY VIEW VILLA,,,,,,,,,,,,Ms BRITTANY STALEY,(970)867-8261,,(970)867-2652,,,FOR PROFIT - CORP.,120,,,MORGAN COUNTY,,,,(970)867-9409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,60,815 FREMONT AVE,,FORT MORGAN,CO,80701,USA
USA-CO-74-All-74-All-296,VI AT HIGHLANDS RANCH SKILLED NURSING,,,,,,,,,,,,Ms MARY GRACE SMIGIEL,(720)348-7900,,(720)348-7999,,,FOR PROFIT - CORP.,24,,,DOUGLAS COUNTY,,,,(303)480-6738,VI AT HIGHLANDS RANCH SKILLED NURSING,9085 RANCH RIVER CIRCLE,,HIGHLANDS RANCH,CO,80126,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,20,9085 RANCH RIVER CIRCLE,,HIGHLANDS RANCH,CO,80126,USA
USA-CO-74-All-74-All-297,VILLA MANOR CARE CENTER,,,,,,,,,,,,Mr MICHAEL JOHNSON,(303)986-4511,,(303)986-0828,,,FOR PROFIT - CORP.,120,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,70,7950 WEST MISSISSIPPI AVENUE,,LAKEWOOD,CO,80226,USA
USA-CO-74-All-74-All-298,"VILLAGE CARE AND REHABILITATION CENTER, THE",,,,,,,,,,,,Ms JANET MARKS,(303)403-2900,,(303)456-4016,,,NON PROFIT-CORPORATION,60,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,56,9221 WADSWORTH PARKWAY,,WESTMINSTER,CO,80021,USA
USA-CO-74-All-74-All-299,"VILLAS AT SUNNY ACRES, THE",,,,,,,,,,,,Mr BRIAN RUPERT,(303)255-4100,,(303)457-1832,,,,160,,,ADAMS COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,122,2501 E 104TH AVE,,THORNTON,CO,80233,USA
USA-CO-74-All-74-All-300,VISTA GRANDE INN,,,,,,,,,,,,Ms PAULA MITCHELL,(970)564-1122,,(970)564-1144,,,FOR PROFIT - CORP.,101,,,MONTEZUMA COUNTY,,,,(970)259-1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,52,680 E HOSPITAL DRIVE,,CORTEZ,CO,81321,USA
USA-CO-74-All-74-All-301,VISTA VIEW CARE CENTER,,,,,,,,,,,,Ms SEENA REDAN,(303)286-5199,,(303)286-1253,,,FOR PROFIT - CORP.,25,,,ADAMS COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,19,8451 PEARL STREET,,THORNTON,CO,80229,USA
USA-CO-74-All-74-All-302,WALBRIDGE MEMORIAL CONVALESCENT WING,,,,,,,,,,,,Mr KENNETH HARMAN,(970)878-5047,,(970)878-9262,,,GOVERNMENT-HOSP. DIST.,30,,,RIO BLANCO COUNTY,,,,(970)248-2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,25,100 PIONEERS MEDICAL CENTER DRIVE,,MEEKER,CO,81641,USA
USA-CO-74-All-74-All-303,WALSH HEALTHCARE CENTER,,,,,,,,,,,,Ms RITA HETRICK,(719)324-5262,,(719)324-5266,,,GOVERNMENT-HOSP. DIST.,30,,,BACA COUNTY,,,,(719)383-3167,WALSH HEALTHCARE CENTER,,PO BOX 206,WALSH,CO,81090,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,21,150 NORTH NEVADA,,WALSH,CO,81090,USA
USA-CO-74-All-74-All-304,WASHINGTON COUNTY NURSING HOME,,,,,,,,,,,,Ms BRENDA RHEA,(970)345-2211,,(970)345-6963,,,GOVERNMENT-COUNTY,40,,,WASHINGTON COUNTY,,,,(970)867-9409,WASHINGTON COUNTY NURSING HOME,465 MAIN AVE,,AKRON,CO,80720,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,35,676 W GREENHOUSE DRIVE,,AKRON,CO,80720,USA
USA-CO-74-All-74-All-305,WELBROOK SENIOR LIVING GRAND JUNCTION LLC,,,,,,,,,,,,Mr JEFF TURNBOW,(970)364-8550,,(970)986-8656,,,FOR PROFIT - CORP.,50,,,MESA COUNTY,,,,(970)248-2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,2,2594 PATTERSON,,GRAND JUNCTION,CO,81506,USA
USA-CO-74-All-74-All-306,WESTERN HILLS HEALTH CARE CENTER,,,,,,,,,,,,Ms AMY GOEGLEIN,(303)232-6881,,(303)232-1927,,,FOR PROFIT - CORP.,140,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,77,1625 CARR STREET,,LAKEWOOD,CO,80214,USA
USA-CO-74-All-74-All-307,WESTLAKE CARE COMMUNITY,,,,,,,,,,,,Ms PAMELA RIOS-MENTER,(303)238-5363,,(303)238-7062,,,FOR PROFIT - CORP.,70,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,65,1655 EATON STREET,,LAKEWOOD,CO,80214,USA
USA-CO-74-All-74-All-308,WHEATRIDGE MANOR CARE CENTER,,,,,,,,,,,,Mr KEITH ENGLADE,(303)238-0481,,(303)233-3775,,,FOR PROFIT - CORP.,72,,,JEFFERSON COUNTY,,,,(303)480-6735,WHEATRIDGE MANOR CARE CENTER,"12136 WEST BAYAUD AVE., #200",,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,66,2920 FENTON STREET,,WHEAT RIDGE,CO,80214,USA
USA-CO-74-All-74-All-309,WIDE HORIZON INC,,,,,,,,,,,,Mr D. BRIAN BOETTIGER,(303)424-4445,,(303)422-6373,,,NON PROFIT-CORPORATION,29,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Private Pay Only,6/20/2017,14,8900 WEST 38TH AVENUE,,WHEAT RIDGE,CO,80033,USA
USA-CO-74-All-74-All-310,WILLOW TREE CARE CENTER,,,,,,,,,,,,Ms DEBBIE RAYE MCPEEK (ADMIN),(970)874-9773,,(970)874-9755,,,FOR PROFIT - CORP.,80,,,DELTA COUNTY,,,,(970)241-6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,47,2050 SOUTH MAIN STREET,,DELTA,CO,81416,USA
USA-CO-74-All-74-All-311,WINDSOR HEALTH CARE CENTER,,,,,,,,,,,,Mr JOSEPH FUENTEZ,(970)686-7474,,(970)674-8811,,,,112,,,WELD COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,98,710 3RD STREET,,WINDSOR,CO,80550,USA
USA-CO-74-All-74-All-312,WOODRIDGE TERRACE NURSING AND REHABILITATION,,,,,,,,,,,,Mr HUGO RAMIERZ SANCHEZ,(303)289-1848,,(303)286-1017,,,,105,,,ADAMS COUNTY,,,,OR PROFIT-PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,93,5230 EAST 66TH WAY,,COMMERCE CITY,CO,80022,USA
USA-CO-74-All-74-All-313,YUMA LIFE CARE CENTER,,,,,,,,,,,,Mr DENNIS TOFANO,(970)848-5804,,(970)848-0508,,,FOR PROFIT - CORP.,58,,,YUMA COUNTY,,,,(970)867-9409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,53,323 WEST 9TH AVENUE,,YUMA,CO,80759,USA
