row_id,Facility Name,Address,City,Postal Code,Province,Contact Phone,Fax,Accessibility,Service hours,Eligibility,facility_type,country
Canada-AB-28-AB-ContinuingAndLongTermCare-output-216,St. Theresa General Hospital ,4506 46 Avenue,Fort Vermilion,T0H 1N0,AB,780-927-3761 (Switchboard),780-927-6207,,Visiting Hours Monday - Sunday 12:00 pm to 8:00 p,Adults 18 years of age and older.,"Adult Mental Health Treatment Services; Children's Mental Health Treatment Services; Continuing Care Services; Diagnostic Imaging Services; Eating Disorder Services; Emergency Services; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Hospitals; Interpretive Services; Laboratory Services; Linen & Environmental Services; Maternity; Medicine; Mental Health Information, Promotion and Prevention; Mental Health Services; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Patient Information; Pediatrics; Pharmacy Services; Physical Therapy Services; Regional Collaborative Service Delivery - School based and school linked mental health teams; Registration; Switchboard; Tour - Become a Skilled Shopper; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-217,St. Therese - St. Paul Healthcare Centre,4713 48  Avenue,St. Paul,T0A 3A3,AB,780-645-3331 (Switchboard),780-645-1702,"Wheel chair access available.; Handicap parking stalls, automatic doors and elevator.",Visiting Hours Monday - Sunday 11:00 am to 8:00 p,Adults 18 years and older,"Acute Inpatient Psychiatry; Adult Day Program; Adult Mental Health Treatment Services; Ambulatory Services; Assertive Outreach Services; Cafeteria Services; Cardiac Stress Testing; Children's Mental Health Treatment Services; Continuing Care Services; Day Surgery Services & Recovery; Diagnostic Imaging Services; Eating Disorder Services; Emergency Services; General Medicine; General Radiography (X-Ray); Gift Shops - North Zone; Health Information - Access and Disclosure; Hemodialysis - Northern Alberta Renal Program; Hospitals; Laboratory Services; Linen & Environmental Services; Medical Device Reprocessing; Mental Health Diversion Program; Mental Health Information, Promotion and Prevention; Mental Health Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Obstetrics; Occupational Therapy Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Pediatrics; Pharmacy Services; Physical Therapy Services; Psychogeriatric Consultation; Regional Collaborative Service Delivery - School based and school linked mental health teams; Respiratory Health Program; Respiratory Therapy; Respite Care; Social Work; Special Care Unit; Stroke Prevention Clinic; Therapeutic Recreation Services; Ultrasound",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-218,St. Therese Villa,253 Southgate Boulevard,Lethbridge,T1K 2S1,AB,403-382-6405 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia; Interpretive Services; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-219,Stone Brook,4902 59 Street,Grimshaw,T0H 1W0,AB,780-332-4183 (Switchboard),,Wheel chair access available.,,To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-220,Strafford Foundation Tudor Manor,200 Sandstone Drive,Okotoks,T1S 1R1,AB,403-995-9540 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-221,Strathmore District Health Services,200 Brent Boulevard,Strathmore,T1P 1J9,AB,403-361-7000 (Switchboard),403-361-7048,Wheel chair access available.,Visiting Hours Monday - Sunday 11:00 am to 8:00 p,Must be a Home Care client over the age of 65. ,Adult Day Support Program; Aids to Daily Living; Cafeteria Services; Calgary Rural Community Physiotherapy; Cardiac Diagnostics - Holter Monitoring; Cardiology - Electrocardiogram Services; Diagnostic Imaging Services; Emergency Services; General Medicine - Inpatients; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Hospitals; Laboratory Services; Lost and Found Services; Occupational Therapy - Outpatients; Parking Services; Patient Email Well Wishes; Patient Food Services; Patient Information; Pharmacy Services - Inpatients; Registration; Respiratory Therapy - Rural; Respite Care; Speech Language Pathology - Acute Care; Switchboard; Transition Services - Acute Care; Ultrasound; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-222,Summerwood Village Retirement Residence,4255 Cloverbar Road,Sherwood Park,T8H 0C9,AB,,,Trained for visually/hearing impaired,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-223,Sunny South Lodge,1122 20 Avenue,Coaldale,T1M 1L4,AB,403-345-5955 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-224,Sunnyside Care Centre,1720 Bell Street,Medicine Hat,T1A 5G1,AB,403-527-3838 (Switchboard),403-527-4690,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-225,Sunrise Gardens,1235 3 Street,Brooks,T1R 0P7,AB,403-794-2105 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-226,Sunrise Village Camrose,6821 50 Avenue,Camrose,T4V 5G5,AB,780-672-2746 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-227,Sunrise Village Drayton Valley,3902 47 Street,Drayton Valley,T7A 1T1,AB,780-542-5572 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-228,Sunrise Village High River,660 7 Street,High River,T1V 1S7,AB,403-652-1581 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-229,Sunrise Village Olds,5600 Sunrise Crescent,Olds,T4H 1R8,AB,403-556-1971 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-230,Sunrise Village Ponoka,4004 40 Street Close,Ponoka,T4J 0A3,AB,403-783-3373 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-231,Sunrise Village Wetaskiwin,5430 37A Avenue,Wetaskiwin,T9A 3A8,AB,780-352-4725 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-232,Sunset Manor,3312 52 Avenue,Innisfail,T4G 0C3,AB,403-227-8200 (Switchboard),,Wheel chair access available.,Monday: 8:00 am - 4:00 pm.Tuesday: 8:00 am - 4:00 pm.Wednesday: 8:00 am - 4:00 pm.Thursday: 8:00 am - 4:00 pm.Friday: 8:00 am - 4:00 pm.Hours of operation are for information on service delivery and Receptio,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-233,Taber Health Centre,4326 50 Avenue,Taber,T1G 1N9,AB,403-223-7211 (Switchboard),403-223-1703,Wheel chair access available.,Visiting Hours Monday - Sunday 10:00 am to 1:00 pm; 2:00 pm to 8:00 p,,"Addiction Services - Adult Counselling; Addiction Services - Prevention; Addiction Services - Youth Counselling; Children's Allied Health Services; Community Mental Health Service; Continuing Care Services (West); Diagnostic Imaging Services; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Fluoride Protection for Toddlers; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Hospitals; Laboratory Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Patient Food Services; Patient Information; Physical Therapy; Prenatal Education; Public Health Nursing; Registration; Rural Outpatient and Community Respiratory Therapy Services; School Oral Health Services; Speech Language Pathology - Adult; Therapeutic Recreation; Travel Health Services; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-234,The Gardens at Emerald Park,10402 111 Street,Grande Prairie,T8V 8G4,AB,780-539-5538 (switchboard),,Wheel chair access available.,,To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-235,The Wellington Retirement Residence,1595 Southview  Drive,Medicine Hat,T1B 0A1,AB,403-526-2225 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-236,Thorhild Community Health Services,302 2 Avenue,Thorhild,T0A 3J0,AB,780-398-3879 (switchboard),780-398-2671,Wheel chair access available.,Monday: 8:30 am - 4:30 pm.Tuesday: 8:30 am - 4:30 pm.Wednesday: 8:30 am - 4:30 pm.Thursday: 8:30 am - 4:30 pm.Friday: 8:30 am - 4:30 pm.Closed Stat Holidays and Lunch Hour,,Alberta Aids to Daily Living Program; Breastfeeding Clinic; Car Seat Safety; Case Management Coordination; Community Health Services (Public Health Centres); Early Childhood Intervention Program; Equipment Loan Program; Fluoride Protection for Toddlers; Home Care; Laboratory Services; Option 4; Oral Health - Programs and Services; Palliative and End of Life Care; Postpartum Depression Support; Sexual Health Services; Social Work; Tuberculosis Testing,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-237,Tofield Health Centre,5543 44 Street,Tofield,T0B 4J0,AB,780-662-3263,780-662-3835,Wheel chair access available.,Visiting Hours Monday - Sunday 11:00 am to 8:00 p,,"Asthma Education Program; Cafeteria Services; Cardiac Monitoring Services; Community Health Centres; Community Mental Health Services; Continuing Care Counselling; Continuing Care Services; Diagnostic Imaging Services; Early Intervention Program; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Fluoride Protection for Toddlers; General Radiography (X-Ray); Gift Shop Services; Hairdressing Services; Health Information - Access and Disclosure; Health Information / Records Management; Health Promotion; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult; Nutrition Counselling - Pediatric; Occupational Therapy - Children's Rehabilitation Services; Occupational Therapy Adult Community Rehabilitation Program; Occupational Therapy Outpatient; Oral Health Program; Palliative Care; Parking Services; Patient Email Well Wishes; Patient Food Services; Patient Information; Pharmacy Services; Physical Therapy - Children's Rehabilitation Services; Physical Therapy - Outpatients; Physical Therapy Adult Community Rehabilitation Program; Prenatal Education Programs; Public Health Breast Pump Rentals; Public Health Breastfeeding Support Services; Public Health Mother Baby Drop In Services; Public Health Nursing; Public Health Postnatal Services; Registration; Rehabilitation Home Care Services; Respiratory Therapy Adult and Pediatric Services; Respiratory Therapy Outpatient; Respiratory Therapy Pediatric Services; Respite Care; School Oral Health Services; Speech Language Pathology - Children's Rehabilitation Services; Speech Language Services - Adult; Switchboard; Tuberculosis Testing; Vital Heart Response / STEMI Program",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-238,Touchmark at Wedgewood,18333  Lessard  Road,Edmonton,T6M 2Y5,AB,780-577-5000 (switchboard),780-484-6045,Wheel chair access available.,Caregivers are on staff 24,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-239,Trochu - St. Mary's Health Care Centre,451 DeChauney Avenue,Trochu,T0M 2C0,AB,403-442-3955 (Switchboard),403-442-3945,Wheel chair access available.; Wheelchair accessible washroom - only available one for the public is on main floor.,Facility is locked from 1700H - 0800H and locked 24 hours on week-ends and Statutory holidays. Access may be granted via buzzer system.  One MUST schedule appointments to access DI or Lab service,,Cardiac Monitoring Services; Continuing Care Counselling; Continuing Care Services; Diagnostic Imaging Services; General Radiography (X-Ray); Health Information - Access and Disclosure; Interpretive Services; Laboratory Services; Occupational Therapy Acute Care Services; Palliative Care; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-240,Tuoi Hac - Golden Age Manor,12607 148 Avenue,Edmonton,T5X 0C2,AB,780-476-8038 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-241,Two Hills Health Centre,4401 53 Avenue,Two Hills,T0B 4K0,AB,780-657-3344,780-657-2508,Wheel chair access available.,"Visiting Hours:  11:00 am - 8:00 pm

24-Hour Emergency Servic",,Asthma Education Program; Cafeteria Services; Cardiac Monitoring Services; Community Health Centres; Continuing Care Counselling; Continuing Care Services; Diagnostic Imaging Services; Early Intervention Program; Emergency Services; Fluoride Protection for Toddlers; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Health Promotion; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult; Nutrition Counselling - Pediatric; Occupational Therapy Adult Community Rehabilitation Program; Occupational Therapy Outpatient; Oral Health Program; Palliative Care; Patient Email Well Wishes; Patient Food Services; Patient Information; Pharmacy Services; Physical Therapy - Outpatients; Physical Therapy Adult Community Rehabilitation Program; Prenatal Education Programs; Public Health Breast Pump Rentals; Public Health Breastfeeding Support Services; Public Health Mother Baby Drop In Services; Public Health Nursing; Public Health Postnatal Services; Registration; Respiratory Therapy Adult and Pediatric Services; Respiratory Therapy Outpatient; Respiratory Therapy Pediatric Services; Respite Care; School Oral Health Services; Speech Language Services - Adult; Stroke and Geriatric Empowerment Unit; Switchboard; Tuberculosis Testing; Vital Heart Response / STEMI Program,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-242,Valleyview Health Centre,4802    Highway Street,Valleyview,T0H 3N0,AB,780-524-3356 (Switchboard),780-524-2107,Wheel chair access available.; Designated disabled parking spots.,Visiting Hours Monday - Sunday 11:00 am to 8:00 p,"Adults 18 years and older with a chronic disease or at risk of developing a chronic disease and able to participate in a group environment, and their families or caregivers.","Alberta Healthy Living Program - North Zone; Cardiac Diagnostics - Ambulatory Blood Pressure Monitoring; Cardiac Diagnostics - Holter Monitoring; Continuing Care Services; Diagnostic Imaging Services; Emergency Services; Facilities Maintenance & Engineering, Grande Prairie & Area; General Radiography (X-Ray); Gift Shops - North Zone; Health Information - Access and Disclosure; Hospitals; Indigenous Health Liaison Services; Indigenous Health Program; Laboratory Services; Linen & Environmental Services; Newborn Hearing Screening Program; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Obstetrics; Occupational Therapy Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Patient Food Services; Pediatrics; Pharmacy Services; Physical Therapy Services; Respiratory Health Program; Respite Care; Social Work; Therapeutic Recreation Services; Tuberculosis Testing; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-243,Valleyview,65 Valleyview Drive,Medicine Hat,T1A 7K5,AB,403-526-7000 (switchboard),403-526-7449,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-244,Vanderwell Heritage Place,301 6 Avenue,Slave Lake,T0G 2A0,AB,780-849-2927 (switchboard),780-849-5251,Wheel chair access available.,"Admin, Mon-Fri, 8-4:30 closed stats & weeken",To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-245,Vegreville Care Centre,4525 50 Street,Vegreville,T9C 0A1,AB,780-632-2871,780-632-6680,Wheel chair access available.,,,Continuing Care Services; Health Information - Access and Disclosure; Palliative Care; Patient Email Well Wishes; Patient Food Services; Patient Information; Registration; Respite Care; Switchboard,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-246,Vegreville Manor,5913 49 Street,Vegreville,T9C 1X4,AB,780-632-3540 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-247,Venta Care Centre,13525 102 Street,Edmonton,T5E 4K3,AB,780-476-6633,780-476-6943,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-248,Vermilion Valley Lodge,4610 53 Avenue,Vermilion,T9X 1G6,AB,780-853-5706 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-249,Viewpoint,4503 48 Street,Camrose,T4V 4Z7,AB,780-672-5045 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-250,Viking Health Centre,5110 57 Avenue,Viking,T0B 4N0,AB,780-336-4786,780-336-4983,Wheel chair access available.; Ambulance Bay,Visiting hours are 11:00 AM - 8:00 ,,Asthma Education Program; Cafeteria Services; Cardiac Monitoring Services; Central Zone Surgical Services; Diagnostic Imaging Services; Emergency Services; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Hospitals; Laboratory Services; Mental Health Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult; Nutrition Counselling - Pediatric; Obstetrics Services; Occupational Therapy - Children's Rehabilitation Services; Occupational Therapy Adult Community Rehabilitation Program; Occupational Therapy Outpatient; Palliative Care; Patient Email Well Wishes; Patient Food Services; Patient Information; Pharmacy Services; Physical Therapy - Children's Rehabilitation Services; Physical Therapy - Outpatients; Physical Therapy Adult Community Rehabilitation Program; Prenatal Education Programs; Registration; Respiratory Therapy Adult and Pediatric Services; Respiratory Therapy Outpatient; Respiratory Therapy Pediatric Services; Speech Language Pathology - Children's Rehabilitation Services; Speech Language Services - Adult; Switchboard; Vital Heart Response / STEMI Program,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-251,Villa Marguerite,9810 165 Street,Edmonton,T5P 3S7,AB,,,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-252,Villa Marie,10 Carrington Drive,Red Deer,T4P 0S3,AB,403-406-5700 (Switchboard),403-406-5827,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-253,Vilna Villa,5404 50 Street,Vilna,T0A 3L0,AB,780-636-3540 (switchboard),,Wheel chair access available.,,To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3; Equipment Loan Program; Home Care,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-254,Vulcan Community Health Centre,610 Elizabeth Street,Vulcan,T0L 2B0,AB,403-485-3333 (Switchboard),403-485-2336,Wheel chair access available.,Visiting Hours Monday - Sunday 10:00 am to 8:30 p,Must be a Home Care client over the age of 65. ,"Adult Day Support Program; Aids to Daily Living; Cafeteria Services; Calgary Rural Community Physiotherapy; Calgary Rural Diabetes Clinics; Cardiac Diagnostics - Holter Monitoring; Cardiology - Electrocardiogram Services; Community Health Services; Continuing Care Services; Diagnostic Imaging Services; Emergency Services; General Medicine - Inpatients; General Radiography (X-Ray); General Surgery - Inpatient; Gift Shops - Vulcan Tuck Shop; Gynecological Surgery; Health Information - Access and Disclosure; Health Information / Records Management; Health Promotion; Healthy Moms, Healthy Babies Program; Home Parenteral Therapy Program; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Lactation Services; Lost and Found Services; Mental Health Services; Nutrition Counselling - Adult; Nutrition Counselling ? Healthy Pregnancy Weight Gain; Parking Services; Patient Email Well Wishes; Patient Food Services; Patient Information; Pharmacy Services - Inpatients; Respiratory Clinic / Pulmonary Medicine; Respiratory Therapy - Rural; School Health Program; Spiritual Care Services; Switchboard; Volunteer Resources; Well Child Services",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-255,Wabasca / Desmarais Community Health Services,867 Stoney Point Road,Wabasca,T0G 2K0,AB,780-891-3931,780-891-3011,Wheel chair access available.,Monday: 8:30 am - 4:30 pm.Tuesday: 8:30 am - 4:30 pm.Wednesday: 8:30 am - 4:30 pm.Thursday: 8:30 am - 4:30 pm.Friday: 8:30 am - 4:30 p,,"Alberta Aids to Daily Living Program; Case Management Coordination; Community Health Services (Public Health Centres); Equipment Loan Program; Health Promotion Program; Home Care; Indigenous Health Program; Palliative and End of Life Care; Postpartum Depression Support; Prevent Alcohol and Risk Related Trauma in Youth; Sexual Health Services; Social Work; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Tuberculosis Testing",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-256,Walden Heights Seniors Community,250 Walden Drive,Calgary,T2X 0V1,AB,403-873-4700 (switchboard),403-873-4707,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-257,Wentworth Manor - The Court,5709 14 Avenue,Calgary,T3H 3M2,AB,403-242-5005(Switchboard),403-686-8702,Wheel chair access available.,,,Continuing Care Services; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-258,West Country Hearth,26504  Secondary Hwy 633,Villeneuve,T8T 1R9,AB,780-418-3015 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-259,West Park Lodge,5715 41 Street,Red Deer,T4N 1B3,AB,403-343-7471 (Switchboard),,Wheel chair access available.,Monday: 8:00 am - 4:00 pm.Tuesday: 8:00 am - 4:00 pm.Wednesday: 8:00 am - 4:00 pm.Thursday: 8:00 am - 4:00 pm.Friday: 8:00 am - 4:00 pm.Hours of operation are for information on service delivery and Receptio,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-260,Westlock Community Health Services,10024 107 Avenue,Westlock,T7P 2E3,AB,780-349-3316,780-349-5725,Wheel chair access available.,Monday: 8:30 am - 4:30 pm.Tuesday: 8:30 am - 4:30 pm.Wednesday: 8:30 am - 4:30 pm.Thursday: 8:30 am - 4:30 pm.Friday: 8:30 am - 4:30 p,Adults 18 years of age and older.,"Adult Mental Health Treatment Services; Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Ambulatory Services; Breastfeeding Clinic; Car Seat Safety; Case Management Coordination; Children's Mental Health Treatment Services; Community Health Services (Public Health Centres); Early Childhood Intervention Program; Eating Disorder Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Equipment Loan Program; Fluoride Protection for Toddlers; Health Information - Access and Disclosure; Health Promotion - Community Presentations; Health Promotion Program; Hemodialysis - Northern Alberta Renal Program; Hospitals; Mental Health Information, Promotion and Prevention; Mental Health Services; Occupational Therapy Services; Option 4; Oral Health - Programs and Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Patient Information; Pharmacy Services; Physical Therapy Services; Postpartum Depression Support; Prenatal Classes; Regional Collaborative Service Delivery - School based and school linked mental health teams; Registration; Respiratory Therapy; School Oral Health Services; Sexual Health Services; Social Work; Speech and Language Services; Switchboard; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Travel Health Services; Tuberculosis Testing",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-261,Westlock Continuing Care Centre,10203 96 Street,Westlock,T7P 2R3,AB,780-349-3306 (Reception),780-349-5647,Wheel chair access available.,,People must be Home Care clients at risk for being placed in a supportive living facility or who go to the hospital often.,Adult Day Program; Continuing Care Services; Health Information - Access and Disclosure; Home Care; Occupational Therapy Services; Palliative and End of Life Care; Patient Information; Physical Therapy Services; Registration; Respite Care; Social Work; Switchboard; Therapeutic Recreation Services,Canada
