row_id,LICENSE NUMBER,name,STREET,PO BOX,CITYSTZIP,BEDS,COUNTY,REGION,TELEPHONE,ADMINISTRATOR,CERTIFICATION,FAXPHONE,OWNCOMP,OWNEROFDESC,OWNCATDESC,OWNEND,MCARE,FAC_CITY,OWNER,LICISSUED,LICENSURE,facility_type
USA-WI-48-Facilities-48-NursingHomes-229,Lic. 3219,WAUKESHA SPRINGS HEALTH AND REHABILITATION CENTER,1810 KENSINGTON DR,,"WAUKESHA, WI  53188",150 Beds,WAUKESHA,Southeastern,(262) 548-1400,Administrator: LISA EASTMAN,525242,FAX: (262) 548-1422,LEGACY SENIOR SERVICES, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,WAUKESHA,NONPROFIT CORPORATION,21-May-71,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-230,Lic. 2674,BENEDICTINE MANOR OF WAUSAU,1821 N 4TH AVE,,"WAUSAU, WI  54401",82 Beds,MARATHON,Northern,(715) 675-9451,Administrator: GARY HIXON,525503,FAX: (715) 675-4051,CATHOLIC RESIDENTIAL SERVICES INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,WAUSAU,NONPROFIT CHURCH/CORP,5-Oct-81,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-231,Lic. 3181,MITCHELL MANOR,5301 W LINCOLN AVE,,"WEST ALLIS, WI  53219",74 Beds,MILWAUKEE,Southeastern,(414) 615-7200,Administrator: ANN MARIE KUTZKE,525600,FAX: (414) 615-7184,FIVE STAR QUALITY CARE-WI LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,WEST ALLIS,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-232,Lic. 3160,ONALASKA CARE CENTER,1600 MAIN ST,,"ONALASKA, WI  54650",90 Beds,LA CROSSE,Southern,(608) 783-4681,Administrator: MARISSA JANKE,525443,FAX: (608) 781-8148,BETHANY-ST JOSEPH CORPORATION, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,ONALASKA,NONPROFIT CORPORATION,25-Mar-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-233,Lic. 3085,KENOSHA ESTATES REHAB AND CARE CENTER,1703 60TH ST,,"KENOSHA, WI  53140",97 Beds,KENOSHA,Southeastern,(262) 658-4125,Administrator: GERARD BODALSKI,525125,FAX: (262) 658-2196,"JB KENOSHA HEALTHCARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,KENOSHA,LIMITED LIABILITY COMPANY,3-Mar-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-234,Lic. 2179,THE BRIDGES OF MILWAUKEE REHAB AND CARE CENTER,6800 N 76TH STREET,BOX 23980,"MILWAUKEE, WI  53223",144 Beds,MILWAUKEE,Southeastern,(414) 353-5000,Administrator: BRANDON LUKE,525529,FAX: (414) 353-1487,"JB MILWAUKEE HEALTHCARE,LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MILWAUKEE,LIMITED LIABILITY COMPANY,26-Jan-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-235,Lic. 2390,ALDEN ESTATES OF JEFFERSON,1130 COLLINS ROAD,,"JEFFERSON, WI  53549",120 Beds,JEFFERSON,Southeastern,(920) 674-3170,Administrator: ERICA DALZIEL,525271,FAX: (920) 674-6075,"ALDEN ESTATES OF COUNTRYSIDE, INC", HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,JEFFERSON,FOR PROFIT CORPORATION,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-236,Lic. 3116,COLUMBUS HEALTH AND REHAB,825 WESTERN AVE,,"COLUMBUS, WI  53925",50 Beds,COLUMBIA,Southern,(920) 623-2520,Administrator: ELAINE HERRON,525445,FAX: (920) 623-0579,"COLUMBUS OPERATOR, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,COLUMBUS,LIMITED LIABILITY COMPANY,23-Jul-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-237,Lic. 2040,ST JOSEPH RESIDENCE,107 E BECKERT RD,,"NEW LONDON, WI  54961",80 Beds,WAUPACA,Northeastern,(920) 982-5354,Administrator: GIDGET BLANK,525599,FAX: (920) 982-5420,ST JOSEPH RESIDENCE INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,NEW LONDON,NONPROFIT CHURCH/CORP,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-238,Lic. 3162,CROSSROADS CARE CENTER OF MILWAUKEE,3216 W HIGHLAND BLVD,,"MILWAUKEE, WI  53208",95 Beds,MILWAUKEE,Southeastern,(414) 344-6515,Administrator: SCOTT MYERS,525417,FAX: (414) 344-6731,"CROSSROADS CARE CENTER OF MILWAUKEE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MILWAUKEE,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-239,Lic. 2057,EVERGREEN HEALTH CENTER,1130 N WESTFIELD ST,,"OSHKOSH, WI  54902",80 Beds,WINNEBAGO,Northeastern,(920) 233-2340,Administrator: PEGGY BELLIN,525647,FAX: (920) 237-2109,EVERGREEN RETIREMENT COMMUNITY INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,OSHKOSH,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-240,Lic. 2698,WOODLAND VILLAGE NURSING HOME,430 MANOR DR,,"SURING, WI  54174",50 Beds,OCONTO,Northeastern,(920) 842-2191,Administrator: SANDRA SCHNEIDER,525363,FAX: (920) 842-4223,WOODLAND VILLAGE INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,SURING,FOR PROFIT CORPORATION,1-Jun-82,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-241,Lic. 2297,RIDGEVIEW TERRACE LONG TERM CARE,2350 N DEWEY AVE,,"REEDSBURG, WI  53959",50 Beds,SAUK,Southern,(608) 524-6577,Administrator: RYAN SHEAR,525667,FAX: (608) 524-0757,REEDSBURG AREA SENIOR LIFE CENTER INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,REEDSBURG,NONPROFIT CORPORATION,26-Oct-05,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-242,Lic. 3080,COLONIAL CENTER,702 W DOLF ST,,"COLBY, WI  54421",95 Beds,CLARK,Northern,(715) 223-2352,Administrator: TRUDY ERICKSON,525350,FAX: (715) 223-3972,AMERICAN EAGLE NURSING HOME COMPANY OF COLBY LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,COLBY,LIMITED LIABILITY COMPANY,1-Jan-75,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-243,Lic. 2387,CLARK COUNTY REHABILITATION & LIVING CENTER,W4266 COUNTY HIGHWAY X,,"OWEN, WI  54460",172 Beds,CLARK,Northern,(715) 229-2172,Administrator: JANE SCHMITZ,525403,FAX: (715) 229-4655,WOODLAND ENHANCED HEALTH SERVICES COMMISSION, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,OWEN,GOVERNMENT COUNTY,1-Jan-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-244,Lic. 1182,MORNINGSIDE HEALTH CENTER,3431 N 13TH ST,,"SHEBOYGAN, WI  53083",50 Beds,SHEBOYGAN,Northeastern,(920) 457-5046,Administrator: ASHLEY WALTHO,525607,FAX: (920) 457-4753,FMG NORTH 13TH STREET WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SHEBOYGAN,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-245,Lic. 3226,MEADOW VIEW MANOR NURSING HOME,3613 S 13TH ST,,"SHEBOYGAN, WI  53081",50 Beds,SHEBOYGAN,Northeastern,(920) 458-4040,Administrator: BRUCE SCHLEI,525605,FAX: (920) 458-0474,FMG SOUTH 13TH STREET WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SHEBOYGAN,LIMITED LIABILITY COMPANY,22-Jan-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-246,Lic. 2947,MENOMONEE FALLS HEALTH CARE CENTER,N84 W17049 MENOMONEE AVE,,"MENOMONEE FALLS, WI  53051",100 Beds,WAUKESHA,Southeastern,(262) 255-1180,Administrator: MICHAEL GULOCK,525415,FAX: (262) 255-1638,FMG MENOMONEE AVENUE WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MENOMONEE FALLS,LIMITED LIABILITY COMPANY,1-Jan-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-247,Lic. 2838,MERCY RESIDENTIAL & REHABILITATION CENTER,2727 W MITCHELL ST,,"MILWAUKEE, WI  53215",60 Beds,MILWAUKEE,Southeastern,(414) 383-3699,Administrator: LAUREN BEAUMONT,525414,FAX: (414) 383-3866,FMG WEST MITCHELL STREET WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MILWAUKEE,LIMITED LIABILITY COMPANY,1-Jun-84,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-248,Lic. 2116,MONROE MANOR NURSING AND REHABILITATION CENTER,516 26TH AVE,,"MONROE, WI  53566",74 Beds,GREEN,Southern,(608) 325-9141,Administrator: JAMES WILSON,525292,FAX: (608) 329-6594,FMG 26TH AVENUE WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MONROE,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-249,Lic. 3167,OAKWOOD VILLA,2512 NEW PINE DR,,"ALTOONA, WI  54720",80 Beds,EAU CLAIRE,Western,(715) 833-0400,Administrator: REBECCA ROUSE,525454,FAX: (715) 833-0546,FMG NEW PINE DRIVE WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,ALTOONA,LIMITED LIABILITY COMPANY,1-Dec-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-250,Lic. 3210,RIVER'S BEND HEALTH AND REHABILITATION,960 S RAPIDS RD,,"MANITOWOC, WI  54220",100 Beds,MANITOWOC,Northeastern,(920) 684-1144,Administrator: KATELYN KAHLES,525475,FAX: (920) 684-0199,FMG SOUTH RAPIDS ROAD WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MANITOWOC,LIMITED LIABILITY COMPANY,1-Mar-77,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-251,Lic. 2130,SHEBOYGAN PROGRESSIVE CARE CENTER,1902 MEAD AVE,,"SHEBOYGAN, WI  53081",100 Beds,SHEBOYGAN,Northeastern,(920) 458-8333,Administrator: ELIZABETH REISS,525511,FAX: (920) 458-3346,FMG MEAD AVENUE WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SHEBOYGAN,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-252,Lic. 3134,SUNRISE CARE CENTER,3540 S 43RD ST,,"MILWAUKEE, WI  53220",99 Beds,MILWAUKEE,Southeastern,(414) 541-1000,Administrator: TRICIA PLATE,525493,FAX: (414) 328-2159,FMG SOUTH 43RD STREET WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MILWAUKEE,LIMITED LIABILITY COMPANY,15-Feb-94,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-253,Lic. 2224,THE WILLOWS NURSING & REHABILITATION CENTER,41 RICKEL RD,,"SUN PRAIRIE, WI  53590",50 Beds,DANE,Southern,(608) 837-8529,Administrator: JASON WILLIAMS,525313,FAX: (608) 837-9484,FMG RICKEL ROAD WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SUN PRAIRIE,LIMITED LIABILITY COMPANY,19-Oct-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-254,Lic. 2287,INGLESIDE MANOR,407 N EIGHTH ST,,"MOUNT HOREB, WI  53572",80 Beds,DANE,Southern,(608) 437-5511,Administrator: DONNA KRUCHTEN,525331,FAX: (608) 437-9603,WISCONSIN ILLINOIS SENIOR HOUSING INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,MOUNT HOREB,NONPROFIT CORPORATION,29-Feb-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-255,Lic. 2246,WILLOWDALE NURSING & REHABILITATION CENTER,1610 HOOVER ST,,"NEW HOLSTEIN, WI  53061",49 Beds,CALUMET,Northeastern,(920) 898-5706,Administrator: ZACH ZIESEMER,525411,FAX: (920) 898-5664,FMG HOOVER STREET WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,NEW HOLSTEIN,LIMITED LIABILITY COMPANY,19-Apr-71,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-256,Lic. 2328,HERITAGE NURSING AND REHABILITATION CENTER,1119 N WISCONSIN ST,,"PORT WASHINGTON, WI  53074",74 Beds,OZAUKEE,Southeastern,(262) 284-5892,Administrator: ANGELA WILLMS,525586,FAX: (262) 284-1612,FMG NORTH WISCONSIN STREET WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,PORT WASHINGTON,LIMITED LIABILITY COMPANY,6-Mar-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-257,Lic. 3039,DALLAS CARE AND REHAB,104 E DALLAS ST  BOX 220,,"DALLAS, WI  54733",50 Beds,BARRON,Western,(715) 837-1222,Administrator: LEN FAST,525694,FAX: (715) 837-1713,"SENIOR MANAGEMENT, INC.", HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,DALLAS,FOR PROFIT CORPORATION,1-Jan-77,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-258,Lic. 2498,MARINUKA MANOR,19475 SILVER CREEK RD,,"GALESVILLE, WI  54630",59 Beds,TREMPEALEAU,Western,(608) 582-2211,Administrator: LEAH RENTMEESTER,525628,FAX: (608) 582-4068,CITY OF GALESVILLE, HEALTH CARE OP, GOVERNMENT-CIT,,Title 18 SNF    Title 19 NF,GALESVILLE,GOVERNMENT CITY,28-Feb-75,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-259,Lic. 3243,MAPLE RIDGE REHABILITATION AND CARE CENTER,2305 SAN LUIS PLACE,,"GREEN BAY, WI  54304",133 Beds,BROWN,Northeastern,(920) 494-5231,Administrator: DORIS DRAIN,525427,FAX: (920) 494-1958,"SAN LUIS HEALTH CARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GREEN BAY,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-260,Lic. 2908,ATRIUM POST ACUTE CARE OF CHILTON,810 MEMORIAL DR,,"CHILTON, WI  53014",60 Beds,CALUMET,Northeastern,(920) 849-2308,Administrator: GAIL JACOBSON,525336,FAX: (920) 849-7392,CHILTON CARE CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,CHILTON,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-261,Lic. 3239,BURLINGTON REHABILITATION AND CARE CENTER,677 E STATE ST,,"BURLINGTON, WI  53105",155 Beds,RACINE,Southeastern,(262) 763-9531,Administrator: NORMAN GROSS,525482,FAX: (262) 763-7579,"MOUNT CARMEL HEALTH CARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,BURLINGTON,LIMITED LIABILITY COMPANY,3-Jun-71,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-262,Lic. 3233,EASTVIEW MEDICAL AND REHABILITATION CENTER,729 PARK ST,,"ANTIGO, WI  54409",136 Beds,LANGLADE,Northeastern,(715) 623-2356,Administrator: WANDA HOSE,525410,FAX: (715) 623-6345,"EASTVIEW HEALTH CARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,ANTIGO,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-263,Lic. 3234,COLONIAL MANOR MEDICAL AND REHABILITATION CENTER,1010 E WAUSAU AVE,,"WAUSAU, WI  54403",150 Beds,MARATHON,Northern,(715) 842-2028,Administrator: JUDITH CHRISTENSEN,525405,FAX: (715) 845-5810,"COLONIAL MANOR HEALTH CARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,WAUSAU,LIMITED LIABILITY COMPANY,5-May-64,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-264,Lic. 3240,NORTH RIDGE MEDICAL AND REHABILITATION CENTER,1445 N 7TH ST,,"MANITOWOC, WI  54220",119 Beds,MANITOWOC,Northeastern,(920) 682-0314,Administrator: SANDRA BARBEAU,525389,FAX: (920) 682-0553,"NORTH RIDGE HEALTH CARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MANITOWOC,LIMITED LIABILITY COMPANY,1-Sep-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-265,Lic. 3059,VIRGINIA HEALTH AND REHABILITATION CENTER,1451 CLEVELAND AVE,,"WAUKESHA, WI  53186",105 Beds,WAUKESHA,Southeastern,(262) 547-2123,Administrator: KRISTINE WELCHMAN,525490,FAX: (262) 547-6204,FIVE STAR QUALITY CARE-WI LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,WAUKESHA,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-266,Lic. 2798,WILLOWCREST CARE CENTER,3821 S CHICAGO AVE,,"SOUTH MILWAUKEE, WI  53172",135 Beds,MILWAUKEE,Southeastern,(414) 762-7336,Administrator: BARTON SMITH,525413,FAX: (414) 762-5077,FMG SOUTH CHICAGO AVENUE WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SOUTH MILWAUKEE,LIMITED LIABILITY COMPANY,3-Sep-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-267,Lic. 2437,HARBOR HAVEN HEALTH AND REHABILITATION,459 E FIRST STREET,,"FOND DU LAC, WI  54935",85 Beds,FOND DU LAC,Northeastern,(920) 929-3500,Administrator: MARK RADMER,525534,FAX: (920) 929-7046,FOND DU LAC COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,FOND DU LAC,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-268,Lic. 3087,WHEATON FRANCISCAN HEALTHCARE-LAKESHORE MANOR,1320 WISCONSIN AVE,,"RACINE, WI  53403",50 Beds,RACINE,Southeastern,(262) 687-2241,Administrator: DEBRA EHLERT,525495,FAX: (262) 687-2488,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,RACINE,NONPROFIT CORPORATION,22-Jun-92,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-269,Lic. 5029,OAKWOOD VILLAGE EAST HEALTH AND REHABILITATION CENTER,5833 AMERICAN PARKWAY,,"MADISON, WI  53718",42 Beds,DANE,Southern,(608) 230-4000,Administrator: BRYAN BEE,525692,FAX: (608) 230-4001,"OAKWOOD VILLAGE EAST LUTHERAN HOMES, INC.", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MADISON,LIMITED LIABILITY COMPANY,10-Mar-08,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-270,Lic. 2751,FRIENDLY VILLAGE NURSING AND REHABILITATION CENTER,900 BOYCE DR,,"RHINELANDER, WI  54501",146 Beds,ONEIDA,Northern,(715) 365-6832,Administrator: PATRICIA RICHARDSON,525459,FAX: (715) 365-6665,RHINELANDER HEALTHCARE OPERATOR 150 LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,RHINELANDER,LIMITED LIABILITY COMPANY,1-Jun-83,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-271,Lic. 3249,PRESCOTT NURSING AND REHABILITATION COMMUNITY,1505 ORRIN RD,,"PRESCOTT, WI  54021",65 Beds,PIERCE,Western,(715) 262-5661,Administrator: JO ANN SHEPHERD,525398,FAX: (715) 262-4899,"ORION PRESCOTT, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,PRESCOTT,LIMITED LIABILITY COMPANY,19-Dec-84,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-272,Lic. 3086,FREDERIC NURSING AND REHABILITATION COMMUNITY,205 UNITED WAY,,"FREDERIC, WI  54837",60 Beds,POLK,Western,(715) 327-4297,Administrator: PATRICIA LINEHAN,525665,FAX: (715) 327-4950,ORION FREDERIC LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,FREDERIC,LIMITED LIABILITY COMPANY,8-Aug-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-273,Lic. 2259,EVANSVILLE MANOR,470 GARFIELD AVE,,"EVANSVILLE, WI  53536",71 Beds,ROCK,Southern,(608) 882-5700,Administrator: CLIFFORD WOOLEVER,525418,FAX: (608) 882-9100,EVANSVILLE MANOR INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,EVANSVILLE,FOR PROFIT CORPORATION,25-Jun-71,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-274,Lic. 2825,TOMAH NURSING AND REHABILITATION,1505 BUTTS AVE,,"TOMAH, WI  54660",74 Beds,MONROE,Southern,(608) 372-3241,Administrator: ERIC JACOBSON,525442,FAX: (608) 372-3250,"ORION TOMAH, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,TOMAH,LIMITED LIABILITY COMPANY,1-Mar-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-275,Lic. 3218,SYMPHONY OF GLENDALE,6263 N GREEN BAY AVE,,"GLENDALE, WI  53209",94 Beds,MILWAUKEE,Southeastern,(414) 351-0543,Administrator: REBECCA SCHNOR,525547,FAX: (414) 351-7977,"NUGLEN, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GLENDALE,LIMITED LIABILITY COMPANY,13-Jun-94,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-276,Lic. 47,FOND DU LAC LUTHERAN HOME,244 N MACY ST,,"FOND DU LAC, WI  54935",103 Beds,FOND DU LAC,Northeastern,(920) 921-9520,Administrator: CARLY CLINE,525655,FAX: (920) 921-0819,FOND DU LAC LUTHERAN HOME INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,FOND DU LAC,NONPROFIT CHURCH/CORP,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-277,Lic. 3212,MAPLE RIDGE HEALTH AND REHABILITATION CENTER,2730 W RAMSEY AVE,,"MILWAUKEE, WI  53221",80 Beds,MILWAUKEE,Southeastern,(414) 282-2600,Administrator: BENJAMIN MALLON,525359,FAX: (414) 282-2051,FMG WEST RAMSEY AVENUE WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MILWAUKEE,LIMITED LIABILITY COMPANY,1-Dec-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-278,Lic. 5024,WI VETERANS HOME-BOLAND HALL,21425 E SPRING ST,,"UNION GROVE, WI  53182",158 Beds,RACINE,Southeastern,(262) 878-6702,Administrator: SUSAN SEIBERT,525688,FAX: (262) 878-6758,STATE OF WI DEPT OF VETERANS AFFAIRS, HEALTH CARE OP, GOVERNMENT-STA,,Title 18 SNF    Title 19 NF,UNION GROVE,GOVERNMENT STATE,24-Aug-06,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-279,Lic. 2793,HOSPITALITY NURSING AND REHABILITATION CENTER,8633 32ND AVE,,"KENOSHA, WI  53142",110 Beds,KENOSHA,Southeastern,(262) 694-8300,Administrator: ELIZABETH KOWALSKY,525282,FAX: (262) 694-3622,FMG 32ND AVENUE WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,KENOSHA,LIMITED LIABILITY COMPANY,25-Oct-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-280,Lic. 2737,THE VILLA AT MIDDLETON VILLAGE,6201 ELMWOOD AVE,,"MIDDLETON, WI  53562",97 Beds,DANE,Southern,(608) 831-8300,Administrator: COURTNEY POTTER,525330,FAX: (608) 831-4253,"THE VILLA AT MIDDLETON VILLAGE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MIDDLETON ,LIMITED LIABILITY COMPANY,1-Oct-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-281,Lic. 3231,THE VILLA AT RIVER PARKWAY,8534 W MILL RD,,"MILWAUKEE, WI  53225",81 Beds,MILWAUKEE,Southeastern,(414) 358-2090,Administrator: THOMAS HENSCHEL,525707,FAX: (414) 353-2727,"THE VILLA AT MILLWAY, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MILWAUKEE,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-282,Lic. 2800,CROSSROADS CARE CENTER OF CRYSTAL RIVER,1401 CHURCHILL ST,,"WAUPACA, WI  54981",74 Beds,WAUPACA,Northeastern,(715) 258-8131,Administrator: CARRIE RUSSERT,525339,FAX: (715) 258-0179,"CROSSROADS CARE CENTER OF CRYSTAL RIVER, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,WAUPACA,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-283,Lic. 3193,CROSSROADS CARE CENTER OF MAYVILLE,305 S CLARK ST,,"MAYVILLE, WI  53050",133 Beds,DODGE,Southern,(920) 387-0354,"Administrator: JAMES TORGERSON, SR",525616,FAX: (920) 387-5194,"CROSSROADS CARE CENTER OF MAYVILLE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MAYVILLE,LIMITED LIABILITY COMPANY,20-Feb-97,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-284,Lic. 2801,CROSSROADS CARE CENTER OF WEYAUWEGA,717 E ALFRED ST,,"WEYAUWEGA, WI  54983",60 Beds,WAUPACA,Northeastern,(920) 867-3121,Administrator: TIMOTHY DIETZEN,525315,FAX: (920) 867-3997,"CROSSROADS CARE CENTER OF WEYAUWEGA , LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,WEYAUWEGA,LIMITED LIABILITY COMPANY,3-Dec-73,Skilled Care,Nursing Home
